"Vare","Vare_2","Produkter","KIWI","Meny","Obs","Rema100","Spar","Extra","week","Årstal","Dato"
"Idun_Ketchup530_gr","","",14.9,15.9,15.1,14.9,15.9,14.9,14,2020,"31.03.2020"
"PS_sprøstekt_løk100_gr","","",12.9,13.9,13.1,12.9,13.9,12.9,14,2020,"31.03.2020"
"Nescafé_Gull_refill100_gr","","",31.4,33.9,33,31.4,33.9,31.4,14,2020,"31.03.2020"
"Freia_Regia_kakao10_stk","","",26.9,22.9,27.4,26.9,29.9,26.9,14,2020,"31.03.2020"
"Oboy450_gr_pose","","",26,27.9,27.8,26,27.9,26,14,2020,"31.03.2020"
"Pepsi_Max1","5 liter","",33.9,36.9,33.9,33.9,38.9,33.9,14,2020,"31.03.2020"
"Solo_plastflaske0","5 liter","",24.9,26.9,24.9,24.9,26.9,24.9,14,2020,"31.03.2020"
"Solo_Plastflaske1","5 liter","",36.9,39.9,36.9,36.9,39.9,36.9,14,2020,"31.03.2020"
"Polly_peanøtter330_gram","","",29.8,34.9,33.55,29.8,32.9,29.88,14,2020,"31.03.2020"
"OMO_Color_Refill490_ml","","",35.9,38.9,38.4,35.9,38.9,35.9,14,2020,"31.03.2020"
"Lambi_tørkerull4_pk","","",39.9,43.9,42.6,39.9,42.9,39.9,14,2020,"31.03.2020"
"Bamsemums250_gram","","",46.3,50.5,49.5,46.3,49.9,46.3,14,2020,"31.03.2020"
"Smash200_gr","","",48.5,51.5,48.5,48.5,49.9,48.5,14,2020,"31.03.2020"
"Daim_Dobbel_Freia56_gr","","",17.7,19.9,18.9,17.7,20.5,17.7,14,2020,"31.03.2020"
"Kvikk_lunsj47gr","","",12.5,14.2,13.6,12.5,13.9,12.5,14,2020,"31.03.2020"
"Nidar_Påskemarsipan5_pk","","",36.9,40.5,38.7,36.9,39.9,36.9,14,2020,"31.03.2020"
"Nidar_Påskefavoritter300_gram","","",48.9,73.9,67.9,64.9,77.9,48.9,14,2020,"31.03.2020"
"Minde_Risbrød290_gram","","",57.5,62.9,61.5,57.5,62.9,57.5,14,2020,"31.03.2020"
"Anthon_Berg_Marsipanegg124_gram","","",49.9,59.9,73.3,49.9,59.9,49.9,14,2020,"31.03.2020"
"Totalsum","","",1266,1427,1394,1288,1419,1281,14,2020,"31.03.2020"
"Agurk1_stk","","Agurk",20.9,22.9,21.9,20.9,22.9,20.9,13,2020,"24.03.2020"
"Champignon1_kg__","","Sjampinjong",44.9,49.5,52.9,49.9,47.9,49.9,13,2020,"24.03.2020"
"Brokkoli1_stk","","Brokkoli",14.9,21.9,14.9,14.9,10,19.9,13,2020,"24.03.2020"
"Blomkål1_stk","","Blomkål",21.9,29.9,18.9,29.9,29.9,26.9,13,2020,"24.03.2020"
"Gulost_Synnøve1_kg","","",89,89,105.9,89,105,89,13,2020,"24.03.2020"
"Prim_original_Tine300_gr","","",24.9,26.7,25.3,24.9,26.9,24.9,13,2020,"24.03.2020"
"Grillpølser_Gilde600_gr","","",36.9,39.2,39.4,36.9,39.9,36.9,13,2020,"24.03.2020"
"Tine_Sjokomelk1_lit","","",26.9,28.9,28.2,26.9,29.7,26.9,13,2020,"24.03.2020"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",12.9,14.9,13.1,12.9,10,12.9,13,2020,"24.03.2020"
"Go_Morgen_Skogsbær195_gr","","",12.9,10,13.1,12.9,10,12.9,13,2020,"24.03.2020"
"Tine_Meierismør1/2_kilo","","",39.9,42.5,41.8,39.9,42.9,39.9,13,2020,"24.03.2020"
"Big_One_Classic_Pizza560_gr","","",49.9,53.3,50.8,49.9,53.9,49.9,13,2020,"24.03.2020"
"Grandiosa_Original575_gr","","",46.9,49.9,46.9,46.9,49.9,46.9,13,2020,"24.03.2020"
"Mills_Peanøttsmør350_gram","","",33.9,36.9,36.2,33.9,36.5,33.9,13,2020,"24.03.2020"
"Bringebærsyltetøy_Nora400_gr_hjemmelaget","","",24.9,26.5,26.6,24.9,26.5,24.9,13,2020,"24.03.2020"
"Tyttebærsyltetøy_Nora_Hj.laget400_gr__","","",37.4,39.9,40,37.4,39.9,37.4,13,2020,"24.03.2020"
"Lasagne_Toro310_gr_Familiepakning","","",41.5,44.9,42.3,41.5,44.9,41.5,13,2020,"24.03.2020"
"Amerikansk_gryte188_gram","","",34.9,38.5,37.3,34.9,37.9,34.9,13,2020,"24.03.2020"
"Betasuppe_Toro112_gr","","",23.3,24.9,23.7,23.3,24.9,23.3,13,2020,"24.03.2020"
"Bergensk_Fiskesuppe_Toro81_gr","","",16.9,18.5,18,16.9,10,16.9,13,2020,"24.03.2020"
"Bali_kyllinggryte91_gr","","",29.9,41.9,31.9,29.9,32.5,29.9,13,2020,"24.03.2020"
"Vafler_Toro_Fam/Pk591_gr_","","",24.9,27.5,26.1,24.9,29.9,24.9,13,2020,"24.03.2020"
"Hvit_saus","Toro38 gram","",10.4,11.5,10.6,10.4,11.5,10.4,13,2020,"24.03.2020"
"Ertestuing_5_minutter_Toro164_gr","","",20.9,22.9,21.3,20.9,22.9,20.9,13,2020,"24.03.2020"
"Soyasaus_Kikkoman150_ml","","",27.9,29.9,29.2,27.9,29.9,27.9,13,2020,"24.03.2020"
"Enchilada_the_kit657_gram","","",43.9,49.9,46.9,43.9,49.9,43.9,13,2020,"24.03.2020"
"Piano_Sjokoladepudding1_liter","","",25.9,28.2,26.4,25.9,27.9,25.9,13,2020,"24.03.2020"
"Piano_vaniljesaus1_liter","","",29.9,32.5,30.4,29.9,32.5,29.9,13,2020,"24.03.2020"
"Smacks_Honnikorn375_gr","","",26.9,28.6,27.4,26.9,28.9,26.9,13,2020,"24.03.2020"
"Potetgull_Maarud_Salt240_gr_Salt","","",27.9,22.9,27.9,27.9,28.9,27.9,13,2020,"24.03.2020"
"Potetgull_Maarud_Paprika250_gram","","",27.9,22.9,28.4,27.9,29.9,27.9,13,2020,"24.03.2020"
"Daim_Dobbel_Freia56_gr","","",17.7,19.9,18.9,17.7,20.5,17.7,13,2020,"24.03.2020"
"Kvikk_lunsj47gr","","",12.5,14.2,13.6,12.5,13.9,12.5,13,2020,"24.03.2020"
"Totalsum","","",982,1062,1036,995,1059,997,13,2020,"24.03.2020"
"Pizzasaus","idun290 gr","",16.9,18.9,18,16.9,18.9,16.9,12,2020,"17.03.2020"
"Revet_ost_original_Tine300gr","","",46.4,48.9,48.7,46.4,49.9,46.4,12,2020,"17.03.2020"
"Kokt_skinke_Gilde110_gr","","",24.2,25.9,24.66,24.2,25.9,22.18,12,2020,"17.03.2020"
"Jubelsalami100_gr","","",32.9,34.9,35.2,32.9,34.9,32.9,12,2020,"17.03.2020"
"Kjøttdeig_billigste_type400_gr","","",48.9,48.9,49.9,48.9,48.9,48.9,12,2020,"17.03.2020"
"Kyllingfilet1_kg","","",94,124.29,94,94,94.21,67.14,12,2020,"17.03.2020"
"Lettrømme_Tine3_dl","","",18.9,19.5,19.2,18.9,19.5,18.9,12,2020,"17.03.2020"
"Lettmelk_Tine1_liter","","",17.9,18.9,17.9,17.9,18.9,17.9,12,2020,"17.03.2020"
"Mager_Cottage_Cheese_Tine400_gr_mager","","",29.9,30.9,30.4,29.9,30.7,29.9,12,2020,"17.03.2020"
"Melange_margarin500_gram","","",27.9,29.6,29.1,27.9,29.9,27.9,12,2020,"17.03.2020"
"Mills_Majones330_gr_(2_poser)","","",29.9,32.5,31.3,29.9,32.5,29.9,12,2020,"17.03.2020"
"Egg_billigste_type12_stk","","",24.3,26.6,24.9,24.3,20,24.3,12,2020,"17.03.2020"
"Big_One_Classic_Pizza560_gr","","",49.9,53.3,50.8,49.9,53.9,49.9,12,2020,"17.03.2020"
"Familiens_Fiskegrateng1_kilo","","",62.9,66.9,64.1,62.9,66.9,62.9,12,2020,"17.03.2020"
"Makrell_i_tomatStabburet","","",16.5,17.6,17.3,16.5,18.5,16.5,12,2020,"17.03.2020"
"Leverpostei100_gr","","",8.9,9.7,9,8.9,9.9,8.9,12,2020,"17.03.2020"
"Nugatti_Original500_gram","","",29.9,31.9,30.4,29.9,32.5,29.9,12,2020,"17.03.2020"
"Picnicskinke_Stabburet325_gr","","",39.9,43.9,42.6,39.9,42.9,39.9,12,2020,"17.03.2020"
"Trondhjems_brun_lapskaus800","","",42.9,45.9,43.7,42.9,45.9,42.9,12,2020,"17.03.2020"
"Spaghetti_A_la_Capri870_gram","","",29,30.9,29.5,29,31.5,29,12,2020,"17.03.2020"
"Amerikansk_gryte188_gram","","",34.9,38.5,37.3,34.9,37.9,34.9,12,2020,"17.03.2020"
"Pizzafyll_Mexicana","Toro60 gram","",17.9,19.5,19.1,17.9,19.5,17.9,12,2020,"17.03.2020"
"Toro_Pizzabunn_familiepakn.370_gram","","",24.9,26.9,25.3,24.9,26.9,24.9,12,2020,"17.03.2020"
"Pannekaker_Øko._Toro540_gr_Familiepakning","","",34.9,35.9,36.6,34.9,35.9,34.9,12,2020,"17.03.2020"
"Mr_Lee_Nudler_Kjøttsmak85_gram","","",9.9,10.9,10,9.9,10.9,9.9,12,2020,"17.03.2020"
"Mr_Lee_Nudler_Kyllingstk","","",9.9,10.9,10.5,9.9,10.9,9.9,12,2020,"17.03.2020"
"Indisk_Tandoori_Chicken290_gram","","",43.4,47.9,39.9,43.9,46.9,43.4,12,2020,"17.03.2020"
"Dolmio_Classico500_gr","","",23.9,25.9,25,23.9,25.9,23.9,12,2020,"17.03.2020"
"Idun_Sennep490_gr","","",16.9,17.9,12.9,16.9,18.5,16.9,12,2020,"17.03.2020"
"Idun_Ketchup530_gr","","",14.9,15.9,14.9,14.9,15.9,14.9,12,2020,"17.03.2020"
"Tacosaus_medium","OLP230 gr","",10.3,16.9,17,10.3,16.9,14.8,12,2020,"17.03.2020"
"Hvetetortillas326_gr_(8_lefser)","","",17.9,19.5,19.1,17.9,19.5,17.9,12,2020,"17.03.2020"
"Nescafé_Gull_refill100_gr","","",31.4,33.9,33,31.4,33.9,31.4,12,2020,"17.03.2020"
"Bixit_Original300_gram","","",16.9,18.5,17.2,16.9,18.9,16.9,12,2020,"17.03.2020"
"Dobbeldusch_Sport250_ml","","",19.9,21.2,20.2,19.9,17.9,19.9,12,2020,"17.03.2020"
"JIF_Baderom_Spray500_ml","","",33.8,36,35.4,33.8,36.5,33.8,12,2020,"17.03.2020"
"Melkesjokolade_Freia200_gr","","",39.9,42.5,40.6,39.9,42.9,39.9,12,2020,"17.03.2020"
"Laban_Seigmenn300_gr","","",46.9,49.9,50.1,46.9,49.9,46.9,12,2020,"17.03.2020"
"Krokanrull71_gr","","",19.8,21.9,21.1,19.8,21.5,19.8,12,2020,"17.03.2020"
"Kvikk_lunsj47gr","","",12.5,14.2,13.6,12.5,14.5,12.5,12,2020,"17.03.2020"
"Totalsum","","",1173,1285,1209,1173,1248,1148,12,2020,"17.03.2020"
"Brokkoli1_stk","","Brokkoli",15,10,12.9,15,16.9,15,11,2020,"10.03.2020"
"Kremost_Krydder125_gram","","",16.9,17.9,17.2,16.9,18.5,16.9,11,2020,"10.03.2020"
"Kremost_Pepper125_gram","","",16.9,17.9,18,16.9,18.5,16.9,11,2020,"10.03.2020"
"Kremost_Ananas_og_Mandarin125_gram","","",16.9,17.9,17.2,16.9,17.9,16.9,11,2020,"10.03.2020"
"Norvegia1_kg","","",99,117,112,99,118,112,11,2020,"10.03.2020"
"Gulost_Synnøve1_kg","","",89,89,105.9,89,105,89,11,2020,"10.03.2020"
"Skivet_Ridderost_Tine170_gr","","",34.9,36.9,37.3,34.9,37.5,34.9,11,2020,"10.03.2020"
"FløtemysostSkivet","","",18.4,20.9,18.7,18.4,22.9,18.4,11,2020,"10.03.2020"
"Revet_ost_original_Tine300gr","","",46.4,48.9,48.7,46.4,49.9,46.4,11,2020,"10.03.2020"
"Hvitost_eget_merke1000_gram","","",84.9,84.9,84.9,84.9,84.9,84.9,11,2020,"10.03.2020"
"Gudbrandsdalsost_Tine500_gr","","",51.9,54.9,54.4,51.9,55.9,51.9,11,2020,"10.03.2020"
"Smøreost_Bacon_tube175_gr","","",29.9,31.9,29.9,29.9,32.5,29.9,11,2020,"10.03.2020"
"Smøreost_Skinke_tube175_gr","","",29.9,31.9,30.4,29.9,31.9,29.9,11,2020,"10.03.2020"
"Helmelk_Tine1_liter","","",19.4,20.5,19.4,19.4,20.5,19.4,11,2020,"10.03.2020"
"Tine_Sjokomelk1_lit","","",26.9,28.9,28.2,26.9,29.7,26.9,11,2020,"10.03.2020"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",12.9,10,10,12.9,13.9,12.9,11,2020,"10.03.2020"
"Go_Morgen_Skogsbær195_gr","","",12.9,10,10,12.9,13.9,12.9,11,2020,"10.03.2020"
"Kesam_Vanilje300_gram_vanilje","","",21.9,22.9,23.4,21.9,22.2,21.9,11,2020,"10.03.2020"
"Ekte_Remulade","Mills165 gram","",22.9,24.9,23.3,22.9,24.5,22.9,11,2020,"10.03.2020"
"Mills_Kaviar185_gr","","",19.9,21.2,20.2,19.9,21.5,19.9,11,2020,"10.03.2020"
"Fiskepinner_Findus750_gram","","",51.9,54.9,39.9,51.9,32.94,51.9,11,2020,"10.03.2020"
"Makrell_i_tomatStabburet","","",16.5,17.6,17.3,16.5,18.5,16.9,11,2020,"10.03.2020"
"Jordbærsyltetøy_Nora400_gr_hjemmelaget","","",25.9,27.9,27.7,25.9,27.9,25.9,11,2020,"10.03.2020"
"Kremet_BlomkålsuppePose","","",19.9,20.9,11.94,19.9,20.9,19.9,11,2020,"10.03.2020"
"Vafler_Toro_Fam/Pk591_gr_","","",24.9,32.5,26.1,24.9,32.5,24.9,11,2020,"10.03.2020"
"Hvit_saus","Toro38 gram","",10.4,10,6.54,10.4,11.5,10.4,11,2020,"10.03.2020"
"Fløtesaus_Toro50_gram","","",15.4,10,9.36,15.4,16.5,15.4,11,2020,"10.03.2020"
"Hollandaisesaus26_gram","","",15.6,10,9.84,15.6,16.9,15.6,11,2020,"10.03.2020"
"Nescafé_Gull_refill100_gr","","",31.4,33.9,33,31.4,33.9,31.4,11,2020,"10.03.2020"
"Smacks_Honnikorn375_gr","","",26.9,28.6,26.9,26.9,28.9,26.9,11,2020,"10.03.2020"
"Havregryn_lettkokte_Axa1","1 kg","",19.9,21.2,19.9,19.9,21.5,19.9,11,2020,"10.03.2020"
"Quaker_Cruesli_Solfrokost500_gram","","",30.9,32.9,32.8,30.9,32.5,30.9,11,2020,"10.03.2020"
"Melkesjokolade_Freia200_gr","","",39.9,42.5,40.6,39.9,42.9,39.9,11,2020,"10.03.2020"
"Kvikk_lunsj47gr","","",13.4,14.2,13.6,13.4,14.5,13.4,11,2020,"10.03.2020"
"Totalsum","","",1030,1075,1037,1030,1108,1043,11,2020,"10.03.2020"
"Brokkoli1_stk","","Brokkoli",15,10,12.9,15,16.9,15,10,2020,"03.03.2020"
"Kremost_Krydder125_gram","","",16.9,17.9,17.2,16.9,18.5,16.9,10,2020,"03.03.2020"
"Kremost_Pepper125_gram","","",16.9,17.9,18,16.9,18.5,16.9,10,2020,"03.03.2020"
"Kremost_Ananas_og_Mandarin125_gram","","",16.9,17.9,17.2,16.9,17.9,16.9,10,2020,"03.03.2020"
"Norvegia1_kg","","",99,117,112,99,118,112,10,2020,"03.03.2020"
"Gulost_Synnøve1_kg","","",89,89,105.9,89,105,89,10,2020,"03.03.2020"
"Skivet_Ridderost_Tine170_gr","","",34.9,36.9,37.3,34.9,37.5,34.9,10,2020,"03.03.2020"
"FløtemysostSkivet","","",18.4,20.9,18.7,18.4,22.9,18.4,10,2020,"03.03.2020"
"Revet_ost_original_Tine300gr","","",46.4,48.9,48.7,46.4,49.9,46.4,10,2020,"03.03.2020"
"Hvitost_eget_merke1000_gram","","",84.9,84.9,84.9,84.9,84.9,84.9,10,2020,"03.03.2020"
"Gudbrandsdalsost_Tine500_gr","","",51.9,54.9,54.4,51.9,55.9,51.9,10,2020,"03.03.2020"
"Smøreost_Bacon_tube175_gr","","",29.9,31.9,29.9,29.9,32.5,29.9,10,2020,"03.03.2020"
"Smøreost_Skinke_tube175_gr","","",29.9,31.9,30.4,29.9,31.9,29.9,10,2020,"03.03.2020"
"Helmelk_Tine1_liter","","",19.4,20.5,19.4,19.4,20.5,19.4,10,2020,"03.03.2020"
"Tine_Sjokomelk1_lit","","",26.9,28.9,28.2,26.9,29.7,26.9,10,2020,"03.03.2020"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",12.9,10,10,12.9,13.9,12.9,10,2020,"03.03.2020"
"Go_Morgen_Skogsbær195_gr","","",12.9,10,10,12.9,13.9,12.9,10,2020,"03.03.2020"
"Kesam_Vanilje300_gram_vanilje","","",21.9,22.9,23.4,21.9,22.2,21.9,10,2020,"03.03.2020"
"Ekte_Remulade","Mills165 gram","",22.9,24.9,23.3,22.9,24.5,22.9,10,2020,"03.03.2020"
"Mills_Kaviar185_gr","","",19.9,21.2,20.2,19.9,21.5,19.9,10,2020,"03.03.2020"
"Fiskepinner_Findus750_gram","","",51.9,54.9,39.9,51.9,32.94,51.9,10,2020,"03.03.2020"
"Makrell_i_tomatStabburet","","",16.5,17.6,17.3,16.5,18.5,16.9,10,2020,"03.03.2020"
"Jordbærsyltetøy_Nora400_gr_hjemmelaget","","",25.9,27.9,27.7,25.9,27.9,25.9,10,2020,"03.03.2020"
"Kremet_BlomkålsuppePose","","",19.9,20.9,11.94,19.9,20.9,19.9,10,2020,"03.03.2020"
"Vafler_Toro_Fam/Pk591_gr_","","",24.9,32.5,26.1,24.9,32.5,24.9,10,2020,"03.03.2020"
"Hvit_saus","Toro38 gram","",10.4,10,6.54,10.4,11.5,10.4,10,2020,"03.03.2020"
"Fløtesaus_Toro50_gram","","",15.4,10,9.36,15.4,16.5,15.4,10,2020,"03.03.2020"
"Hollandaisesaus26_gram","","",15.6,10,9.84,15.6,16.9,15.6,10,2020,"03.03.2020"
"Nescafé_Gull_refill100_gr","","",31.4,33.9,33,31.4,33.9,31.4,10,2020,"03.03.2020"
"Smacks_Honnikorn375_gr","","",26.9,28.6,26.9,26.9,28.9,26.9,10,2020,"03.03.2020"
"Havregryn_lettkokte_Axa1","1 kg","",19.9,21.2,19.9,19.9,21.5,19.9,10,2020,"03.03.2020"
"Quaker_Cruesli_Solfrokost500_gram","","",30.9,32.9,32.8,30.9,32.5,30.9,10,2020,"03.03.2020"
"Melkesjokolade_Freia200_gr","","",39.9,42.5,40.6,39.9,42.9,39.9,10,2020,"03.03.2020"
"Kvikk_lunsj47gr","","",13.4,14.2,13.6,13.4,14.5,13.4,10,2020,"03.03.2020"
"Totalsum","","",1030,1075,1037,1030,1108,1043,10,2020,"03.03.2020"
"Bananer1_kg_løsvekt","","Banan",19.9,24.9,20.9,24.8,19.9,19.9,9,2020,"25.02.2020"
"Agurk1_stk","","Agurk",18.8,21.9,18.9,18.8,19.9,18.8,9,2020,"25.02.2020"
"Brokkoli1_stk","","Brokkoli",15,16.5,15.9,15,15.9,15,9,2020,"25.02.2020"
"Blomkål1_stk","","Blomkål",19.8,24.9,19.9,19.8,22.9,19.8,9,2020,"25.02.2020"
"Norvegia1_kg","","",112,117,112,112,118,112,9,2020,"25.02.2020"
"Kokt_skinke_Gilde110_gr","","",24.3,25.9,24.75,24.3,26.9,24.29,9,2020,"25.02.2020"
"Stjernebacon140_gr","","",28.7,29.9,30.54,28.7,29.9,28.7,9,2020,"25.02.2020"
"Wienerpølser_Gilde520_gr","","",45.9,49.5,45.92,45.9,49.9,45.92,9,2020,"25.02.2020"
"Grillpølser_Gilde600_gr","","",36.9,39.2,39.4,36.9,39.9,36.9,9,2020,"25.02.2020"
"Kremfløte_Tine3_dl","","",17.9,18.9,18.2,18,19.9,17.9,9,2020,"25.02.2020"
"Lettrømme_Tine3_dl","","",18.9,19.5,18.9,18.9,19.5,18.9,9,2020,"25.02.2020"
"Lettmelk_Tine1_liter","","",17.9,18.9,17.9,17.9,18.9,17.9,9,2020,"25.02.2020"
"Rislunsj_m/jordbær150_gr","","",10.9,11.9,11.9,10.9,11.9,10.9,9,2020,"25.02.2020"
"Tine_Meierismør1/2_kilo","","",39.9,42.5,41.5,39.9,42.9,39.9,9,2020,"25.02.2020"
"Big_One_Classic_Pizza560_gr","","",49.9,53.3,50.8,49.9,39.9,49.9,9,2020,"25.02.2020"
"Grandiosa_Original575_gr","","",46.9,48.9,46.9,46.9,48.9,46.9,9,2020,"25.02.2020"
"Makrell_i_tomatStabburet","","",16.5,18,17.3,16.5,18.5,16.5,9,2020,"25.02.2020"
"Leverpostei100_gr","","",8.9,9.7,9,8.9,9.9,8.9,9,2020,"25.02.2020"
"Nugatti_Original500_gram","","",29.9,31.9,29.9,29.9,32.5,29.9,9,2020,"25.02.2020"
"Tomatpurre_Staveland180_gr","","",7.5,9.9,8.3,7.5,9.5,7.9,9,2020,"25.02.2020"
"Amerikansk_gryte188_gram","","",27.9,28.9,28.8,27.9,23.94,27.9,9,2020,"25.02.2020"
"Bergensk_Fiskesuppe_Toro81_gr","","",17.9,19.6,17.9,16.9,18.9,17.9,9,2020,"25.02.2020"
"Peppersaus","Toro30 gram","",11.9,13.5,12.5,11.9,13.5,12.4,9,2020,"25.02.2020"
"Idun_Sennep490_gr","","",16.9,17.9,16.9,16.9,18.5,16.9,9,2020,"25.02.2020"
"Idun_Ketchup530_gr","","",14.9,15.9,15.1,14.9,15.9,14.9,9,2020,"25.02.2020"
"Freia_Regia_kakao10_stk","","",27.9,31.1,28.4,27.9,29.9,27.9,9,2020,"25.02.2020"
"Coca_Cola1","5 liter","",35.9,38.9,36.9,35.9,39.5,35.9,9,2020,"25.02.2020"
"Solo_plastflaske0","5 liter","",24.9,26.9,24.9,24.9,26.9,24.9,9,2020,"25.02.2020"
"Laban_Seigmenn300_gr","","",46.9,49.9,49.8,46.9,49.9,46.9,9,2020,"25.02.2020"
"Kvikk_lunsj47gr","","",13.4,14.2,13.6,13.4,13.9,13.4,9,2020,"25.02.2020"
"Totalsum","","",825,890,844,829,866,826,9,2020,"25.02.2020"
"Bananer1_kg_løsvekt","","Banan",19.9,24.9,20.9,19.8,19.9,19.9,8,2020,"18.02.2020"
"Agurk1_stk","","Agurk",18.8,21.9,18.9,18.8,19.9,18.8,8,2020,"18.02.2020"
"Blomkål1_stk","","Blomkål",19.8,24.9,19.9,19.8,21.9,19.8,8,2020,"18.02.2020"
"Gudbrandsdalsost_skivet_Tine130_gr","","",18.9,21.5,19.2,18.9,21.5,18.9,8,2020,"18.02.2020"
"Fenalår_Stranda100_gram","","",54.7,59.9,55.9,54.7,54.9,54.9,8,2020,"18.02.2020"
"Gilde_skinnfri_kjøttpølse450gr","","",27.9,30.7,29.9,27.9,31.9,27.88,8,2020,"18.02.2020"
"Grillpølser_Gilde600_gr","","",36.9,29.9,39.4,36.9,29.9,36.9,8,2020,"18.02.2020"
"Karbonadedeig_billigste_type","2 stk800 gr","",109.8,109.8,114.2,109.8,109.8,99,8,2020,"18.02.2020"
"Torsk_m_purresaus","gulrøtter550vgram","",62.9,68.9,64.1,62.9,64.9,62.9,8,2020,"18.02.2020"
"Iskaffe_a_la_Mocca330_ml","","",18.9,19.9,18.9,18.9,19.9,18.9,8,2020,"18.02.2020"
"Matfløte_20%3_dl","","",16.5,20.5,19.8,18.9,20.5,18.9,8,2020,"18.02.2020"
"Lettrømme_Tine3_dl","","",18.9,19.5,18.9,18.9,19.5,18.9,8,2020,"18.02.2020"
"Helmelk_Tine1_liter","","",19.4,20.5,19.4,19.4,20.5,19.4,8,2020,"18.02.2020"
"Biola_Bringebær_syrnet1_liter","","",34.9,37.9,33.9,35.9,37.9,35.9,8,2020,"18.02.2020"
"Italiensk_salat_eget_merke400_gram","","",17.4,17.4,17.4,17.4,17.5,17.4,8,2020,"18.02.2020"
"Mills_Majones330_gr_(2_poser)","","",29.9,32.6,31.3,29.9,32.5,29.9,8,2020,"18.02.2020"
"Mills_Kaviar185_gr","","",13.2,21.2,20.2,19.9,21.5,19.9,8,2020,"18.02.2020"
"FiskekakerBilligste_type_500_gr","","",12.07,12.07,12.05,12.1,12.07,12.05,8,2020,"18.02.2020"
"Grandiosa_Original575_gr","","",46.9,48.9,46.9,46.9,48.9,46.9,8,2020,"18.02.2020"
"Leverpostei100_gr","","",8.9,9.7,9,8.9,9.9,8.9,8,2020,"18.02.2020"
"Bog","Gilde325 gr","",22.4,24.5,23,22.4,23.9,31.79,8,2020,"18.02.2020"
"Amerikansk_gryte188_gram","","",27.9,28.9,28.8,27.9,29.9,28.3,8,2020,"18.02.2020"
"Meksikansk_tomatsuppePose","","",21.9,23.3,21.9,21.9,21.9,21.9,8,2020,"18.02.2020"
"Hvit_saus","Toro38 gram","",10.4,11.6,10.9,10.4,11.9,10.4,8,2020,"18.02.2020"
"Bernaisesaus_Toro4_pakning","","",28.4,29.9,29.9,28.4,29.9,28.4,8,2020,"18.02.2020"
"Kjøttkakesaus","eget merke4 pk","",11.9,11.9,11.9,11.9,11.9,11.9,8,2020,"18.02.2020"
"Fløtesaus_Toro50_gram","","",15.4,16.9,15.6,14.9,16.5,15.4,8,2020,"18.02.2020"
"Hollandaisesaus26_gram","","",15.6,16.9,16.4,15.6,16.9,15.6,8,2020,"18.02.2020"
"Bretagne_kylling_saus27_gram","","",12.9,14.5,13.5,12.9,13.9,12.9,8,2020,"18.02.2020"
"Kremet_kyllingsuppe_Toro_RIK20_gram","","",12.9,13.9,12.9,12.9,12.9,12.9,8,2020,"18.02.2020"
"Eggnudler_eget_merke250_gr","","",9.9,11.5,10.5,12,10.5,9.9,8,2020,"18.02.2020"
"Mr_Lee_Nudler_Kjøttsmak85_gram","","",9.9,10.9,10,9.9,11.5,9.9,8,2020,"18.02.2020"
"Mr_Lee_Nudler_Kyllingstk","","",9.9,10.9,10.5,9.9,11.5,9.9,8,2020,"18.02.2020"
"Dolmio_Classico500_gr","","",23.9,22.9,24.9,23.9,25.5,23.9,8,2020,"18.02.2020"
"Hamburgerdressing_Idun470_gr_flaske","","",23.6,24.9,24,23.6,25.5,23.6,8,2020,"18.02.2020"
"Idun_Sennep490_gr","","",16.9,17.9,16.9,16.9,18.5,16.9,8,2020,"18.02.2020"
"Idun_Ketchup530_gr","","",14.9,15.9,15.1,12.9,15.9,14.9,8,2020,"18.02.2020"
"Nescafé_Gull_refill100_gr","","",31.4,33.9,33,31.4,37.5,31.4,8,2020,"18.02.2020"
"Havregryn_lettkokte_Axa1","1 kg","",19.9,17,19.9,19.9,21.5,19.9,8,2020,"18.02.2020"
"Fanta_Appelsin1","5 liter","",37.9,40.2,37.9,37.9,39.5,37.9,8,2020,"18.02.2020"
"Håndsåpe_Lano_Refill300_ml","","",19.4,20.5,20.2,19.4,20.5,19.4,8,2020,"18.02.2020"
"Barberskum_Regular200_ml","","",16.6,17.9,17.7,16.6,17.9,16.6,8,2020,"18.02.2020"
"Dent_Chrush","lakris25 gr","",19.9,21.5,21,19.9,21.5,19.9,8,2020,"18.02.2020"
"IFA_saltpastiller","Nidar34 gr","",12.9,14.5,13,12.9,13.9,12.9,8,2020,"18.02.2020"
"Fisherman`s_Friend_Orig20_gr","","",16.4,18.5,16.7,16.4,17.9,16.4,8,2020,"18.02.2020"
"Daim_Dobbel_Freia56_gr","","",18.7,20.5,20,18.7,19.9,18.7,8,2020,"18.02.2020"
"FOX_Sitronkaramell2_biter","","",4.9,5.6,5.2,4.9,5.5,4.9,8,2020,"18.02.2020"
"Godt&Blandet220_gr","","",35.9,38.9,38.1,35.9,37.9,35.9,8,2020,"18.02.2020"
"Laban_Seigmenn300_gr","","",46.9,49.9,49.8,46.9,49.9,46.9,8,2020,"18.02.2020"
"Krokanrull71_gr","","",19.8,21.9,21,19.8,20.9,19.8,8,2020,"18.02.2020"
