"Vare","Vare_2","Produkter","KIWI","Meny","Obs","Rema100","Spar","Extra","week","Årstal","Dato"
"Helmelk_Tine1_liter","","",18.9,20.6,18.9,18.9,19.9,18.9,34,2019,"20.08.2019"
"Tine_Yoghurt_Vanilje500_gram","","",16.4,10,17.2,16.4,19.5,16.4,34,2019,"20.08.2019"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",8.9,10,13.1,9,13.9,9.5,34,2019,"20.08.2019"
"Go_Morgen_Skogsbær195_gr","","",8.7,10,13.1,8.8,13.9,9.1,34,2019,"20.08.2019"
"Rislunsj_m/jordbær150_gr","","",8.2,10,9.3,8.3,11.9,8.6,34,2019,"20.08.2019"
"Rislunsj_m/bringebær_&_rips150_gr","","",8.3,10,9,8.4,10,8.6,34,2019,"20.08.2019"
"Rødbetsalat","Delikat200 gram","",22.9,14.29,24,22.9,24.5,22.9,34,2019,"20.08.2019"
"Big_One_Classic_Pizza560_gr","","",48.7,53.8,49.9,48.8,54.9,48.9,34,2019,"20.08.2019"
"Familiens_Fiskegrateng1_kilo","","",63.2,70,64.9,63.3,39.9,63.5,34,2019,"20.08.2019"
"Stabbur-Makrell","grovhakket110 gram","",15.9,10,16.6,15.9,14.9,15.9,34,2019,"20.08.2019"
"Stabbur-Makrell","tomat110 gram","",11.4,10,12,11.5,14.9,11.7,34,2019,"20.08.2019"
"Brun_saus_uten_løk","Toro44 gram","",12.7,10,13.5,12.8,13.9,13.1,34,2019,"20.08.2019"
"Hollandaisesaus26_gram","","",17.4,10,17.7,17.4,19.5,17.4,34,2019,"20.08.2019"
"Kremet_kyllingsuppe_Toro_RIK20_gram","","",13.1,10,14.5,13.2,14.5,13.5,34,2019,"20.08.2019"
"Eggnudler_eget_merke250_gr","","",11.2,10,12,12,11.9,11.3,34,2019,"20.08.2019"
"Nescafé_Gull_refill100_gr","","",35.9,41.1,38,36,38.9,36.2,34,2019,"20.08.2019"
"Mariekjeks200_gram","","",11.8,10,12.5,11.8,12.9,12.2,34,2019,"20.08.2019"
"Lipton_Iste","fersken50 gram","",12.9,10,9.9,12.9,14.5,12.9,34,2019,"20.08.2019"
"Bounty_Trio85_gr","","",10.6,10,11.3,10.7,12.9,11,34,2019,"20.08.2019"
"Pepe_Lakris_Big32_gram","","",12.4,10,13.2,12.4,13.5,12.4,34,2019,"20.08.2019"
"Meller38_gram","","",12.4,10,13.2,12.4,13.5,12.4,34,2019,"20.08.2019"
"Totalsum","","",905,939,967,908,993,909,34,2019,"20.08.2019"
"Bananer1_kg_løsvekt","","Banan",24.6,27.9,25.9,24.6,24.9,24.8,33,2019,"13.08.2019"
"Paprika1_kg_løsvekt","","Paprika",38,51.5,46.9,38,49.9,38.5,33,2019,"13.08.2019"
"Agurk1_stk","","Agurk",19.8,21.9,19.9,19.8,22.9,19.8,33,2019,"13.08.2019"
"Isbergsalat1_stk","","Isbergsalat",14.9,21.9,14.9,14.9,21.9,14.9,33,2019,"13.08.2019"
"Sriracha-Saus215_ml","","",29.1,32.9,31.4,29.2,32.5,29.4,33,2019,"13.08.2019"
"Norvegia1_kg","","",109,113,112.9,109,113,109,33,2019,"13.08.2019"
"Smøreost_Bacon_tube175_gr","","",23.8,25.9,24.6,23.8,26.9,24.2,33,2019,"13.08.2019"
"Philadelphia_light200gr","","",28.7,31.4,29.6,28.7,31.9,29.1,33,2019,"13.08.2019"
"Grillpølser_Gilde600_gr","","",33.2,39.9,35.7,33.2,39.9,33.4,33,2019,"13.08.2019"
"Kjøttdeig_billigste_type400_gr","","",45.8,45.9,45.9,45.8,45.9,45.9,33,2019,"13.08.2019"
"Lettrømme_Tine3_dl","","",14,16.5,14.5,14.1,16.5,14.3,33,2019,"13.08.2019"
"Lettmelk_Tine1_liter","","",17.3,18.4,17.3,17.3,18.7,17.3,33,2019,"13.08.2019"
"Mager_Cottage_Cheese_Tine400_gr_mager","","",25.6,27.9,26.3,25.6,28.2,25.8,33,2019,"13.08.2019"
"Tine_Meierismør1/2_kilo","","",32.1,36.5,34,32.1,37.9,32.4,33,2019,"13.08.2019"
"Mills_Majones_tubetube_160_gram","","",23.8,25.5,24,23.8,25.5,23.9,33,2019,"13.08.2019"
"Mills_Kaviar185_gr","","",18.2,23.9,18.8,18.3,26.9,18.3,33,2019,"13.08.2019"
"Grandiosa_Original575_gr","","",43.7,45.9,44.9,43.8,46.9,44.1,33,2019,"13.08.2019"
"Laks4_pakning_pris_per_500_gr","","",48.7,49.3,50.3,48.8,49.9,49.4,33,2019,"13.08.2019"
"Makrell_i_tomat_6_pk6_stk","","",34.5,38.5,37.2,34.6,38.5,34.8,33,2019,"13.08.2019"
"Nugatti_Original500_gram","","",23.7,25.8,24.4,23.8,26.9,24.1,33,2019,"13.08.2019"
"Tyttebærsyltetøy_Nora_Hj.laget400_gr__","","",36,39.9,38.8,36.1,39.9,36.3,33,2019,"13.08.2019"
"Bog","Gilde325 gr","",23.4,26.5,24.2,23.5,25.5,23.8,33,2019,"13.08.2019"
"Tomatsuppe_Original91_gr","","",15.3,19.9,15.8,15.4,19.9,15.5,33,2019,"13.08.2019"
"Lofoten_Fiskesuppe69_gram","","",18.6,20.9,20.2,18.7,20.9,18.9,33,2019,"13.08.2019"
"Bali_kyllinggryte91_gr","","",18.4,20.9,19.3,18.5,27.9,19,33,2019,"13.08.2019"
"Meksikansk_Gryte_Toro190_gr","","",23.3,25.5,24.2,23.4,25.9,23.8,33,2019,"13.08.2019"
"Toro_Pizzabunn_familiepakn.370_gram","","",14.2,17.9,14.8,14.3,16.9,14.6,33,2019,"13.08.2019"
"Pannekaker_Øko._Toro540_gr_Familiepakning","","",23.8,25.9,25.6,23.9,26.5,24.4,33,2019,"13.08.2019"
"Bernaisesaus_Toro4_pakning","","",31.5,34.5,33.4,31.6,35.5,31.9,33,2019,"13.08.2019"
"Potetmos_MillsVanlig","","",8.6,10.3,9.1,8.7,10.9,9,33,2019,"13.08.2019"
"Ertestuing_5_minutter_Toro164_gr","","",23.5,26.9,24.4,23.6,27.5,24,33,2019,"13.08.2019"
"Jasminris_Boil_in_B.","eget merke8 stk","",32.1,35.9,32.8,32.1,34.9,32.2,33,2019,"13.08.2019"
"Sweet_Baby_Rays510_gram","","",40.8,45.9,43.7,40.8,43.9,40.9,33,2019,"13.08.2019"
"Soyasaus_Kikkoman150_ml","","",19.7,22.2,21,19.8,22.5,20,33,2019,"13.08.2019"
"Piano_vaniljesaus1_liter","","",28.5,31.9,29.3,28.6,35.5,28.8,33,2019,"13.08.2019"
"Havregryn_lettkokte_Axa1","1 kg","",18.6,21,19.6,19.2,21.5,19.5,33,2019,"13.08.2019"
"Coca_Cola1","5 liter","",33,37.9,33.3,33.1,38.9,33.3,33,2019,"13.08.2019"
"Melkerull_Freia74_gr","","",15.5,17.9,16.6,15.6,17.9,15.9,33,2019,"13.08.2019"
"Kvikk_lunsj47gr","","",12.8,14.9,13.4,12.9,14.9,13.2,33,2019,"13.08.2019"
"Totalsum","","",1086,1217,1139,1089,1233,1098,33,2019,"13.08.2019"
"Agurk1_stk","","Agurk",19.8,23.9,20.9,19.8,22.9,20,32,2019,"06.08.2019"
"Champignon1_kg__","","Sjampinjong",38.8,39.9,40.9,38.8,39.9,40,32,2019,"06.08.2019"
"Isbergsalat1_stk","","Isbergsalat",14.8,21.9,15.9,14.8,21.9,15.4,32,2019,"06.08.2019"
"Blomkål1_stk","","Blomkål",12.8,16.9,10,12.8,10,13.2,32,2019,"06.08.2019"
"Gulost_Synnøve1_kg","","",99,69.9,105,99,99.9,99,32,2019,"06.08.2019"
"Gilde_smårettsskinke200_gr","","",37.9,41.5,38.6,37.9,41.5,37.9,32,2019,"06.08.2019"
"Jubelsalami100_gr","","",32.3,35.5,35,32.4,35.5,32.6,32,2019,"06.08.2019"
"Gilde_Håndlaget_Sylte100_gram","","",28.9,36.5,33.8,28.9,35.9,33.1,32,2019,"06.08.2019"
"Bacon_med_svor","eget merke400 gram","",52.9,52.9,55.47,52.9,52.9,52.89,32,2019,"06.08.2019"
"Fjordland_Pasta_med_ost_og_skinkesaus350_gr","","",44.6,34.9,44.9,44.6,47.9,44.7,32,2019,"06.08.2019"
"Helmelk_Tine1_liter","","",18.9,19.8,18.9,18.9,19.9,18.9,32,2019,"06.08.2019"
"Tine_Meierismør1/2_kilo","","",32.6,37.5,34.4,32.6,37.9,32.8,32,2019,"06.08.2019"
"Delikat_rekesalat200_gram","","",25.4,22.9,26.1,25.4,27.9,25.6,32,2019,"06.08.2019"
"Makrell_i_tomatStabburet","","",15.9,16.9,17,15.9,17.9,16.2,32,2019,"06.08.2019"
"Nugatti_Original500_gram","","",24.3,26.4,24.9,24.3,26.9,24.6,32,2019,"06.08.2019"
"Bringebærsyltetøy_Nora400_gr_hjemmelaget","","",20.8,23.7,22.5,20.9,23.5,21.1,32,2019,"06.08.2019"
"Fiskeboller_eget_merke800_gram","","",17.9,17.9,17.9,17.9,17.9,17.9,32,2019,"06.08.2019"
"Trondhjems_brun_lapskaus800","","",44.3,42.9,44.9,44.4,45.9,44.6,32,2019,"06.08.2019"
"Amerikansk_gryte188_gram","","",18.9,28.6,19.5,19,27.5,19.2,32,2019,"06.08.2019"
"Tomatsuppe_m/makaroni119_gr","","",19.2,19.9,19.8,19.3,20.5,19.5,32,2019,"06.08.2019"
"Bergensk_Fiskesuppe_Toro81_gr","","",19.1,20.5,19.7,19.2,20.9,19.4,32,2019,"06.08.2019"
"Pizzafyll_Mexicana","Toro60 gram","",15.5,19.9,16.9,15.6,16.9,15.8,32,2019,"06.08.2019"
"Toro_Pizzabunn_familiepakn.370_gram","","",14.9,17.9,15.4,14.9,16.9,15.1,32,2019,"06.08.2019"
"Potetmel500_gr","","",23.9,26.5,24.5,23.9,26.5,24.1,32,2019,"06.08.2019"
"Bakepulver_Freia250_gram","","",21.3,24.5,23.1,21.3,23.5,21.6,32,2019,"06.08.2019"
"Freia_vaniljesukker_175_gr175_gram","","",21.3,21.9,23.1,21.3,23.5,21.6,32,2019,"06.08.2019"
"Sukkerkulør","Toro90 gram","",16.3,18.1,16.9,16.4,17.9,16.6,32,2019,"06.08.2019"
"Peppersaus","Toro30 gram","",14.2,15.5,14.7,14.3,15.9,14.5,32,2019,"06.08.2019"
"Kremet_kyllingsuppe_Toro_RIK20_gram","","",14.3,16.5,10,14.4,10,14.6,32,2019,"06.08.2019"
"Mr_Lee_Nudler_Kjøttsmak85_gram","","",8.4,10.5,8.7,8.4,10.5,8.6,32,2019,"06.08.2019"
"Mr_Lee_Nudler_Kyllingstk","","",8.4,10.5,9.2,8.4,10.5,8.6,32,2019,"06.08.2019"
"Indisk_Tandoori_Chicken290_gram","","",47.8,53.9,51.3,47.8,53.9,48,32,2019,"06.08.2019"
"Raspeballer_Stangeland1_kilo","","",34.9,37.5,36.3,34.9,37.5,34.9,32,2019,"06.08.2019"
"JoikakakerHermetikk_800gr","","",48.4,51.9,49,48.4,52.9,48.6,32,2019,"06.08.2019"
"Daim_Strøssel_Freia100_gr_","","",24.6,26.5,26.3,24.6,26.5,24.6,32,2019,"06.08.2019"
"Smacks_Honnikorn375_gr","","",24.3,24.9,22.9,24.4,26.9,24.5,32,2019,"06.08.2019"
"Bixit_Original300_gram","","",18.4,19.9,18.9,18.4,19.9,18.6,32,2019,"06.08.2019"
"Mariekjeks200_gram","","",12.9,14.5,13.4,12.9,10,13.2,32,2019,"06.08.2019"
"Cheez_Doodles120_gr","","",17.5,20.5,12.6,17.5,20.5,17.7,32,2019,"06.08.2019"
"Krystal_Original750_ml","","",21.3,23.3,21.9,21.4,23.5,21.6,32,2019,"06.08.2019"
"Lambi_tørkerull4_pk","","",37.5,41.4,40,37.5,39.9,37.7,32,2019,"06.08.2019"
"WC_Duck_Blått1_stk","","",13.8,16.2,14.4,13.9,15.9,14.2,32,2019,"06.08.2019"
"Smågodt1_hg","","",14.9,17.9,14.9,14.9,16.6,14.9,32,2019,"06.08.2019"
"Lion_King_sjokolade60_gram","","",12.2,13.9,12.8,12.3,10,12.6,32,2019,"06.08.2019"
"Totalsum","","",1126,1195,1163,1127,1221,1141,32,2019,"06.08.2019"
"Bananer1_kg_løsvekt","","Banan",24.9,27.9,25.9,24.9,24.9,25.6,31,2019,"30.07.2019"
"Avocado_Moden2_pk","","",34.9,38.9,36.9,35.9,37.9,35.9,31,2019,"30.07.2019"
"Agurk1_stk","","Agurk",19.9,21.9,17.9,19.9,19.9,20.5,31,2019,"30.07.2019"
"Chili_Sauce","Heinz340 gram","",29.7,32.9,31.8,29.7,32.5,29.8,31,2019,"30.07.2019"
"Woksaus_Sweet_and_sour120_gr","","",16.4,17.6,17.6,16.4,17.5,16.5,31,2019,"30.07.2019"
"Woksaus_Teriyaki120_gram","","",16.3,17.5,17.5,16.3,17.5,16.3,31,2019,"30.07.2019"
"Skivet_Ridderost_Tine170_gr","","",37.3,39.9,40,37.3,39.9,37.4,31,2019,"30.07.2019"
"Revet_ost_original_Tine300gr","","",39.8,41.9,41.8,39.8,43.9,39.9,31,2019,"30.07.2019"
"Prim_original_Tine300_gr","","",23.8,26.9,24.3,23.9,25.9,23.9,31,2019,"30.07.2019"
"Fenalår_Stranda100_gram","","",52.7,56.9,53.8,52.7,56.9,52.8,31,2019,"30.07.2019"
"Wienerpølser_Gilde520_gr","","",43.8,47.9,44.72,43.8,49.9,43.92,31,2019,"30.07.2019"
"Kremfløte_Tine3_dl","","",18.4,19.5,19.2,18.4,19.5,18.9,31,2019,"30.07.2019"
"Skummet_melk_Tine1_liter","","",16.9,17.9,16.9,16.9,17.9,16.9,31,2019,"30.07.2019"
"Biola_Blåbær1_liter","","",29.7,30.9,31.1,29.8,30.9,29.8,31,2019,"30.07.2019"
"Makrell_i_tomatStabburet","","",16.4,16.9,17.6,16.9,17.9,16.9,31,2019,"30.07.2019"
"Leverpostei100_gr","","",8.8,10.5,9,8.8,10.9,8.9,31,2019,"30.07.2019"
"Picnicskinke_Stabburet325_gr","","",39.3,44.9,41.8,39.3,44.9,39.4,31,2019,"30.07.2019"
"Nora_Agurk_Pariser580_gram","","",22.9,23.1,23.9,22.9,24.9,22.9,31,2019,"30.07.2019"
"Tomatpurre_Staveland180_gr","","",10.3,11.9,11.1,10.3,11.5,10.4,31,2019,"30.07.2019"
"Surkål_Nora450_gram","","",16.3,16.9,16.7,16.3,17.9,16.4,31,2019,"30.07.2019"
"Tomatsuppe_m/makaroni119_gr","","",19.8,19.9,19.9,19.8,20.5,19.9,31,2019,"30.07.2019"
"Vafler_Toro_Fam/Pk591_gr_","","",24.8,26.4,23.9,24.8,26.9,24.9,31,2019,"30.07.2019"
"Kjøttkakesaus","eget merke4 pk","",15.2,15.3,15.3,15.2,15.5,15.3,31,2019,"30.07.2019"
"Brun_saus_med_løk","Toro47 gram","",14.7,15.9,14.9,14.7,15.9,14.8,31,2019,"30.07.2019"
"Bretagne_kylling_saus27_gram","","",14.6,16.1,14.9,14.6,15.9,14.7,31,2019,"30.07.2019"
"Potetmos_MillsVanlig","","",9.8,10.7,9.9,9.8,10.9,9.9,31,2019,"30.07.2019"
"Dolmio_Intens_hvitløk500_gr","","",27.5,29.9,29.5,27.5,29.9,27.6,31,2019,"30.07.2019"
"Nora_Sviskekompott455_gram","","",21.8,21.9,22,21.9,23.5,21.9,31,2019,"30.07.2019"
"Flatbrød_Original_Ideal300_gram","","",10.7,11.9,11,10.7,11.5,10.8,31,2019,"30.07.2019"
"Ritz_kjeks200_gram","","",24.8,19.9,25,24.8,26.9,24.9,31,2019,"30.07.2019"
"Kaptein_kjeks200_gr","","",19.7,21.5,20.1,19.7,21.5,19.8,31,2019,"30.07.2019"
"Maarud_Tortilla","ost185 gram","",24.8,26.5,24.9,24.9,26.9,24.9,31,2019,"30.07.2019"
"Dobbeldusch_Sport250_ml","","",19.8,21,19.9,19.9,20.9,19.9,31,2019,"30.07.2019"
"Bounty_Trio85_gr","","",12.2,10,12.5,12.3,13.5,12.2,31,2019,"30.07.2019"
"Firkløver_Freia200_gr","","",39.8,41.9,40.6,39.9,42.9,39.9,31,2019,"30.07.2019"
"Totalsum","","",818,871,844,821,886,824,31,2019,"30.07.2019"
"Limekg","","",28.5,32.8,29.9,28.5,39.9,29.4,30,2019,"23.07.2019"
"Vannmelon1_kilo","","Melon",14.8,16.9,15.9,14.8,15.9,15.2,30,2019,"23.07.2019"
"Norske_Jordbær500_gram","","Jordbær",23.9,34.9,19.9,29.8,19.9,24.9,30,2019,"23.07.2019"
"Kiwistk","","Kiwi",5.2,6.9,5.5,5,5.9,5.4,30,2019,"23.07.2019"
"Bananer1_kg_løsvekt","","Banan",24.7,27.9,25.9,24.8,19.9,24.7,30,2019,"23.07.2019"
"Nektarin1_Kilo","","Fersken",16.8,20,28.9,19.8,28.9,16.9,30,2019,"23.07.2019"
"Mais_2_pk2_stk","","",19.8,19.9,20.9,15.84,21.9,20.4,30,2019,"23.07.2019"
"Isbergsalat1_stk","","Isbergsalat",14.8,21.9,15.9,14.8,15.9,15.2,30,2019,"23.07.2019"
"Grillpølser_eget_merke1_kilo","","",24.8,24.8,25.2,24.78,24.9,24.8,30,2019,"23.07.2019"
"Grillpølser_Gilde600_gr","","",33.9,43.7,36.2,33.9,39.9,33.9,30,2019,"23.07.2019"
"Ostegrill","Gilde480 gram","",29,46.6,37,29,39.9,29,30,2019,"23.07.2019"
"Svin_Indrefilet500_gram","","",54.5,75,55.5,45.5,74.5,54.5,30,2019,"23.07.2019"
"Kremfløte_Tine3_dl","","",18.9,19.5,19.2,18.9,19.5,18.9,30,2019,"23.07.2019"
"Lettmelk_Tine1_liter","","",17.6,18.4,17.6,17.3,18.7,17.6,30,2019,"23.07.2019"
"Rislunsj_m/jordbær150_gr","","",9.9,11.9,10,9.9,11.9,9.9,30,2019,"23.07.2019"
"Potetsalat_Klassisk500_gr","","",19.9,22.8,20.22,19.9,21.5,19.89,30,2019,"23.07.2019"
"Rømmedressing","Idun470 gram","",26.9,26.9,26.9,26.9,26.9,26.9,30,2019,"23.07.2019"
"Sweet_Baby_Rays510_gram","","",40.9,50.7,43.7,40.9,43.9,40.9,30,2019,"23.07.2019"
"Idun_Sennep490_gr","","",15.9,15.9,15.9,15.9,15.9,15.9,30,2019,"23.07.2019"
"Idun_Ketchup530_gr","","",14.9,15.8,14.9,14.9,15.9,14.9,30,2019,"23.07.2019"
"PS_sprøstekt_løk100_gr","","",14.9,16.3,15,14.9,15.9,14.9,30,2019,"23.07.2019"
"Piano_vaniljesaus1_liter","","",29.9,34.9,30.4,29.9,35.5,29.9,30,2019,"23.07.2019"
"Coca_Cola1","5 liter","",33.9,37.9,34.8,33.9,38.9,33.9,30,2019,"23.07.2019"
"Corona1_stk","","",227.4,239.4,227.4,227.4,239.4,227.4,30,2019,"23.07.2019"
"Fanta_Appelsin1","5 liter","",36.9,37.9,36.9,36.9,38.9,36.9,30,2019,"23.07.2019"
"Ringnes_pils1_stk_0","5 dl","",51.8,53.8,51.8,51.8,53.8,51.8,30,2019,"23.07.2019"
"Sun_Lolly_Jordbær10_stk","","",39.9,44.9,34.9,39,44.9,39.9,30,2019,"23.07.2019"
"Potetgull_Maarud_Salt240_gr_Salt","","",22.9,28.2,27.7,22.9,29.9,22.9,30,2019,"23.07.2019"
"Firkløver_Freia200_gr","","",39.9,41.9,40.6,39.9,42.9,39.9,30,2019,"23.07.2019"
"Vaniljeis_eget_merke3_liter","","",20.9,20.9,21.9,20.9,20.9,20.9,30,2019,"23.07.2019"
"Kroneis_Sjokolade_Dipl./Henning145_ml","","",30,50,50,34,50,34,30,2019,"23.07.2019"
"Totalsum","","",1004,1159,1057,1003,1133,1012,30,2019,"23.07.2019"
"Limekg","","",39.9,45.9,41.9,39.9,43.9,41.1,29,2019,"16.07.2019"
"Paprika1_kg_løsvekt","","Paprika",54.9,55.9,52.9,53.9,52.9,51.4,29,2019,"16.07.2019"
"Champignon1_kg__","","Sjampinjong",42.9,43.9,41.9,39.9,41.9,41.1,29,2019,"16.07.2019"
"Purreløkkg","","Purre",44.9,44.9,41.9,44.9,29.9,41.1,29,2019,"16.07.2019"
"Woksaus_Sweet_and_sour120_gr","","",16.5,17.6,17.6,16.5,17.5,16.5,29,2019,"16.07.2019"
"Norvegia1_kg","","",109,113,114.4,109,113,109,29,2019,"16.07.2019"
"Gudbrandsdalsost_Tine500_gr","","",49.4,51.9,49.4,49.4,51.9,49.4,29,2019,"16.07.2019"
"Smøreost_Bacon_tube175_gr","","",24.8,25.9,25.3,24.8,26.9,24.9,29,2019,"16.07.2019"
"Smøreost_Skinke_tube175_gr","","",29.9,30.9,31.1,29.9,32.5,29.9,29,2019,"16.07.2019"
"Kjøttdeig_billigste_type400_gr","","",45.9,45.9,45.9,45.9,45.9,45.9,29,2019,"16.07.2019"
"Karbonader_Gilde810_gr","","",79.9,84,84.78,79.9,84.9,79.92,29,2019,"16.07.2019"
"Lettrømme_Tine3_dl","","",15.9,16.5,15.9,15.9,16.5,15.9,29,2019,"16.07.2019"
"Lettmelk_Tine1_liter","","",17.6,18.4,17.6,17.6,18.7,17.6,29,2019,"16.07.2019"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",12.9,14.9,14.9,12.9,15.5,14.9,29,2019,"16.07.2019"
"Go_Morgen_Skogsbær195_gr","","",12.9,14.9,13.1,12.9,13.9,12.9,29,2019,"16.07.2019"
"Melange_margarin500_gram","","",25.9,25.9,27,25.9,27.9,25.9,29,2019,"16.07.2019"
"Mills_Majones_tubetube_160_gram","","",23.9,24.3,24,23.9,25.5,23.9,29,2019,"16.07.2019"
"Egg_billigste_type12_stk","","",27.4,26.6,30.3,31.1,27.9,29.1,29,2019,"16.07.2019"
"Grandiosa_Original575_gr","","",44.9,46,45.7,44.9,45.9,44.9,29,2019,"16.07.2019"
"Nugatti_Original500_gram","","",24.9,26.4,24.9,24.9,26.9,24.9,29,2019,"16.07.2019"
"Mills_Peanøttsmør350_gram","","",35.3,37.9,37,35.3,37.9,35.3,29,2019,"16.07.2019"
"Pizzafyll_Tomat_og_løk50_gr","","",19.9,19.9,19.9,19.9,21.5,19.9,29,2019,"16.07.2019"
"Toro_Pizzabunn_familiepakn.370_gram","","",15.4,16.9,15.8,15.4,18.9,15.8,29,2019,"16.07.2019"
"Uncle_Ben`s_Sweet_&_Sour_Original450_gr","","",27.9,25.9,27.9,27.9,25.9,27.9,29,2019,"16.07.2019"
"Hamburgerdressing_Idun470_gr_flaske","","",19.9,20.9,20.2,19.9,21.5,19.9,29,2019,"16.07.2019"
"Rømmedressing","Idun470 gram","",26.9,26.9,26.9,26.9,26.9,26.9,29,2019,"16.07.2019"
"Idun_Sennep490_gr","","",15.9,14.9,15.9,15.9,15.9,15.9,29,2019,"16.07.2019"
"Idun_Ketchup530_gr","","",14.9,15.8,14.9,14.9,15.9,14.9,29,2019,"16.07.2019"
"Oboy450_gr_pose","","",24.9,26.4,24.9,24.9,26.5,24.9,29,2019,"16.07.2019"
"Mariekjeks200_gram","","",13.4,14.5,13.4,13.4,14.5,13.4,29,2019,"16.07.2019"
"Sætre_Snackers120_gr","","",19.9,20.9,21.1,19.9,20.9,19.9,29,2019,"16.07.2019"
"Smash200_gr","","",39.9,42.3,39.9,39.9,42.9,39.9,29,2019,"16.07.2019"
"Daim_Dobbel_Freia56_gr","","",17.5,14.9,18.4,17.5,18.9,17.6,29,2019,"16.07.2019"
"Krokanrull71_gr","","",19.9,14.9,21.1,19.9,21.5,19.9,29,2019,"16.07.2019"
"Peanøttkubbe60gr","","",16.9,14.9,17.6,16.9,17.9,16.9,29,2019,"16.07.2019"
"Smil_Sjokolade78_gram","","",11.9,12.9,12.1,11.9,14.9,11.9,29,2019,"16.07.2019"
"Totalsum","","",1085,1115,1107,1084,1122,1081,29,2019,"16.07.2019"
"Agurk1_stk","","Agurk",16.8,18.5,17.9,16.8,18.9,17.3,28,2019,"09.07.2019"
"Champignon1_kg__","","Sjampinjong",38.8,39.9,40.9,29.5,34.9,40,28,2019,"09.07.2019"
"Isbergsalat1_stk","","Isbergsalat",9.8,21.9,12.9,14.8,22.9,19.9,28,2019,"09.07.2019"
"Blomkål1_stk","","Blomkål",18.8,21.9,19.9,18.8,21.9,18.9,28,2019,"09.07.2019"
"Kremost_Naturell125_gram","","",15.2,17.9,16.3,15.2,17.9,15.3,28,2019,"09.07.2019"
"Kremost_Ananas_og_Mandarin125_gram","","",16.9,13.9,17.2,16.9,17.9,16.9,28,2019,"09.07.2019"
"FløtemysostSkivet","","",19.8,21.5,21.1,19.8,21.9,19.8,28,2019,"09.07.2019"
"Snøfrisk125_gr","","",19.9,17.5,21.4,19.9,19.9,19.9,28,2019,"09.07.2019"
"Ostegrill","Gilde480 gram","",29,46.6,37.3,29,44.9,34.9,28,2019,"09.07.2019"
"Helmelk_Tine1_liter","","",19.1,19.8,18.9,19.1,19.9,18.9,28,2019,"09.07.2019"
"Tine_Sjokomelk1_lit","","",19.9,24.9,20.8,20,24.9,19.9,28,2019,"09.07.2019"
"Biola_Blåbær1_liter","","",29.9,24.9,31.1,29.9,29.9,29.9,28,2019,"09.07.2019"
"Tine_Meierismør1/2_kilo","","",33.1,36.9,36.6,33.1,38.9,34.9,28,2019,"09.07.2019"
"Big_One_Classic_Pizza560_gr","","",54.9,55.9,58.2,54.9,57.9,54.9,28,2019,"09.07.2019"
"Familiens_Fiskegrateng1_kilo","","",64.9,64.7,59,64.9,64.9,64.9,28,2019,"09.07.2019"
"Jordbærsyltetøy_Nora400_gr_hjemmelaget","","",23.4,25.9,24.7,23.6,26.9,23.6,28,2019,"09.07.2019"
"Amerikansk_gryte188_gram","","",26.9,28.6,26.9,26.9,27.9,26.9,28,2019,"09.07.2019"
"Betasuppe_Toro112_gr","","",24.9,26.9,24.9,24.9,25.9,24.9,28,2019,"09.07.2019"
"Kremet_BlomkålsuppePose","","",19.9,21,19.9,19.9,19.9,19.9,28,2019,"09.07.2019"
"Bali_kyllinggryte91_gr","","",26.9,29,26.9,26.9,27.9,26.9,28,2019,"09.07.2019"
"Brun_saus_uten_løk","Toro44 gram","",14.9,14.1,14.9,14.9,15.5,14.9,28,2019,"09.07.2019"
"Idun_Ketchup530_gr","","",14.9,15.8,14.9,14.9,15.9,14.9,28,2019,"09.07.2019"
"Nescafé_Gull_refill100_gr","","",42.5,46.9,44.6,42.5,45.9,42.5,28,2019,"09.07.2019"
"Ananasbiter_3_pk_eget_m.3_pk","","Ananas",13.9,11.6,14.8,13.9,14.9,13.9,28,2019,"09.07.2019"
"Piano_Jordbærgele10_dl","","",21.9,20.9,21.9,21.9,22.9,21.9,28,2019,"09.07.2019"
"Wasa_Rugsprø200gr","","",5.8,10.5,9.9,9.9,9.9,9.9,28,2019,"09.07.2019"
"Smacks_Honnikorn375_gr","","",24.8,27.8,26.5,24.8,26.9,24.8,28,2019,"09.07.2019"
"Quaker_Cruesli_Solfrokost500_gram","","",33.7,37.2,36,33.7,36.5,33.7,28,2019,"09.07.2019"
"Ritz_kjeks200_gram","","",24.9,26.9,25,24.9,26.9,24.9,28,2019,"09.07.2019"
"Håndsåpe_Lano_Refill300_ml","","",15.1,16.2,15.8,15.1,16.9,15.1,28,2019,"09.07.2019"
"JIF_Baderom_Spray500_ml","","",32.9,37.1,34.3,32.9,33.9,32.9,28,2019,"09.07.2019"
"Avløpsåpner_Pulver_Plumbo600_gr","","",61.9,66.9,64.8,61.9,64.9,60.6,28,2019,"09.07.2019"
"Smågodt1_hg","","",14.9,16.5,14.9,14.9,16.9,14.9,28,2019,"09.07.2019"
"Troika66_gr","","",12.9,14,14.1,12.9,15.9,13.9,28,2019,"09.07.2019"
"Hobby48_gram","","",16.4,18.5,21.1,19.9,18.9,19.9,28,2019,"09.07.2019"
