Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
Units,V,W,W,W,V,1/W,1/V,1/V,1/V,W,V,A,V,V,,
[0],inv_snl_ac_voltage,inv_snl_pso,inv_snl_paco,inv_snl_pdco,inv_snl_vdco,inv_snl_c0,inv_snl_c1,inv_snl_c2,inv_snl_c3,inv_snl_pnt,inv_snl_vdcmax,inv_snl_idcmax,inv_snl_mppt_low,inv_snl_mppt_hi,inv_cec_date,inv_cec_type
LG_Electronics_Inc_:_LG305A1W-B3_[208V],208,1.537294,299.693,312.50766,32,-0.000066,-0.000564,0.010587,-0.030611,0.089908,38,9.765864,27,38,11/15/2017,Utility Interactive
LG_Electronics_Inc_:_LG305A1W-B3_[240V],240,1.586962,304.968,317.00589,32,-0.000054,-0.000572,0.008389,-0.041286,0.09149,38,9.906434,27,38,11/15/2017,Utility Interactive
LG_Electronics_Inc_:_LG355A1C-A5_[208V],208,3.020667,320,334.871796,35,-0.000106,-0.000428,-0.007555,-0.049125,0.096,42,9.567766,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG355A1C-A5_[240V],240,2.185074,320,330.510406,35,-0.00006,0.00002,-0.004038,-0.030658,0.096,42,9.443154,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG360A1C-A5_[208V],208,3.020667,320,334.871796,35,-0.000106,-0.000428,-0.007555,-0.049125,0.096,42,9.567766,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG360A1C-A5_[240V],240,2.185074,320,330.510406,35,-0.00006,0.00002,-0.004038,-0.030658,0.096,42,9.443154,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG365A1C-A5_[208V],208,3.020667,320,334.871796,35,-0.000106,-0.000428,-0.007555,-0.049125,0.096,42,9.567766,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG365A1C-A5_[240V],240,2.185074,320,330.510406,35,-0.00006,0.00002,-0.004038,-0.030658,0.096,42,9.443154,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG365A1C-V5_[208V],208,2.063365,322,335.444855,35,-0.000086,-0.000239,-0.008987,-0.049044,0.0966,42,9.584139,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG365A1C-V5_[240V],240,2.06633,321,331.518738,35,-0.000057,0.000024,-0.006447,-0.039256,0.0963,42,9.471964,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG370A1C-A5_[208V],208,3.020667,320,334.871796,35,-0.000106,-0.000428,-0.007555,-0.049125,0.096,42,9.567766,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG370A1C-A5_[240V],240,2.185074,320,330.510406,35,-0.00006,0.00002,-0.004038,-0.030658,0.096,42,9.443154,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG370A1C-V5_[208V],208,2.063365,322,335.444855,35,-0.000086,-0.000239,-0.008987,-0.049044,0.0966,42,9.584139,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG370A1C-V5_[240V],240,2.06633,321,331.518738,35,-0.000057,0.000024,-0.006447,-0.039256,0.0963,42,9.471964,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG375A1C-V5_[208V],208,2.063365,322,335.444855,35,-0.000086,-0.000239,-0.008987,-0.049044,0.0966,42,9.584139,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG375A1C-V5_[240V],240,2.06633,321,331.518738,35,-0.000057,0.000024,-0.006447,-0.039256,0.0963,42,9.471964,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG380A1C-V5_[208V],208,2.063365,322,335.444855,35,-0.000086,-0.000239,-0.008987,-0.049044,0.0966,42,9.584139,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LG380A1C-V5_[240V],240,2.06633,321,331.518738,35,-0.000057,0.000024,-0.006447,-0.039256,0.0963,42,9.471964,32,42,n/a,Grid Support
LG_Electronics_Inc_:_LM305UE-G1_[208V],208,1.537294,299.693,312.50766,32,-0.000066,-0.000564,0.010587,-0.030611,0.089908,38,9.765864,27,38,11/15/2017,Utility Interactive
LG_Electronics_Inc_:_LM305UE-G1_[240V],240,1.586962,304.968,317.00589,32,-0.000054,-0.000572,0.008389,-0.041286,0.09149,38,9.906434,27,38,11/15/2017,Utility Interactive
LG_Electronics_Inc_:_LM320UE-A2_[208V],208,2.063365,322,335.444855,35,-0.000086,-0.000239,-0.008987,-0.049044,0.0966,42,9.584139,32,42,10/01/2019,Grid Support
LG_Electronics_Inc_:_LM320UE-A2_[240V],240,2.06633,321,331.518738,35,-0.000057,0.000024,-0.006447,-0.039256,0.0963,42,9.471964,32,42,10/01/2019,Grid Support
LeadSolar_Energy_Co_-_Ltd:_LS1400-240V_[240V],240,9.695076,1400,1476.29187,40,-0.000017,-0.000404,-0.007607,-0.039615,0.42,44,36.907297,37.5,44,n/a,Utility Interactive
LeadSolar_Energy_Co_-_Ltd:_LS560_[240V],240,1.970269,500,524.867249,36,-0.000031,-0.000353,0.035943,-0.025617,0.15,45,14.579646,27,45,09/04/2018,Utility Interactive
LeadSolar_Energy_Co_-_Ltd:_LS600_[240V],240,1.970269,500,524.867249,36,-0.000031,-0.000353,0.035943,-0.025617,0.15,45,14.579646,27,45,10/15/2018,Utility Interactive
LeadSolar_Energy_Co_-_Ltd:_LS600ES_[277V],277,2.56291,600,624.486328,54,-0.000012,0.000025,0.053471,0.122932,0.18,56,11.564562,52,56,09/04/2018,Utility Interactive
LeadSolar_Energy_Co_-_Ltd:_LS600X_[240V],240,8.116882,708,733.834961,57,-0.000023,-0.000057,0.012735,-0.002072,0.2124,64,12.874298,50,64,10/15/2018,Grid Support
LeadSolar_Energy_Co_-_Ltd:_LS650S_[277V],277,2.496598,650,676.719177,54,-9.69E-06,-0.000202,0.041023,0.046247,0.195,56,12.531837,52,56,09/04/2018,Utility Interactive
LeadSolar_Energy_Co_-_Ltd:_LS700S_[208V],208,4.919985,606,634.672729,54,-0.000028,-0.000654,0.044741,-0.012942,0.1818,56,11.753199,52,56,n/a,Grid Support
LeadSolar_Energy_Co_-_Ltd:_LS700S_[277V],277,1.933372,700,729.616638,54,-6.70E-06,-0.000447,0.092389,0.151879,0.21,56,13.511419,52,56,09/04/2018,Utility Interactive
LeadSolar_Energy_Co_-_Ltd:_LS700TS-208_[208V],208,4.97053,600,628.403687,54,-0.000029,-0.000783,0.032501,-0.045296,0.18,56,11.637105,52,56,09/04/2018,Utility Interactive
LeadSolar_Energy_Co_-_Ltd:_LS700TS-240_[240V],240,5.948982,700,731.757019,54,-0.000027,-0.000241,0.008018,-0.055763,0.21,56,13.551056,52,56,09/04/2018,Utility Interactive
Leatec_Fine_Ceramics:_CM21-0113_[240V],240,2.269616,286,297.248932,31,-0.00004,-0.000042,0.022252,0.041853,0.0858,43,9.588675,26,43,n/a,Utility Interactive
Lixma_Tech:_LSI4000_[240V],240,38.869343,4030,4266.308105,310,-9.25E-06,-0.000028,0.002798,-0.001195,1.209,440,13.762284,250,440,n/a,Utility Interactive
Mage_Solar_USA:_POWERTEC_Plus_250_/_6_PL_US_AC_[208V],208,2.182379,240,251.694382,32,-0.000054,-0.00088,0.016182,-0.051276,0.072,37,7.865449,25,37,n/a,Utility Interactive
Mage_Solar_USA:_POWERTEC_Plus_250_/_6_PL_US_AC_[240V],240,2.182379,240,251.694382,32,-0.000054,-0.00088,0.016182,-0.051276,0.072,37,7.865449,25,37,n/a,Utility Interactive
Mage_Solar:_POWERTEC_Plus_240_/_6_PL-US_AC_[240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
Mage_Solar:_POWERTEC_Plus_245_/_6_PL_US_AC_[240V],240,2.182379,240,251.694382,32,-0.000054,-0.00088,0.016182,-0.051276,0.072,37,7.865449,25,37,n/a,Utility Interactive
Ming_Shen_Energy_Technology:_EnerBridge_Emi_301RD_[240V],240,2.269616,290,301.426605,31,-0.00004,-0.000037,0.022252,0.041853,0.087,43,9.723439,26,43,n/a,Utility Interactive
Mohr_Power:_MPS1100EVR_[120V],120,22.09536,1100,1194.094849,182,-0.000021,0.000057,0.002001,0.000623,0.33,380,6.560961,100,380,n/a,Utility Interactive
Mohr_Power:_MPS2000EVR_[240V],240,24.465775,2000,2161.879639,199,-0.000013,0.000055,0.001703,0.000315,0.6,380,10.863717,100,380,n/a,Utility Interactive
Mohr_Power:_MPS2500_[240V],240,42.776474,2500,2632.835693,218,-0.000014,0.000061,0.002053,0.00153,0.75,400,12.077228,100,400,n/a,Utility Interactive
Mohr_Power:_MPS3000_[240V],240,31.682003,3000,3205.932617,222.5,-8.21E-06,0.000036,0.001708,0.00086,0.9,380,14.408686,100,380,n/a,Utility Interactive
Mohr_Power:_MPS3500_[240V],240,64.774162,3500,3641.840332,263,-9.08E-06,0.000035,0.001417,0.001218,1.05,400,13.847302,100,400,n/a,Utility Interactive
Mohr_Power:_MPS4600_[208V],208,54.570091,4600,4797.806641,254,-6.00E-06,0.000028,0.001381,0.000889,1.38,400,18.889003,100,400,n/a,Utility Interactive
Mohr_Power:_MPS4800_[240V],240,85.145699,4800,4968.027832,263,-6.16E-06,0.000034,0.000586,0.000195,1.44,400,18.88984,100,400,n/a,Utility Interactive
Mohr_Power:_MPS5200_[240V],240,65.471062,5200,5391.648926,280,-4.71E-06,0.000023,0.000676,0.000332,1.56,400,19.255889,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_2900U_[208V],208,29.827913,2700,2822.20166,250,-9.97E-06,0.00002,0.000963,-0.000222,0.81,400,11.288807,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_2900U_[240V],240,27.565285,2900,3025.988281,250,-9.12E-06,0.000024,0.001148,0.000153,0.87,400,12.103953,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_2900U-POS_[208V],208,29.827913,2700,2822.20166,250,-9.97E-06,0.00002,0.000963,-0.000222,0.81,400,11.288807,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_2900U-POS_[240V],240,27.565285,2900,3025.988281,250,-9.12E-06,0.000024,0.001148,0.000153,0.87,400,12.103953,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3000U_[208V],208,34.044666,2810,2940.947754,275,-8.86E-06,0.000024,0.000886,-0.000365,0.843,400,10.694355,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3000U_[240V],240,34.156666,3010,3139.831787,275,-8.92E-06,0.000023,0.001014,-0.000039,0.903,400,11.41757,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3000U-PG_[208V],208,34.044666,2810,2940.947754,275,-8.86E-06,0.000024,0.000886,-0.000365,0.843,400,10.694355,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3000U-PG_[240V],240,34.156666,3010,3139.831787,275,-8.92E-06,0.000023,0.001014,-0.000039,0.903,400,11.41757,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3840U_[208V],208,30.243015,3320,3486.793945,250,-0.000011,0.000015,0.000849,-0.000401,0.996,400,13.947176,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3840U_[240V],240,30.445662,3840,4028.107178,250,-8.38E-06,0.000017,0.001432,-0.000254,1.152,400,16.112429,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3840U-POS_[208V],208,30.243015,3320,3486.793945,250,-0.000011,0.000015,0.000849,-0.000401,0.996,400,13.947176,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3840U-POS_[240V],240,30.445662,3840,4028.107178,250,-8.38E-06,0.000017,0.001432,-0.000254,1.152,400,16.112429,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3900U_[208V],208,30.243015,3400,3573.478027,250,-0.000011,0.000014,0.000849,-0.000401,1.02,400,14.293912,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3900U_[240V],240,30.445662,3900,4092.866699,250,-8.38E-06,0.000017,0.001432,-0.000254,1.17,400,16.371467,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3900U-POS_[208V],208,30.243015,3400,3573.478027,250,-0.000011,0.000014,0.000849,-0.000401,1.02,400,14.293912,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_3900U-POS_[240V],240,30.445662,3900,4092.866699,250,-8.38E-06,0.000017,0.001432,-0.000254,1.17,400,16.371467,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4000U_[208V],208,35.858921,3510,3690.749512,275,-9.65E-06,0.000023,0.000971,-0.000043,1.053,400,13.420907,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4000U_[240V],240,34.460201,4020,4220.62207,275,-8.40E-06,0.000021,0.00095,-0.000103,1.206,400,15.347717,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4000U-PG_[208V],208,35.858921,3510,3690.749512,275,-9.65E-06,0.000023,0.000971,-0.000043,1.053,400,13.420907,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4000U-PG_[240V],240,34.460201,4020,4220.62207,275,-8.40E-06,0.000021,0.00095,-0.000103,1.206,400,15.347717,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4900U_[208V],208,29.78334,4300,4506.239258,275,-5.93E-06,0.000013,0.001116,4.11E-06,1.29,400,16.386325,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4900U_[240V],240,30.92363,4900,5137.208008,275,-6.02E-06,0.000013,0.001078,0.000068,1.47,400,18.680756,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4900U-POS_[208V],208,29.78334,4300,4506.239258,275,-5.93E-06,0.000013,0.001116,4.11E-06,1.29,400,16.386325,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_4900U-POS_[240V],240,30.92363,4900,5137.208008,275,-6.02E-06,0.000013,0.001078,0.000068,1.47,400,18.680756,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5000U_[208V],208,36.745975,4400,4607.048828,275,-6.82E-06,0.000025,0.000846,-0.000533,1.32,400,16.752905,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5000U_[240V],240,35.273129,5010,5243.092773,275,-5.94E-06,0.000011,0.001266,-0.000118,1.503,400,19.065792,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5000U-PG_[208V],208,36.745975,4400,4607.048828,275,-6.82E-06,0.000025,0.000846,-0.000533,1.32,400,16.752905,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5000U-PG_[240V],240,35.273129,5010,5243.092773,275,-5.94E-06,0.000011,0.001266,-0.000118,1.503,400,19.065792,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5300U_[208V],208,28.751575,4600,4833.486328,275,-5.73E-06,0.00001,0.001192,-0.00001,1.38,400,17.576314,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5300U_[240V],240,29.625299,5300,5573.729004,275,-5.79E-06,0.000011,0.000969,-0.000064,1.59,400,20.268105,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5300U-POS_[208V],208,28.751575,4600,4833.486328,275,-5.73E-06,0.00001,0.001192,-0.00001,1.38,400,17.576314,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_5300U-POS_[240V],240,29.625299,5300,5573.729004,275,-5.79E-06,0.000011,0.000969,-0.000064,1.59,400,20.268105,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_6500U_[208V],208,40.212582,6430,6788.025879,275,-5.02E-06,7.41E-06,0.000694,-0.000218,1.929,400,24.68373,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_6500U_[240V],240,40.458042,6450,6768.447266,275,-4.42E-06,7.00E-06,0.000963,-0.000062,1.935,400,24.612536,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_6500U_[277V],277,38.913376,6450,6738.132813,275,-3.93E-06,7.20E-06,0.000656,-0.000432,1.935,400,24.502301,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_7500U_[208V],208,39.936924,7430,7866.651367,275,-4.84E-06,9.99E-06,0.001039,0.000026,2.229,400,28.606005,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_7500U_[240V],240,39.453041,7450,7838.388184,275,-4.27E-06,0.00001,0.000795,-0.000119,2.235,400,28.50323,100,400,n/a,Utility Interactive
Motech_Industries:_PVMate_7500U_[277V],277,40.666569,7460,7817.195313,275,-4.01E-06,6.66E-06,0.000928,-0.000121,2.238,400,28.426165,100,400,n/a,Utility Interactive
NeoVolta_Inc_:_NV7600_[208V],208,68.970215,7447.3,7678.943848,370,-2.32E-06,-7.18E-06,-0.001003,-0.002521,2.23419,425,20.753902,240,425,n/a,Utility Interactive
NeoVolta_Inc_:_NV7600_[240V],240,75.112175,7657,7885.288086,370,-2.63E-06,1.34E-06,0.001329,0.004156,2.2971,425,21.311589,240,425,n/a,Utility Interactive
Nextronex_Energy_Systems:_Ray-Max_150,0,992.891968,150000,155157.7969,620,-2.81E-08,0.000049,0.009582,0.016497,45,730,250.254511,600,730,n/a,Utility Interactive
Nidec_ASI:_PV800A60UNO04LNU0NN_[600V],600,1941.24231,802900,817779.125,1100,-1.10E-08,6.10E-06,0.001572,0.001207,240.87,1400,743.435568,900,1400,n/a,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1.5K-2G-H-US_[208V],208,10.427249,1490,1552.704956,280,-0.000014,-0.000013,-0.000937,-0.000479,0.447,400,5.545375,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1.5K-2G-H-US_[240V],240,10.571273,1490,1554.69751,280,-0.000016,-0.000028,-0.001677,-0.00149,0.447,400,5.552491,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1.5K-2G-W-US_[208V],208,10.427249,1490,1552.704956,280,-0.000014,-0.000013,-0.000937,-0.000479,0.447,400,5.545375,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1.5K-2G-W-US_[240V],240,10.571273,1490,1554.69751,280,-0.000016,-0.000028,-0.001677,-0.00149,0.447,400,5.552491,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1K-2G-H-US_[208V],208,6.602514,990,1032.899048,280,-0.000017,-0.000021,-0.000992,-0.001519,0.297,400,3.688925,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1K-2G-H-US_[240V],240,7.31394,990,1034.806519,280,-0.000025,-0.000022,0.000019,0.000925,0.297,400,3.695738,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1K-2G-W-US_[208V],208,6.602514,990,1032.899048,280,-0.000017,-0.000021,-0.000992,-0.001519,0.297,400,3.688925,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-1K-2G-W-US_[240V],240,7.31394,990,1034.806519,280,-0.000025,-0.000022,0.000019,0.000925,0.297,400,3.695738,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2.5K-2G-H-US_[208V],208,20.818291,2490,2576.700684,360,-9.64E-06,-0.000014,-0.000335,-0.000189,0.747,480,7.157502,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2.5K-2G-H-US_[240V],240,19.925133,2490,2573.580566,360,-8.97E-06,-1.00E-05,-0.000258,0.000161,0.747,480,7.148835,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2.5K-2G-W-US_[208V],208,20.818291,2490,2576.700684,360,-9.64E-06,-0.000014,-0.000335,-0.000189,0.747,480,7.157502,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2.5K-2G-W-US_[240V],240,19.925133,2490,2573.580566,360,-8.97E-06,-1.00E-05,-0.000258,0.000161,0.747,480,7.148835,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2K_[240V],240,17.400349,2000,2116.354248,520,-8.25E-06,-0.000015,-0.000194,-0.000235,0.6,650,4.069912,100,650,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2K-2G-H-US_[208V],208,15.231663,1990,2064.356445,280,-0.00001,-0.000018,-0.001189,-0.000992,0.597,400,7.372702,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2K-2G-H-US_[240V],240,15.812385,1990,2060.981445,280,-8.89E-06,-0.000032,-0.000132,-0.000388,0.597,400,7.360648,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2K-2G-W-US_[208V],208,15.231663,1990,2064.356445,280,-0.00001,-0.000018,-0.001189,-0.000992,0.597,400,7.372702,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-2K-2G-W-US_[240V],240,15.812385,1990,2060.981445,280,-8.89E-06,-0.000032,-0.000132,-0.000388,0.597,400,7.360648,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3.6K-2G-H-US_[208V],208,33.904568,3590,3721.972656,360,-8.39E-06,-5.68E-06,0.000178,0.000735,1.077,480,10.338813,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3.6K-2G-H-US_[240V],240,25.657211,3590,3709.974121,360,-5.95E-06,-0.000011,-0.000275,0.000253,1.077,480,10.305484,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3.6K-2G-W-US_[208V],208,33.904568,3590,3721.972656,360,-8.39E-06,-5.68E-06,0.000178,0.000735,1.077,480,10.338813,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3.6K-2G-W-US_[240V],240,25.657211,3590,3709.974121,360,-5.95E-06,-0.000011,-0.000275,0.000253,1.077,480,10.305484,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3K-2G-H-US_[208V],208,24.835899,2990,3092.221191,360,-8.23E-06,-5.00E-06,0.000174,0.000525,0.897,480,8.589503,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3K-2G-H-US_[240V],240,23.953032,2990,3090.360596,360,-7.97E-06,-0.00001,-0.000113,0.000207,0.897,480,8.584335,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3K-2G-W-US_[208V],208,24.835899,2990,3092.221191,360,-8.23E-06,-5.00E-06,0.000174,0.000525,0.897,480,8.589503,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-3K-2G-W-US_[240V],240,23.953032,2990,3090.360596,360,-7.97E-06,-0.00001,-0.000113,0.000207,0.897,480,8.584335,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4.6K-2G-H-US_[208V],208,39.849316,4590,4740.206055,360,-5.32E-06,-6.66E-06,0.000083,0.000595,1.377,480,13.167239,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4.6K-2G-H-US_[240V],240,35.952904,4590,4737.753906,360,-4.75E-06,-0.000012,-0.000087,0.000474,1.377,480,13.160428,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4.6K-2G-W-US_[208V],208,39.849316,4590,4740.206055,360,-5.32E-06,-6.66E-06,0.000083,0.000595,1.377,480,13.167239,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4.6K-2G-W-US_[240V],240,35.952904,4590,4737.753906,360,-4.75E-06,-0.000012,-0.000087,0.000474,1.377,480,13.160428,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4K-2G-H-US_[208V],208,33.496758,3990,4128.143555,360,-6.94E-06,-7.51E-06,-0.000115,0.000167,1.197,480,11.467065,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4K-2G-H-US_[240V],240,33.093914,3990,4125.568359,360,-6.84E-06,-0.000013,0.000112,0.000282,1.197,480,11.459912,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4K-2G-W-US_[208V],208,33.496758,3990,4128.143555,360,-6.94E-06,-7.51E-06,-0.000115,0.000167,1.197,480,11.467065,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-4K-2G-W-US_[240V],240,33.093914,3990,4125.568359,360,-6.84E-06,-0.000013,0.000112,0.000282,1.197,480,11.459912,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-5K-2G-H-US_[208V],208,43.473537,4990,5164.696777,360,-5.96E-06,-7.49E-06,0.000147,0.000686,1.497,480,14.34638,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-5K-2G-H-US_[240V],240,37.31382,4990,5145.174805,360,-3.80E-06,-0.000015,-0.000129,-0.000078,1.497,480,14.292152,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-5K-2G-W-US_[208V],208,43.473537,4990,5164.696777,360,-5.96E-06,-7.49E-06,0.000147,0.000686,1.497,480,14.34638,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-5K-2G-W-US_[240V],240,37.31382,4990,5145.174805,360,-3.80E-06,-0.000015,-0.000129,-0.000078,1.497,480,14.292152,100,480,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-5K-DB_[240V],240,31.630844,5000,5252.496094,410,-6.68E-06,-0.000036,0.000082,-0.000306,1.5,500,12.810966,100,500,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_GCI-5K-W_[240V],240,31.630844,5000,5252.496094,410,-6.68E-06,-0.000036,0.000082,-0.000306,1.5,500,12.810966,100,500,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_Solis_5000-DB_[240V],240,31.630844,5000,5252.496094,410,-6.68E-06,-0.000036,0.000082,-0.000306,1.5,500,12.810966,100,500,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_Solis-1.5K-2G-US_[208V],208,10.427249,1490,1552.704956,280,-0.000014,-0.000013,-0.000937,-0.000479,0.447,400,5.545375,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_Solis-1.5K-2G-US_[240V],240,10.571273,1490,1554.69751,280,-0.000016,-0.000028,-0.001677,-0.00149,0.447,400,5.552491,100,400,2/15/2018,Utility Interactive
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_Solis-100K-EHV-5G_[600V],600,48.98362,100000,101427.1641,950,-5.81E-08,0.000011,0.002592,0.001384,30,1250,106.765436,860,1250,11/15/2019,Grid Support
Ningbo_Ginlong_Technologies_Co_-_Ltd_:_Solis-10K-US_[480V],480,61.828674,10000,10270.65137,650,-1.51E-06,-0.000019,-0.000802,-0.001516,3,780,15.801002,450,780,2/15/2018,Utility Interactive
