"Fylkesnavn_2019","Kommunenr_2019","Kommunenavn_2019","Fylkesnr_2020","Fylkesnavn_2020","Kommunenr_2020","Kommunenavn_2020","DVH_regioner_2019","SIFO_regioner_2019","kommune","kommunenummer"
"TRØNDELAG",5029,"SKAUN",50,"TRØNDELAG",5029,"SKAUN","Midt Norge DVH","Midt-Norge","skaun",5029
"TRØNDELAG",5030,"KLÆBU",50,"TRØNDELAG",5001,"TRONDHEIM","Midt Norge DVH","Midt-Norge","trondheim",5001
"TRØNDELAG",5031,"MALVIK",50,"TRØNDELAG",5031,"MALVIK","Midt Norge DVH","Midt-Norge","malvik",5031
"TRØNDELAG",5032,"SELBU",50,"TRØNDELAG",5032,"SELBU","Midt Norge DVH","Midt-Norge","selbu",5032
"TRØNDELAG",5033,"TYDAL",50,"TRØNDELAG",5033,"TYDAL","Midt Norge DVH","Midt-Norge","tydal",5033
"TRØNDELAG",5034,"MERÅKER",50,"TRØNDELAG",5034,"MERÅKER","Midt Norge DVH","Midt-Norge","meråker",5034
"TRØNDELAG",5035,"STJØRDAL",50,"TRØNDELAG",5035,"STJØRDAL","Midt Norge DVH","Midt-Norge","stjørdal",5035
"TRØNDELAG",5036,"FROSTA",50,"TRØNDELAG",5036,"FROSTA","Midt Norge DVH","Midt-Norge","frosta",5036
"TRØNDELAG",5037,"LEVANGER",50,"TRØNDELAG",5037,"LEVANGER","Midt Norge DVH","Midt-Norge","levanger",5037
"TRØNDELAG",5038,"VERDAL",50,"TRØNDELAG",5038,"VERDAL","Midt Norge DVH","Midt-Norge","verdal",5038
"TRØNDELAG",5039,"VERRAN",50,"TRØNDELAG",5006,"STEINKJER","Midt Norge DVH","Midt-Norge","steinkjer",5006
"TRØNDELAG",5040,"NAMDALSEID",50,"TRØNDELAG",5007,"NAMSOS","Midt Norge DVH","Midt-Norge","namsos-naavmesjenjaelmie",5007
"TRØNDELAG",5041,"SNÅSA",50,"TRØNDELAG",5041,"SNÅSA","Midt Norge DVH","Midt-Norge","snaase-snasa",5041
"TRØNDELAG",5042,"LIERNE",50,"TRØNDELAG",5042,"LIERNE","Midt Norge DVH","Midt-Norge","lierne",5042
"TRØNDELAG",5043,"RØYRVIK",50,"TRØNDELAG",5043,"RØYRVIK","Midt Norge DVH","Midt-Norge","raarvihke-royrvik",5043
"TRØNDELAG",5044,"NAMSSKOGAN",50,"TRØNDELAG",5044,"NAMSSKOGAN","Midt Norge DVH","Midt-Norge","namsskogan",5044
"TRØNDELAG",5045,"GRONG",50,"TRØNDELAG",5045,"GRONG","Midt Norge DVH","Midt-Norge","grong",5045
"TRØNDELAG",5046,"HØYLANDET",50,"TRØNDELAG",5046,"HØYLANDET","Midt Norge DVH","Midt-Norge","høylandet",5046
"TRØNDELAG",5047,"OVERHALLA",50,"TRØNDELAG",5047,"OVERHALLA","Midt Norge DVH","Midt-Norge","overhalla",5047
"TRØNDELAG",5048,"FOSNES",50,"TRØNDELAG",5007,"NAMSOS","Midt Norge DVH","Midt-Norge","namsos-naavmesjenjaelmie",5007
"TRØNDELAG",5049,"FLATANGER",50,"TRØNDELAG",5049,"FLATANGER","Midt Norge DVH","Midt-Norge","flatanger",5049
"TRØNDELAG",5050,"VIKNA",50,"TRØNDELAG",5060,"NÆRØYSUND","Midt Norge DVH","Midt-Norge","nærøysund",5060
"TRØNDELAG",5051,"NÆRØY",50,"TRØNDELAG",5060,"NÆRØYSUND","Midt Norge DVH","Midt-Norge","nærøysund",5060
"TRØNDELAG",5052,"LEKA",50,"TRØNDELAG",5052,"LEKA","Midt Norge DVH","Midt-Norge","leka",5052
"TRØNDELAG",5053,"INDERØY",50,"TRØNDELAG",5053,"INDERØY","Midt Norge DVH","Midt-Norge","inderøy",5053
"TRØNDELAG",5054,"INDRE FOSEN",50,"TRØNDELAG",5054,"INDRE FOSEN","Midt Norge DVH","Midt-Norge","indre fosen",5054
"TRØNDELAG",5061,"RINDAL",50,"TRØNDELAG",5061,"RINDAL","Midt Norge DVH","Midt-Norge","rindal",5061
