Name,Manufacturer,alpha_sc,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref
Hanwha_Q_CELLS_Q.PEAK_BLK-G3.1_290,Hanwha Q CELLS,0.004237,1.547465,9.637457,9.56E-11,0.284959,368.028351
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1_290,Hanwha Q CELLS,0.003756,1.495433,9.636469,7.70E-11,0.181111,269.622894
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1/SC_290,Hanwha Q CELLS,0.003756,1.513492,9.638528,5.41E-11,0.29294,330.818146
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1/TAA_290,Hanwha Q CELLS,0.003756,1.513492,9.638528,5.41E-11,0.29294,330.818146
Hanwha_Q_CELLS_Q.PEAK-G4.1_290,Hanwha Q CELLS,0.004334,1.499326,9.638989,4.23E-11,0.296287,317.417114
Hanwha_Q_CELLS_Q.PLUS-BFR_G4.1/TAA_290,Hanwha Q CELLS,0.003808,1.541044,9.526587,7.05E-11,0.282856,408.832733
Hanwha_Q_CELLS_Q.PLUS-G4.3_290,Hanwha Q CELLS,0.003808,1.541662,9.526593,7.03E-11,0.283824,409.859497
Hanwha_Q_CELLS_Q.PRO_L_290,Hanwha Q CELLS,0.004239,1.851389,8.743182,2.41E-10,0.519422,679.103394
Hanwha_Q_CELLS_Q.PEAK_BLK-G3.1_295,Hanwha Q CELLS,0.004268,1.555638,9.704326,9.17E-11,0.286036,641.334351
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1_295,Hanwha Q CELLS,0.003783,1.521535,9.705321,5.19E-11,0.293952,535.822021
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1/SC_295,Hanwha Q CELLS,0.003783,1.521535,9.705321,5.19E-11,0.293952,535.822021
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1/TAA_295,Hanwha Q CELLS,0.003783,1.521535,9.705321,5.19E-11,0.293952,535.822021
Hanwha_Q_CELLS_Q.PEAK_G3.1_295,Hanwha Q CELLS,0.004268,1.555638,9.704326,9.17E-11,0.286036,641.334717
Hanwha_Q_CELLS_Q.PEAK_G4.1/SC_295,Hanwha Q CELLS,0.004268,1.555638,9.704326,9.17E-11,0.286036,641.334717
Hanwha_Q_CELLS_Q.PEAK-G4.1_295,Hanwha Q CELLS,0.004365,1.507335,9.70575,4.06E-11,0.297269,501.425598
Hanwha_Q_CELLS_Q.PRO_L_295,Hanwha Q CELLS,0.004278,1.859165,8.822133,2.42E-10,0.510707,931.624207
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1_300,Hanwha Q CELLS,0.00381,1.530054,9.773058,5.04E-11,0.295047,942.702087
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1_300W,Hanwha Q CELLS,0.004299,1.564311,9.772112,8.92E-11,0.287178,1328.746948
Hanwha_Q_CELLS_Q.PEAK_BLK-G4.1/TAA_300,Hanwha Q CELLS,0.00381,1.530054,9.773058,5.04E-11,0.295047,942.702087
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G5_300,Hanwha Q CELLS,0.003694,1.503818,10.259377,3.81E-11,0.260289,61.04612
Hanwha_Q_CELLS_Q.PEAK_G3.1_300,Hanwha Q CELLS,0.004299,1.564311,9.772112,8.92E-11,0.287178,1328.747314
Hanwha_Q_CELLS_Q.PEAK_G4.1/SC_300,Hanwha Q CELLS,0.004299,1.564311,9.772112,8.92E-11,0.287178,1328.747314
Hanwha_Q_CELLS_Q.PEAK_G4.1/TAA_300,Hanwha Q CELLS,0.004299,1.564311,9.772112,8.92E-11,0.287178,1328.747314
Hanwha_Q_CELLS_Q.PEAK-G4.1_300,Hanwha Q CELLS,0.004397,1.515804,9.773466,3.95E-11,0.29834,840.934692
Hanwha_Q_CELLS_Q.PRO_L_300,Hanwha Q CELLS,0.004322,1.86811,8.912544,2.47E-10,0.501685,1028.587402
Hanwha_Q_CELLS_Q.PRO_L-G3_300,Hanwha Q CELLS,0.00446,1.78635,8.937056,1.06E-10,0.421423,220.399368
Hanwha_Q_CELLS_Q.PEAK_DUO-G5_305,Hanwha Q CELLS,0.003972,1.533008,10.480215,6.99E-11,0.248843,59.450264
Hanwha_Q_CELLS_Q.PEAK_G3.1_305,Hanwha Q CELLS,0.00433,1.580644,9.947159,9.73E-11,0.287414,326.125366
Hanwha_Q_CELLS_Q.PEAK_G4.1/SC_305,Hanwha Q CELLS,0.00433,1.580644,9.947159,9.73E-11,0.287414,326.125366
Hanwha_Q_CELLS_Q.PEAK_G4.1/TAA_305,Hanwha Q CELLS,0.00433,1.580644,9.947159,9.73E-11,0.287414,326.125366
Hanwha_Q_CELLS_Q.PEAK-G4.1_305,Hanwha Q CELLS,0.004428,1.524235,9.841126,3.81E-11,0.301706,2635.438965
Hanwha_Q_CELLS_Q.PRO_L_305,Hanwha Q CELLS,0.004361,1.879548,8.994566,2.74E-10,0.46733,754.630005
Hanwha_Q_CELLS_Q.PRO_L-G2_305,Hanwha Q CELLS,0.003147,1.875298,9.003776,3.10E-10,0.386255,252.074661
Hanwha_Q_CELLS_Q.PRO_L-G2.3_305,Hanwha Q CELLS,0.00446,1.825689,8.933665,1.67E-10,0.355157,231.836411
Hanwha_Q_CELLS_Q.PRO_L-G3_305,Hanwha Q CELLS,0.004495,1.798287,9.006261,1.10E-10,0.405389,224.115128
Hanwha_Q_CELLS_B.LINE_PRO_L-G4.1_307,Hanwha Q CELLS,0.003584,1.771544,8.976189,7.27E-11,0.36651,202.858871
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G5_310,Hanwha Q CELLS,0.003735,1.492359,9.831281,2.21E-11,0.246707,1894.014038
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G5/SC_310,Hanwha Q CELLS,0.003735,1.491534,9.831276,2.21E-11,0.247008,1902.585938
Hanwha_Q_CELLS_Q.PEAK_DUO-G5_310,Hanwha Q CELLS,0.003992,1.506536,9.98057,3.80E-11,0.250116,4374.409668
Hanwha_Q_CELLS_Q.PEAK-G4.1_310,Hanwha Q CELLS,0.004459,1.538391,10.017278,4.16E-11,0.30136,368.8237
Hanwha_Q_CELLS_Q.PRO_L_310,Hanwha Q CELLS,0.00454,1.851116,9.173338,1.69E-10,0.487996,1763.494629
Hanwha_Q_CELLS_Q.PRO_L_G4_310,Hanwha Q CELLS,0.003596,1.800781,9.00397,1.05E-10,0.34775,223.779068
Hanwha_Q_CELLS_Q.PRO_L_G4.1_310,Hanwha Q CELLS,0.003596,1.800781,9.00397,1.05E-10,0.34775,223.779068
Hanwha_Q_CELLS_Q.PRO_L-G2_310,Hanwha Q CELLS,0.003171,1.887376,9.073078,3.23E-10,0.370645,256.784668
Hanwha_Q_CELLS_Q.PRO_L-G2.3_310,Hanwha Q CELLS,0.004495,1.837592,9.002909,1.74E-10,0.338461,235.709885
Hanwha_Q_CELLS_Q.PRO_L-G3_310,Hanwha Q CELLS,0.00453,1.809767,9.075496,1.15E-10,0.389809,227.919907
Hanwha_Q_CELLS_Q.PRO_L-G3.1_310,Hanwha Q CELLS,0.004495,1.818905,9.003443,1.35E-10,0.343168,229.50116
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G5_315,Hanwha Q CELLS,0.003758,1.544133,10.431461,4.55E-11,0.215959,60.716583
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G5/SC_315,Hanwha Q CELLS,0.003758,1.506796,9.891965,2.39E-11,0.22873,1151.552124
Hanwha_Q_CELLS_Q.PEAK_DUO-G5_315,Hanwha Q CELLS,0.004016,1.559466,10.590568,7.82E-11,0.218477,59.995098
Hanwha_Q_CELLS_Q.PEAK_DUO-G7_315,Hanwha Q CELLS,0.003796,1.478436,9.991847,2.03E-11,0.224015,1211.680786
Hanwha_Q_CELLS_Q.PEAK-G4.1_315,Hanwha Q CELLS,0.004491,1.546789,10.085699,3.99E-11,0.306904,524.333435
Hanwha_Q_CELLS_Q.PRO_L_G2_315,Hanwha Q CELLS,0.003648,1.865726,9.132456,2.17E-10,0.364994,267.236481
Hanwha_Q_CELLS_Q.PRO_L_G4_315,Hanwha Q CELLS,0.003624,1.804433,9.074388,9.78E-11,0.374035,235.543518
Hanwha_Q_CELLS_Q.PRO_L_G4.1_315,Hanwha Q CELLS,0.003624,1.804433,9.074388,9.78E-11,0.374035,235.543518
Hanwha_Q_CELLS_Q.PRO_L-G2.3_315,Hanwha Q CELLS,0.00453,1.849107,9.072281,1.80E-10,0.326028,240.523148
Hanwha_Q_CELLS_Q.PRO_L-G3_315,Hanwha Q CELLS,0.00456,1.820313,9.133819,1.18E-10,0.376172,248.258667
Hanwha_Q_CELLS_Q.PRO_L-G3.1_315,Hanwha Q CELLS,0.00453,1.830295,9.072802,1.40E-10,0.330733,234.079559
Hanwha_Q_CELLS_B.LINE_PLUS_L-G4.2_317,Hanwha Q CELLS,0.003744,1.765795,9.375909,4.48E-11,0.524391,308.51651
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G5_320,Hanwha Q CELLS,0.003777,1.556222,10.480995,4.71E-11,0.202318,62.247208
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G5/SC_320,Hanwha Q CELLS,0.003777,1.518154,9.941121,2.41E-11,0.223246,1978.111572
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G6+_320,Hanwha Q CELLS,0.004532,1.453078,10.302215,1.40E-11,0.268427,1248.32019
Hanwha_Q_CELLS_Q.PEAK_DUO-G5_320,Hanwha Q CELLS,0.004036,1.572705,10.640525,8.26E-11,0.203667,60.273636
Hanwha_Q_CELLS_Q.PEAK_DUO-G5/SC_320,Hanwha Q CELLS,0.004036,1.531705,10.091301,4.30E-11,0.219581,1703.529541
Hanwha_Q_CELLS_Q.PEAK_DUO-G7_320,Hanwha Q CELLS,0.003815,1.492795,10.041775,2.16E-11,0.20651,1168.015991
Hanwha_Q_CELLS_Q.PLUS_L-G4_320,Hanwha Q CELLS,0.003756,1.800845,9.409016,6.77E-11,0.511855,252.762527
Hanwha_Q_CELLS_Q.PLUS_L-G4.1_320,Hanwha Q CELLS,0.003756,1.800845,9.409016,6.77E-11,0.511855,252.762527
Hanwha_Q_CELLS_Q.PLUS_L-G4.2_320,Hanwha Q CELLS,0.003756,1.773609,9.405631,4.58E-11,0.517118,310.649078
Hanwha_Q_CELLS_Q.PRO_L_G4_320,Hanwha Q CELLS,0.003652,1.82341,9.142608,1.13E-10,0.320527,232.115219
Hanwha_Q_CELLS_Q.PRO_L_G4.1_320,Hanwha Q CELLS,0.003652,1.82341,9.142608,1.13E-10,0.320527,232.115219
Hanwha_Q_CELLS_Q.PRO_L-G3.1_320,Hanwha Q CELLS,0.004565,1.841779,9.142108,1.45E-10,0.315943,238.235825
Hanwha_Q_CELLS_B.LINE_PLUS_L-G4.1_322,Hanwha Q CELLS,0.003664,1.804901,9.172956,8.10E-11,0.319292,225.75177
Hanwha_Q_CELLS_B.LINE_PRO_L-G4.1_322,Hanwha Q CELLS,0.003664,1.804901,9.172956,8.10E-11,0.319292,225.75177
Hanwha_Q_CELLS_B.LINE_PLUS_L-G4.2_325,Hanwha Q CELLS,0.003776,1.782706,9.453673,4.90E-11,0.488161,337.017548
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G6+_325,Hanwha Q CELLS,0.004558,1.465466,10.362239,1.55E-11,0.240732,1113.929077
Hanwha_Q_CELLS_Q.PEAK_DUO-G5_325,Hanwha Q CELLS,0.004462,1.503446,10.141354,2.16E-11,0.217537,1630.319092
Hanwha_Q_CELLS_Q.PEAK_DUO-G5/SC_325,Hanwha Q CELLS,0.004056,1.545728,10.140618,4.51E-11,0.202241,3320.062988
Hanwha_Q_CELLS_Q.PEAK_DUO-G7_325,Hanwha Q CELLS,0.003838,1.505653,10.102268,2.24E-11,0.200835,894.591553
Hanwha_Q_CELLS_Q.PLUS_L-G4_325,Hanwha Q CELLS,0.003776,1.809165,9.452794,6.67E-11,0.497499,367.059723
Hanwha_Q_CELLS_Q.PLUS_L-G4.1_325,Hanwha Q CELLS,0.003776,1.809165,9.452794,6.67E-11,0.497499,367.059723
Hanwha_Q_CELLS_Q.PLUS_L-G4.2_325,Hanwha Q CELLS,0.003776,1.784999,9.453736,4.71E-11,0.503167,345.779388
Hanwha_Q_CELLS_B.LINE_PLUS_L-G4.2_330,Hanwha Q CELLS,0.003796,1.794162,9.501898,5.06E-11,0.472061,376.518646
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G6+_330,Hanwha Q CELLS,0.00458,1.477463,10.412102,1.58E-11,0.235375,1165.98291
Hanwha_Q_CELLS_Q.PEAK_DUO-G5_330,Hanwha Q CELLS,0.004488,1.516254,10.201922,2.30E-11,0.204155,1083.205322
Hanwha_Q_CELLS_Q.PEAK_DUO-G6_330,Hanwha Q CELLS,0.004439,1.490722,10.571391,2.79E-11,0.234535,1782.073853
Hanwha_Q_CELLS_Q.PEAK_DUO-G7_330,Hanwha Q CELLS,0.003857,1.515101,10.151535,2.33E-11,0.185232,1224.831543
Hanwha_Q_CELLS_Q.PLUS_L-G4_330,Hanwha Q CELLS,0.003796,1.820823,9.501032,6.90E-11,0.481268,413.984528
Hanwha_Q_CELLS_Q.PLUS_L-G4.1_330,Hanwha Q CELLS,0.003796,1.820823,9.501032,6.90E-11,0.481268,413.984528
Hanwha_Q_CELLS_Q.PLUS_L-G4.2_330,Hanwha Q CELLS,0.003796,1.796462,9.501932,4.87E-11,0.486957,387.271179
Hanwha_Q_CELLS_B.LINE_PLUS_L-G4.2_332,Hanwha Q CELLS,0.003804,1.802133,9.520434,4.96E-11,0.475955,433.81778
Hanwha_Q_CELLS_B.LINE_PLUS_L-G4.2_335,Hanwha Q CELLS,0.003816,1.805518,9.550226,5.19E-11,0.458633,427.84906
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G6+_335,Hanwha Q CELLS,0.004607,1.487595,10.471999,1.68E-11,0.219736,1151.016968
Hanwha_Q_CELLS_Q.PEAK_DUO-G5_335,Hanwha Q CELLS,0.00451,1.528302,10.251813,2.40E-11,0.191221,1080.874146
Hanwha_Q_CELLS_Q.PLUS_L-G4_335,Hanwha Q CELLS,0.003816,1.83237,9.549366,7.08E-11,0.467715,476.40683
Hanwha_Q_CELLS_Q.PLUS_L-G4.1_335,Hanwha Q CELLS,0.003816,1.83237,9.549366,7.08E-11,0.467715,476.40683
Hanwha_Q_CELLS_Q.PLUS_L-G4.2_335,Hanwha Q CELLS,0.003816,1.807826,9.550229,5.00E-11,0.473419,441.543213
Hanwha_Q_CELLS_Q.PLUS_L-G4.2/TAA_335,Hanwha Q CELLS,0.00477,1.820455,9.549712,6.43E-11,0.45515,447.065094
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G6+_340,Hanwha Q CELLS,0.004629,1.499586,10.52187,1.71E-11,0.214549,1207.306641
Hanwha_Q_CELLS_Q.PEAK_DUO-G6_340,Hanwha Q CELLS,0.004486,1.515113,10.682007,3.11E-11,0.209242,1113.877808
Hanwha_Q_CELLS_Q.PLUS_L-G4.2_340W,Hanwha Q CELLS,0.004795,1.831643,9.598148,6.57E-11,0.443197,521.604614
Hanwha_Q_CELLS_Q.PLUS_L-G4.2/TAA_340,Hanwha Q CELLS,0.004795,1.831643,9.598148,6.57E-11,0.443197,521.604614
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G6+_345,Hanwha Q CELLS,0.004655,1.512689,10.58243,1.91E-11,0.187725,817.451172
Hanwha_Q_CELLS_Q.PEAK_DUO-G6_345,Hanwha Q CELLS,0.004507,1.525937,10.731229,3.21E-11,0.198159,1729.369873
Hanwha_Q_CELLS_Q.PEAK_L-G4.1_345,Hanwha Q CELLS,0.003648,1.813457,9.609553,5.68E-11,0.350089,351.824341
Hanwha_Q_CELLS_Q.PLUS_L-G4.2_345W,Hanwha Q CELLS,0.00482,1.842642,9.646668,6.73E-11,0.43029,622.034424
Hanwha_Q_CELLS_Q.PLUS_L-G4.2/TAA_345,Hanwha Q CELLS,0.00482,1.845137,9.646585,6.46E-11,0.445997,652.934265
Hanwha_Q_CELLS_Q.PEAK_DUO_BLK-G6+_350,Hanwha Q CELLS,0.004677,1.523906,10.631685,1.92E-11,0.182876,1153.329834
Hanwha_Q_CELLS_Q.PEAK_L-G4.1_350,Hanwha Q CELLS,0.003667,1.821631,9.657414,5.52E-11,0.351563,457.53717
Hanwha_Q_CELLS_Q.PLUS_L-G4.2/TAA_350,Hanwha Q CELLS,0.004845,1.856135,9.695152,6.62E-11,0.433157,814.552185
Hanwha_Q_CELLS_Q.PEAK_L-G4.1_355,Hanwha Q CELLS,0.00369,1.830205,9.715215,5.36E-11,0.352485,656.33136
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.2_355,Hanwha Q CELLS,0.00491,1.758862,9.826715,3.03E-11,0.326977,478.128418
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.3_355,Hanwha Q CELLS,0.00491,1.758862,9.826715,3.03E-11,0.326977,478.128418
Hanwha_Q_CELLS_Q.PEAK_L-G4.1_360,Hanwha Q CELLS,0.003713,1.838375,9.773002,5.22E-11,0.353536,1150.986572
Hanwha_Q_CELLS_Q.PEAK_L-G4.2_360,Hanwha Q CELLS,0.003713,1.838375,9.773002,5.22E-11,0.353536,1150.986572
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.2_360,Hanwha Q CELLS,0.004935,1.767439,9.87467,3.10E-11,0.310019,655.215515
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.3_360,Hanwha Q CELLS,0.004935,1.767439,9.87467,3.10E-11,0.310019,655.215515
Hanwha_Q_CELLS_Q.PEAK_L-G4.2_365,Hanwha Q CELLS,0.003735,1.847532,9.831714,5.11E-11,0.356853,2047.136841
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.2_365,Hanwha Q CELLS,0.00496,1.776975,9.923633,3.22E-11,0.293237,800.857361
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.3_365,Hanwha Q CELLS,0.00496,1.776975,9.923633,3.22E-11,0.293237,800.857361
Hanwha_Q_CELLS_Q.PEAK_L-G4.2_370,Hanwha Q CELLS,0.003758,1.86472,9.997571,5.63E-11,0.35409,407.904602
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.2_370,Hanwha Q CELLS,0.00498,1.78741,9.961902,3.19E-11,0.287739,1507.339844
Hanwha_Q_CELLS_Q.PLUS_DUO_L-G5.3_370,Hanwha Q CELLS,0.00498,1.78741,9.961902,3.19E-11,0.287739,1507.339844
Hanwha_Q_CELLS_Q.PEAK_L-G4.2_375,Hanwha Q CELLS,0.0038,1.864757,10.108092,5.94E-11,0.331911,414.258911
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.2_380,Hanwha Q CELLS,0.00402,1.776972,10.051516,1.91E-11,0.288524,1913.394897
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.3_380,Hanwha Q CELLS,0.00402,1.776972,10.051516,1.91E-11,0.288524,1913.394897
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.2_385,Hanwha Q CELLS,0.00404,1.836306,10.652323,3.97E-11,0.247368,70.739136
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.3_385,Hanwha Q CELLS,0.00404,1.790153,10.102195,2.03E-11,0.273667,1259.766968
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.2_390,Hanwha Q CELLS,0.004056,1.812743,10.141226,2.43E-11,0.25898,2143.375977
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.3_390,Hanwha Q CELLS,0.004056,1.80144,10.141399,2.08E-11,0.26166,1897.101196
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.2_395,Hanwha Q CELLS,0.004076,1.814395,10.19199,2.19E-11,0.248245,1271.12207
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.3_395,Hanwha Q CELLS,0.004076,1.814395,10.19199,2.19E-11,0.248245,1271.12207
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.2_400,Hanwha Q CELLS,0.004096,1.836129,10.241695,2.62E-11,0.23739,1433.722046
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.3_400,Hanwha Q CELLS,0.004096,1.836129,10.241695,2.62E-11,0.23739,1433.722046
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6_400,Hanwha Q CELLS,0.00424,1.7845,10.601612,2.33E-11,0.278758,1833.347412
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.2_400,Hanwha Q CELLS,0.00424,1.7845,10.601612,2.33E-11,0.278758,1833.347412
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G5.2_405,Hanwha Q CELLS,0.004112,1.850581,10.281627,2.76E-11,0.220455,1392.790283
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6_405,Hanwha Q CELLS,0.00426,1.797118,10.651645,2.53E-11,0.251988,1631.099121
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.2_405,Hanwha Q CELLS,0.00426,1.797118,10.651645,2.53E-11,0.251988,1631.099121
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.3_405,Hanwha Q CELLS,0.00426,1.797118,10.651645,2.53E-11,0.251988,1631.099121
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6_410,Hanwha Q CELLS,0.00428,1.810176,10.702226,2.60E-11,0.246587,1185.296997
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.2_410,Hanwha Q CELLS,0.00428,1.810176,10.702226,2.60E-11,0.246587,1185.296997
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.3_410,Hanwha Q CELLS,0.00428,1.810176,10.702226,2.60E-11,0.246587,1185.296997
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6_415,Hanwha Q CELLS,0.004296,1.81962,10.741486,2.69E-11,0.23181,1675.981079
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.2_415,Hanwha Q CELLS,0.004296,1.81962,10.741486,2.69E-11,0.23181,1675.981079
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.3_415,Hanwha Q CELLS,0.004296,1.81962,10.741486,2.69E-11,0.23181,1675.981079
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.2_420,Hanwha Q CELLS,0.004316,1.832682,10.792011,2.78E-11,0.226536,1215.01123
Hanwha_Q_CELLS_Q.PEAK_DUO_L-G6.3_420,Hanwha Q CELLS,0.004316,1.832682,10.792011,2.78E-11,0.226536,1215.01123
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-230Q,Hanwha Q CELLS (Qidong),0.004145,1.516224,8.466599,2.42E-10,0.430934,552.527161
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-230QB,Hanwha Q CELLS (Qidong),0.004145,1.516224,8.466599,2.42E-10,0.430934,552.527161
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-230QW,Hanwha Q CELLS (Qidong),0.004145,1.516224,8.466599,2.42E-10,0.430934,552.527161
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-230Q,Hanwha Q CELLS (Qidong),0.004145,1.516224,8.466599,2.42E-10,0.430934,552.527161
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-230QB,Hanwha Q CELLS (Qidong),0.004145,1.516224,8.466599,2.42E-10,0.430934,552.527161
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-230QW,Hanwha Q CELLS (Qidong),0.004145,1.516224,8.466599,2.42E-10,0.430934,552.527161
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-235T,Hanwha Q CELLS (Qidong),0.004325,1.56808,8.664175,5.47E-10,0.396718,242.087234
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-235TB,Hanwha Q CELLS (Qidong),0.006055,1.548663,8.665014,4.07E-10,0.401567,231.343628
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-235TW,Hanwha Q CELLS (Qidong),0.004325,1.56808,8.664175,5.47E-10,0.396718,242.087234
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-235Q,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-235QB,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-235QW,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-235Q,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-235QB,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-235QW,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-235Q,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-235QB,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-235QW,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-235T,Hanwha Q CELLS (Qidong),0.006055,1.548663,8.665014,4.07E-10,0.401567,231.343628
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-235TB,Hanwha Q CELLS (Qidong),0.006055,1.548663,8.665014,4.07E-10,0.401567,231.343628
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-235TW,Hanwha Q CELLS (Qidong),0.006055,1.548663,8.665014,4.07E-10,0.401567,231.343628
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-235Q,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-235QB,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-235QW,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-235Q,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-235QB,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-235QW,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-235Q,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-235QB,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-235QW,Hanwha Q CELLS (Qidong),0.00419,1.523093,8.553258,2.40E-10,0.42228,1108.244507
