Name,Manufacturer,alpha_sc,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref
AXITEC_AC-250P/156-60S,AXITEC,0.00501,1.566267,8.883966,3.73E-10,0.343908,503.25354
AXITEC_AC-255M/156-60S,AXITEC,0.005869,1.567986,9.048682,3.41E-10,0.293389,141.810013
AXITEC_AC-255P/156-60S,AXITEC,0.005096,1.574213,8.942847,3.92E-10,0.319367,1002.483215
AXITEC_AC-260M/156-60S,AXITEC,0.005967,1.573296,9.198983,3.43E-10,0.291572,140.999115
AXITEC_AC-260P/156-60S,AXITEC,0.003545,1.602873,9.097577,5.66E-10,0.287625,345.050629
AXITEC_AC-265M/156-60S,AXITEC,0.006052,1.578396,9.328644,3.36E-10,0.295279,147.451157
AXITEC_AC-265P/156-60S,AXITEC,0.003604,1.618965,9.251714,6.69E-10,0.259442,204.649536
AXITEC_AC-265P/60S,AXITEC,0.004732,1.478794,9.108963,5.81E-11,0.308933,313.682922
AXITEC_AC-265P/60V,AXITEC,0.004732,1.478794,9.108963,5.81E-11,0.308933,313.682922
AXITEC_AC-270M/156-60S,AXITEC,0.006104,1.577355,9.402556,3.01E-10,0.302295,226.074142
AXITEC_AC-270P/156-60S,AXITEC,0.005791,1.65692,9.332952,7.31E-10,0.296635,120.329903
AXITEC_AC-270P/156-72S,AXITEC,0.004674,1.840481,8.205727,3.06E-10,0.492621,705.3172
AXITEC_AC-270P/60S,AXITEC,0.004758,1.487052,9.15571,5.92E-11,0.290515,465.491638
AXITEC_AC-270P/60V,AXITEC,0.004758,1.487052,9.15571,5.92E-11,0.290515,465.491638
AXITEC_AC-275P/156-72S,AXITEC,0.004725,1.844458,8.292612,3.00E-10,0.485477,1540.741577
AXITEC_AC-275P/60S,AXITEC,0.004805,1.494382,9.244386,5.94E-11,0.28442,599.135315
AXITEC_AC-275P/60V,AXITEC,0.004805,1.494382,9.244386,5.94E-11,0.28442,599.135315
AXITEC_AC-280M/156-60S,AXITEC,0.003712,1.655096,9.470673,5.18E-10,0.320577,732.107605
AXITEC_AC-280M/60S,AXITEC,0.00468,1.542816,9.364752,9.17E-11,0.315843,622.145081
AXITEC_AC-280M/60V,AXITEC,0.00468,1.542816,9.364752,9.17E-11,0.315843,622.145081
AXITEC_AC-280P/156-72S,AXITEC,0.004788,1.852525,8.403255,3.16E-10,0.467731,1206.688843
AXITEC_AC-285M/156-60S,AXITEC,0.005354,1.563777,9.561719,1.50E-10,0.305249,1698.240479
AXITEC_AC-285M/156-72S,AXITEC,0.005724,1.87064,8.492226,3.35E-10,0.413285,286.66214
AXITEC_AC-285M/60S,AXITEC,0.004715,1.549797,9.532711,9.75E-11,0.308758,349.641266
AXITEC_AC-285M/60V,AXITEC,0.004715,1.549797,9.532711,9.75E-11,0.308758,349.641266
AXITEC_AC-285P/156-72S,AXITEC,0.004856,1.862865,8.526198,3.55E-10,0.43644,599.921631
AXITEC_AC-290M/156-60S,AXITEC,0.005404,1.578839,9.653339,1.58E-10,0.297335,859.219482
AXITEC_AC-290M/156-72S,AXITEC,0.005771,1.886192,8.562285,3.69E-10,0.380616,264.893005
AXITEC_AC-290M/60S,AXITEC,0.00477,1.559137,9.64431,1.01E-10,0.301864,326.449951
AXITEC_AC-290M/60V,AXITEC,0.00477,1.559137,9.64431,1.01E-10,0.301864,326.449951
AXITEC_AC-290P/156-72S,AXITEC,0.004925,1.876305,8.648768,3.95E-10,0.409941,403.952057
AXITEC_AC-295M/156-72S,AXITEC,0.005662,1.872727,8.725726,3.10E-10,0.370533,205.223953
AXITEC_AC-295M/60S,AXITEC,0.004835,1.566124,9.673368,1.00E-10,0.28486,817.745361
AXITEC_AC-295M/60V,AXITEC,0.004835,1.566124,9.673368,1.00E-10,0.28486,817.745361
AXITEC_AC-295P/156-72S,AXITEC,0.004993,1.881875,8.769094,4.09E-10,0.398227,383.625244
AXITEC_AC-300M/156-72S,AXITEC,0.005727,1.875769,8.824104,3.10E-10,0.361776,225.987732
AXITEC_AC-300M/60S,AXITEC,0.00487,1.573332,9.84439,1.07E-10,0.278318,391.657532
AXITEC_AC-300M/60V,AXITEC,0.00487,1.573332,9.84439,1.07E-10,0.278318,391.657532
AXITEC_AC-300P/156-72S,AXITEC,0.005062,1.900214,8.893837,4.96E-10,0.356335,228.687912
AXITEC_AC-305M/156-72S,AXITEC,0.005798,1.88131,8.933623,3.08E-10,0.361313,236.572327
AXITEC_AC-305M/60S,AXITEC,0.004915,1.570215,9.930231,9.72E-11,0.286938,1475.088989
AXITEC_AC-305M/60V,AXITEC,0.004915,1.570215,9.930231,9.72E-11,0.286938,1475.088989
AXITEC_AC-305MH/120S,AXITEC,0.004141,1.483503,9.964673,2.88E-11,0.261337,428.523041
AXITEC_AC-305MH/120V,AXITEC,0.004141,1.483503,9.964673,2.88E-11,0.261337,428.523041
AXITEC_AC-305P/156-72S,AXITEC,0.005124,1.915895,9.005774,5.78E-10,0.318409,181.475082
AXITEC_AC-310M/156-72S,AXITEC,0.005856,1.886462,9.022366,2.98E-10,0.366628,267.150726
AXITEC_AC-310M/60S,AXITEC,0.00496,1.577543,10.125312,1.04E-10,0.279915,478.493347
AXITEC_AC-310M/60V,AXITEC,0.00496,1.577543,10.125312,1.04E-10,0.279915,478.493347
AXITEC_AC-310MH/120S,AXITEC,0.004179,1.491555,10.055254,2.94E-11,0.255993,447.090363
AXITEC_AC-310MH/120V,AXITEC,0.004179,1.491555,10.055254,2.94E-11,0.255993,447.090363
AXITEC_AC-310P/156-72S,AXITEC,0.003549,1.942696,9.115888,7.52E-10,0.297809,170.578033
AXITEC_AC-315M/156-72S,AXITEC,0.005928,1.888618,9.130898,2.90E-10,0.368314,308.197296
AXITEC_AC-315MH/120S,AXITEC,0.004217,1.497803,10.145782,3.10E-11,0.240204,452.641724
AXITEC_AC-315MH/120V,AXITEC,0.004217,1.497803,10.145782,3.10E-11,0.240204,452.641724
AXITEC_AC-315P/156-72S,AXITEC,0.003592,1.958331,9.227036,8.61E-10,0.266208,143.916245
AXITEC_AC-315P/72S,AXITEC,0.004633,1.767273,8.912215,5.53E-11,0.350786,1410.514526
AXITEC_AC-315P/72V,AXITEC,0.004633,1.767273,8.912215,5.53E-11,0.350786,1410.514526
AXITEC_AC-320MH/120S,AXITEC,0.004255,1.505856,10.236388,3.16E-11,0.235158,472.896637
AXITEC_AC-320MH/120V,AXITEC,0.004255,1.505856,10.236388,3.16E-11,0.235158,472.896637
AXITEC_AC-320P/156-72S,AXITEC,0.003635,1.970653,9.33749,9.49E-10,0.243746,129.883438
AXITEC_AC-320P/72S,AXITEC,0.004696,1.783378,9.036108,6.28E-11,0.328658,485.83255
AXITEC_AC-320P/72V,AXITEC,0.004696,1.783378,9.036108,6.28E-11,0.328658,485.83255
AXITEC_AC-320P/72X,AXITEC,0.004605,1.843206,9.034804,1.45E-10,0.31369,589.576111
AXITEC_AC-320P/72XV,AXITEC,0.004605,1.843206,9.034804,1.45E-10,0.31369,589.576111
AXITEC_AC-325P/156-72S,AXITEC,0.005384,2.002785,9.221577,1.13E-09,0.282562,1652.2229
AXITEC_AC-325P/72S,AXITEC,0.004758,1.78809,9.156445,6.44E-11,0.322607,457.990845
AXITEC_AC-325P/72V,AXITEC,0.004758,1.78809,9.156445,6.44E-11,0.322607,457.990845
AXITEC_AC-325P/72X,AXITEC,0.004667,1.848107,9.155119,1.48E-10,0.307778,550.122742
AXITEC_AC-325P/72XV,AXITEC,0.004667,1.848107,9.155119,1.48E-10,0.307778,550.122742
AXITEC_AC-330P/156-72S,AXITEC,0.005414,2.014113,9.270785,1.17E-09,0.264122,3118.637451
AXITEC_AC-330P/72S,AXITEC,0.004826,1.794958,9.288417,6.79E-11,0.316136,348.555206
AXITEC_AC-330P/72V,AXITEC,0.004826,1.794958,9.288417,6.79E-11,0.316136,348.555206
AXITEC_AC-330P/72X,AXITEC,0.004733,1.855316,9.286992,1.57E-10,0.30138,399.967865
AXITEC_AC-330P/72XV,AXITEC,0.004733,1.855316,9.286992,1.57E-10,0.30138,399.967865
AXITEC_AC-335M/72S,AXITEC,0.004705,1.819884,9.511527,9.91E-11,0.352211,450.722321
AXITEC_AC-335M/72V,AXITEC,0.004705,1.819884,9.511527,9.91E-11,0.352211,450.722321
AXITEC_AC-335P/156-72S,AXITEC,0.005455,2.029822,9.341273,1.21E-09,0.256504,1881.87915
AXITEC_AC-335P/72S,AXITEC,0.004836,1.801219,9.302265,5.69E-11,0.347477,1426.898071
AXITEC_AC-335P/72V,AXITEC,0.004836,1.801219,9.302265,5.69E-11,0.347477,1426.898071
AXITEC_AC-335P/72X,AXITEC,0.004743,1.861309,9.301015,1.31E-10,0.333021,3051.595703
AXITEC_AC-335P/72XV,AXITEC,0.004743,1.861309,9.301015,1.31E-10,0.333021,3051.595703
AXITEC_AC-340M/156-72S,AXITEC,0.00463,1.889684,9.453455,1.83E-10,0.320943,877.784363
AXITEC_AC-340M/72S,AXITEC,0.00474,1.82514,9.579043,9.67E-11,0.346515,781.728821
AXITEC_AC-340M/72V,AXITEC,0.00474,1.82514,9.579043,9.67E-11,0.346515,781.728821
AXITEC_AC-340P/156-72S,AXITEC,0.00549,2.041051,9.400527,1.26E-09,0.238273,4249.003906
AXITEC_AC-340P/72X,AXITEC,0.004794,1.869078,9.401595,1.39E-10,0.314628,1853.490967
AXITEC_AC-340P/72XV,AXITEC,0.004794,1.869078,9.401595,1.39E-10,0.314628,1853.490967
AXITEC_AC-345M/156-72S,AXITEC,0.004655,1.903658,9.502345,1.79E-10,0.325672,1319.11792
AXITEC_AC-345M/72S,AXITEC,0.004755,1.841673,9.608329,9.81E-11,0.338927,1008.407593
AXITEC_AC-345M/72V,AXITEC,0.004755,1.841673,9.608329,9.81E-11,0.338927,1008.407593
AXITEC_AC-345P/156-72S,AXITEC,0.005525,2.053649,9.46047,1.32E-09,0.220041,4426.861816
AXITEC_AC-345P/72X,AXITEC,0.004845,1.880945,9.5037,1.48E-10,0.307644,789.819458
AXITEC_AC-345P/72XV,AXITEC,0.004845,1.880945,9.5037,1.48E-10,0.307644,789.819458
AXITEC_AC-350M/156-72S,AXITEC,0.004699,1.907139,9.590069,1.71E-10,0.332419,46541.93359
AXITEC_AC-350M/72S,AXITEC,0.00479,1.857948,9.68154,1.05E-10,0.331333,558.567993
AXITEC_AC-350M/72V,AXITEC,0.00479,1.857948,9.68154,1.05E-10,0.331333,558.567993
AXITEC_AC-355M/156-72S,AXITEC,0.004738,1.920347,9.772915,1.85E-10,0.335339,526.992004
AXITEC_AC-355M/72S,AXITEC,0.00483,1.873096,9.763806,1.10E-10,0.323557,438.027283
AXITEC_AC-355M/72V,AXITEC,0.00483,1.873096,9.763806,1.10E-10,0.323557,438.027283
AXITEC_AC-355MH/144S,AXITEC,0.004032,1.744774,9.604513,2.14E-11,0.263556,560.696411
AXITEC_AC-355MH/144V,AXITEC,0.004032,1.744774,9.604513,2.14E-11,0.263556,560.696411
AXITEC_AC-360M/72S,AXITEC,0.004865,1.880939,9.731658,1.10E-10,0.296387,1738.705811
AXITEC_AC-360M/72V,AXITEC,0.004865,1.880939,9.731658,1.10E-10,0.296387,1738.705811
AXITEC_AC-360MH/144S,AXITEC,0.00407,1.753519,9.694886,2.20E-11,0.257973,511.511871
AXITEC_AC-360MH/144V,AXITEC,0.00407,1.753519,9.694886,2.20E-11,0.257973,511.511871
AXITEC_AC-365M/72S,AXITEC,0.004905,1.90087,9.814474,1.23E-10,0.276116,605.427856
AXITEC_AC-365M/72V,AXITEC,0.004905,1.90087,9.814474,1.23E-10,0.276116,605.427856
AXITEC_AC-365MH/144S,AXITEC,0.004103,1.760342,9.773929,2.20E-11,0.253032,629.306885
AXITEC_AC-365MH/144V,AXITEC,0.004103,1.760342,9.773929,2.20E-11,0.253032,629.306885
AXITEC_AC-370M/72S,AXITEC,0.004945,1.921415,9.897974,1.45E-10,0.24466,303.442474
AXITEC_AC-370M/72V,AXITEC,0.004945,1.921415,9.897974,1.45E-10,0.24466,303.442474
AXITEC_AC-370MH/144S,AXITEC,0.004137,1.768156,9.853664,2.23E-11,0.248035,666.822815
AXITEC_AC-370MH/144V,AXITEC,0.004137,1.768156,9.853664,2.23E-11,0.248035,666.822815
AXITEC_AC-375M/72S,AXITEC,0.004975,1.939378,9.958537,1.57E-10,0.22554,262.85141
AXITEC_AC-375M/72V,AXITEC,0.004975,1.939378,9.958537,1.57E-10,0.22554,262.85141
AXITEC_AC-375MH/144S,AXITEC,0.004171,1.775971,9.933408,2.26E-11,0.243122,708.589722
AXITEC_AC-375MH/144V,AXITEC,0.004171,1.775971,9.933408,2.26E-11,0.243122,708.589722
AXITEC_AC-380MH/144S,AXITEC,0.004204,1.784761,10.013799,2.32E-11,0.238138,627.487305
AXITEC_AC-380MH/144V,AXITEC,0.004204,1.784761,10.013799,2.32E-11,0.238138,627.487305
AXITEC_AC-385MH/144S,AXITEC,0.004234,1.791657,10.082944,2.32E-11,0.233764,800.336304
AXITEC_AC-385MH/144V,AXITEC,0.004234,1.791657,10.082944,2.32E-11,0.233764,800.336304
Bosch_Solar_Energy_c-Si_M_60-225-16,Bosch Solar Energy,0.006177,1.577824,8.733179,1.03E-09,0.402668,105.584915
Bosch_Solar_Energy_c-Si_M_60_NA30117_230W,Bosch Solar Energy,0.008316,1.659972,8.40164,1.75E-09,0.324114,1659.339722
Bosch_Solar_Energy_c-Si_M_60-230-16,Bosch Solar Energy,0.006212,1.598795,8.78112,1.13E-09,0.377946,106.267143
Bosch_Solar_Energy_c-Si_M_60_NA30117_235W,Bosch Solar Energy,0.008415,1.667759,8.501319,1.85E-09,0.303352,1955.440918
Bosch_Solar_Energy_c-Si_M_60-235-16,Bosch Solar Energy,0.006212,1.625522,8.777861,1.32E-09,0.33301,104.587822
Bosch_Solar_Energy_c-Si_M_60_NA30117_240W,Bosch Solar Energy,0.008514,1.67574,8.600423,1.74E-09,0.323262,6574.244141
Bosch_Solar_Energy_c-Si_M_60-240-16,Bosch Solar Energy,0.006248,1.628954,8.819737,1.40E-09,0.28746,128.16333
Bosch_Solar_Energy_c-Si_M60_NA30119-240Wp,Bosch Solar Energy,0.002753,1.613259,7.98302,8.32E-10,0.294572,778.481384
Bosch_Solar_Energy_c-Si_M_60_NA30117_245W,Bosch Solar Energy,0.008613,1.692479,8.795341,1.84E-09,0.338823,356.893585
Bosch_Solar_Energy_c-Si_M60_NA30119-245Wp,Bosch Solar Energy,0.002788,1.622405,8.082579,8.49E-10,0.286802,898.611694
Bosch_Solar_Energy_c-Si_M60_NA42117_245W,Bosch Solar Energy,0.006889,1.63228,8.730213,7.55E-10,0.36782,314.041534
Bosch_Solar_Energy_c-Si_M60_NA30119-250Wp,Bosch Solar Energy,0.002822,1.631559,8.182156,8.65E-10,0.279232,1059.599609
Bosch_Solar_Energy_c-Si_M60_NA42117_250W,Bosch Solar Energy,0.006968,1.63856,8.828331,7.86E-10,0.347308,367.677734
Bosch_Solar_Energy_c-Si_M60_NA30119-255Wp,Bosch Solar Energy,0.003039,1.645271,8.814231,9.96E-10,0.250605,521.938904
Bosch_Solar_Energy_c-Si_M60_NA42117_255W,Bosch Solar Energy,0.007047,1.644849,8.926606,8.19E-10,0.327343,442.015808
Bosch_Solar_Energy_c-Si_M60_NA_44117_260Wp,Bosch Solar Energy,0.003419,1.608355,9.198879,6.39E-10,0.311135,322.007996
Bosch_Solar_Energy_c-Si_M60_NA_44117_265Wp,Bosch Solar Energy,0.003445,1.621617,9.267417,6.45E-10,0.304536,380.229858
Bosch_Solar_Energy_c-Si_M60_NA_44117_270Wp,Bosch Solar Energy,0.003471,1.634876,9.336017,6.51E-10,0.29806,462.166168
Bosch_Solar_Energy_c-Si_P_72_NA21126_275Wp,Bosch Solar Energy,0.004986,1.883064,8.322261,3.81E-10,0.498078,337.581635
Bosch_Solar_Energy_c-Si_P_72_NA22126_275Wp,Bosch Solar Energy,0.004986,1.883064,8.322261,3.81E-10,0.498078,337.581635
Bosch_Solar_Energy_c-Si_P_72_NA21126_280Wp,Bosch Solar Energy,0.005004,1.89766,8.34942,3.93E-10,0.474865,420.44693
Bosch_Solar_Energy_c-Si_P_72_NA22126_280Wp,Bosch Solar Energy,0.005004,1.89766,8.34942,3.93E-10,0.474865,420.44693
Bosch_Solar_Energy_c-Si_P_72_NA21126_285Wp,Bosch Solar Energy,0.005022,1.910827,8.375689,3.99E-10,0.452038,665.09613
Bosch_Solar_Energy_c-Si_P_72_NA22126_285Wp,Bosch Solar Energy,0.005022,1.910827,8.375689,3.99E-10,0.452038,665.09613
Bosch_Solar_Energy_c-Si_M_72_NA41126_290Wp,Bosch Solar Energy,0.004195,2.013606,8.481527,1.23E-09,0.405631,450.691345
Bosch_Solar_Energy_c-Si_P_72_NA21126_290Wp,Bosch Solar Energy,0.005034,1.917861,8.39128,3.95E-10,0.432176,2832.733643
Bosch_Solar_Energy_c-Si_P_72_NA22126_290Wp,Bosch Solar Energy,0.005034,1.917861,8.39128,3.95E-10,0.432176,2832.733643
Bosch_Solar_Energy_c-Si_M_72_NA41126_295Wp,Bosch Solar Energy,0.00421,2.025556,8.508676,1.28E-09,0.370635,704.316833
Bosch_Solar_Energy_c-Si_P_72_NA21126_295Wp,Bosch Solar Energy,0.005052,1.939118,8.510646,4.65E-10,0.39263,517.999939
Bosch_Solar_Energy_c-Si_P_72_NA22126_295Wp,Bosch Solar Energy,0.005052,1.939118,8.510646,4.65E-10,0.39263,517.999939
Bosch_Solar_Energy_c-Si_M_72_NA41126_300Wp,Bosch Solar Energy,0.00422,2.045414,8.52874,1.45E-09,0.320996,630.486816
Bosch_Solar_Energy_c-Si_M_72_NA41126_305Wp,Bosch Solar Energy,0.004235,2.060491,8.55738,1.48E-09,0.299568,956.528137
Bosch_Solar_Thin_Film_um-Si_plus_105,Bosch Solar Thin Film,0.001143,4.992423,1.555012,9.71E-12,18.133308,357.773926
Bosch_Solar_Thin_Film_um-Si_plus_110,Bosch Solar Thin Film,0.001173,5.053681,1.588216,1.12E-11,16.533964,368.413544
Bosch_Solar_Thin_Film_um-Si_plus_115,Bosch Solar Thin Film,0.001197,5.120811,1.619084,1.31E-11,15.981507,358.56543
Canadian_Solar_Inc._CS5C-80M,Canadian Solar Inc.,0.004423,0.976234,4.980938,9.69E-10,0.326085,148.161652
Canadian_Solar_Inc._CS5C-90M,Canadian Solar Inc.,0.004806,0.998612,5.409365,1.17E-09,0.263006,151.660019
Canadian_Solar_Inc._CS5T-130M,Canadian Solar Inc.,0.002217,1.549582,4.831287,3.14E-10,0.578812,247.168396
Canadian_Solar_Inc._CS5T-135M,Canadian Solar Inc.,0.002277,1.551694,4.958797,2.77E-10,0.605825,340.86554
Canadian_Solar_Inc._CS5T-140M,Canadian Solar Inc.,0.002337,1.557688,5.086822,2.75E-10,0.583927,434.8573
Canadian_Solar_Inc._CS6C-140P,Canadian Solar Inc.,0.005351,0.944516,8.410069,5.70E-10,0.183345,152.941925
Canadian_Solar_Inc._CS5T-145M,Canadian Solar Inc.,0.002397,1.568907,5.215889,2.94E-10,0.538579,476.519897
Canadian_Solar_Inc._CS6C-145P,Canadian Solar Inc.,0.00551,0.945051,8.65907,5.36E-10,0.190874,182.035767
Canadian_Solar_Inc._CS5A-150M,Canadian Solar Inc.,0.004219,1.955489,4.755542,1.15E-09,0.639551,195.052933
Canadian_Solar_Inc._CS5T-150M,Canadian Solar Inc.,0.002456,1.580339,5.345868,3.35E-10,0.474693,432.004974
Canadian_Solar_Inc._CS6A-150P,Canadian Solar Inc.,0.003204,1.241899,7.144828,5.80E-10,0.320104,91.795265
Canadian_Solar_Inc._CS6A-150PE,Canadian Solar Inc.,0.005696,1.290363,7.14238,1.39E-09,0.304987,97.028954
Canadian_Solar_Inc._CS5A-155M,Canadian Solar Inc.,0.004272,1.956883,4.810558,9.83E-10,0.647901,294.546204
Canadian_Solar_Inc._CS6A-155P,Canadian Solar Inc.,0.003294,1.238732,7.342571,5.64E-10,0.311746,101.101448
Canadian_Solar_Inc._CS6A-155PE,Canadian Solar Inc.,0.005856,1.287001,7.340197,1.35E-09,0.297173,107.707611
Canadian_Solar_Inc._CS5A-160M,Canadian Solar Inc.,0.004423,1.948979,4.981267,9.31E-10,0.678383,299.227295
Canadian_Solar_Inc._CS5A-160MX,Canadian Solar Inc.,0.004272,1.956883,4.810559,9.83E-10,0.647901,294.546234
Canadian_Solar_Inc._CS6A-160P,Canadian Solar Inc.,0.003379,1.236449,7.529954,5.15E-10,0.319173,120.123596
Canadian_Solar_Inc._CS6A-160PE,Canadian Solar Inc.,0.006008,1.284476,7.527637,1.24E-09,0.305166,129.944534
Canadian_Solar_Inc._CS6P-160PE,Canadian Solar Inc.,0.005008,1.621722,6.292845,1.61E-09,0.43251,82.433708
Canadian_Solar_Inc._CS5A-165M,Canadian Solar Inc.,0.004521,1.96053,5.090187,9.82E-10,0.631367,314.854462
Canadian_Solar_Inc._CS5A-165MX,Canadian Solar Inc.,0.004521,1.96053,5.090187,9.82E-10,0.631367,314.854462
Canadian_Solar_Inc._CS6A-165P,Canadian Solar Inc.,0.003461,1.233516,7.705816,4.64E-10,0.326481,158.739639
Canadian_Solar_Inc._CS6P-165PE,Canadian Solar Inc.,0.00516,1.625332,6.482193,1.74E-09,0.398789,79.897942
Canadian_Solar_Inc._CS5A-170M,Canadian Solar Inc.,0.004619,1.976404,5.200374,1.03E-09,0.607382,303.881165
Canadian_Solar_Inc._CS5A-170MX,Canadian Solar Inc.,0.004619,1.976404,5.200374,1.03E-09,0.607382,303.881165
Canadian_Solar_Inc._CS6A-170P,Canadian Solar Inc.,0.003532,1.234979,7.860054,4.17E-10,0.331857,259.102295
Canadian_Solar_Inc._CS6P-170PE,Canadian Solar Inc.,0.005296,1.623561,6.652538,1.65E-09,0.406802,82.765396
Canadian_Solar_Inc._CS5A-175M,Canadian Solar Inc.,0.004708,1.988206,5.299407,1.09E-09,0.564982,317.697632
Canadian_Solar_Inc._CS5A-175MX,Canadian Solar Inc.,0.004708,1.988206,5.299407,1.09E-09,0.564982,317.697632
Canadian_Solar_Inc._CS6A-175P,Canadian Solar Inc.,0.003613,1.239177,8.280931,4.41E-10,0.297898,323.692688
Canadian_Solar_Inc._CS6P-175PE,Canadian Solar Inc.,0.00544,1.623601,6.833753,1.60E-09,0.413341,83.273033
Canadian_Solar_Inc._CS5A-180M,Canadian Solar Inc.,0.004806,2.002373,5.409301,1.17E-09,0.522658,303.438538
Canadian_Solar_Inc._CS5A-180MX,Canadian Solar Inc.,0.004806,2.002373,5.409301,1.17E-09,0.522658,303.438538
Canadian_Solar_Inc._CS6A-180P,Canadian Solar Inc.,0.00369,1.254675,8.214005,5.35E-10,0.282139,165.183182
Canadian_Solar_Inc._CS6P-180P,Canadian Solar Inc.,0.003141,1.56258,7.01787,6.90E-10,0.422502,77.873436
Canadian_Solar_Inc._CS6P-180PE,Canadian Solar Inc.,0.005584,1.623856,7.014802,1.65E-09,0.402636,80.753006
Canadian_Solar_Inc._CS5A-185M,Canadian Solar Inc.,0.004895,2.014199,5.508396,1.24E-09,0.483605,316.798889
Canadian_Solar_Inc._CS5A-185MX,Canadian Solar Inc.,0.004895,2.014199,5.508396,1.24E-09,0.483605,316.798889
Canadian_Solar_Inc._CS6A-185P,Canadian Solar Inc.,0.003766,1.276045,8.388358,7.39E-10,0.227355,103.658882
Canadian_Solar_Inc._CS6P-185P,Canadian Solar Inc.,0.004862,1.649056,7.193443,2.23E-09,0.383406,82.084389
Canadian_Solar_Inc._CS6P-185PE,Canadian Solar Inc.,0.005728,1.627662,7.194481,1.67E-09,0.390092,81.003075
Canadian_Solar_Inc._CS5A-190M,Canadian Solar Inc.,0.004984,2.025112,5.608624,1.28E-09,0.468334,304.125336
Canadian_Solar_Inc._CS5A-190MX,Canadian Solar Inc.,0.004984,2.025112,5.608624,1.28E-09,0.468334,304.125336
Canadian_Solar_Inc._CS6A-190MM,Canadian Solar Inc.,0.005363,1.279999,8.385068,6.44E-10,0.250732,414.599945
Canadian_Solar_Inc._CS6A-190P,Canadian Solar Inc.,0.003843,1.286967,8.559492,8.45E-10,0.205102,89.859612
Canadian_Solar_Inc._CS6P-190P,Canadian Solar Inc.,0.004977,1.646164,7.362448,2.21E-09,0.375037,84.719589
Canadian_Solar_Inc._CS6P-190PE,Canadian Solar Inc.,0.005864,1.624822,7.363477,1.65E-09,0.381532,83.53804
Canadian_Solar_Inc._CS5A-195M,Canadian Solar Inc.,0.005002,2.022995,5.622871,1.22E-09,0.400735,784.294434
Canadian_Solar_Inc._CS5A-195MX,Canadian Solar Inc.,0.005002,2.022995,5.622871,1.22E-09,0.400735,784.294434
Canadian_Solar_Inc._CS5P-195M,Canadian Solar Inc.,0.004156,2.613616,4.687882,1.33E-09,0.815737,213.032852
Canadian_Solar_Inc._CS6A-195MM,Canadian Solar Inc.,0.005478,1.284821,8.565084,6.64E-10,0.243468,410.040802
Canadian_Solar_Inc._CS6P-195P,Canadian Solar Inc.,0.005099,1.648129,7.544656,2.18E-09,0.381324,82.634178
Canadian_Solar_Inc._CS6P-195PE,Canadian Solar Inc.,0.006008,1.626763,7.545732,1.64E-09,0.387659,81.476822
Canadian_Solar_Inc._CS5A-200M,Canadian Solar Inc.,0.005082,2.042605,5.713046,1.32E-09,0.362593,679.72937
Canadian_Solar_Inc._CS5P-200M,Canadian Solar Inc.,0.004254,2.618532,4.798116,1.37E-09,0.793104,209.272705
Canadian_Solar_Inc._CS6A-200MM,Canadian Solar Inc.,0.005594,1.288699,8.744169,6.74E-10,0.236618,496.050934
Canadian_Solar_Inc._CS6P-200P,Canadian Solar Inc.,0.002765,1.461152,7.723475,1.26E-10,0.426805,75.396896
Canadian_Solar_Inc._CS6P-200PE,Canadian Solar Inc.,0.006144,1.62937,7.714378,1.64E-09,0.376984,84.216095
Canadian_Solar_Inc._CS6P-200PX,Canadian Solar Inc.,0.002765,1.461152,7.723475,1.26E-10,0.426805,75.396896
Canadian_Solar_Inc._CS5P-205M,Canadian Solar Inc.,0.004325,2.614418,4.87629,1.25E-09,0.803332,239.66481
Canadian_Solar_Inc._CS6A-205MM,Canadian Solar Inc.,0.005696,1.297626,8.903394,6.91E-10,0.228635,599.507019
Canadian_Solar_Inc._CS6P-205M,Canadian Solar Inc.,0.003838,1.517429,7.686687,2.64E-10,0.405131,116.28524
Canadian_Solar_Inc._CS6P-205P,Canadian Solar Inc.,0.002736,1.431947,7.612816,7.84E-11,0.431586,255.932388
Canadian_Solar_Inc._CS6P-205PE,Canadian Solar Inc.,0.006224,1.618962,7.807182,1.45E-09,0.373538,106.915817
Canadian_Solar_Inc._CS6P-205PX,Canadian Solar Inc.,0.002736,1.431947,7.612816,7.84E-11,0.431586,255.932388
Canadian_Solar_Inc._CS5P-210M,Canadian Solar Inc.,0.004397,2.612573,4.954655,1.13E-09,0.835525,281.640442
Canadian_Solar_Inc._CS6A-210MM,Canadian Solar Inc.,0.005798,1.301672,9.062634,7.01E-10,0.222823,766.770752
Canadian_Solar_Inc._CS6P-210M,Canadian Solar Inc.,0.003893,1.517552,7.791737,2.37E-10,0.411901,147.237839
Canadian_Solar_Inc._CS6P-210P,Canadian Solar Inc.,0.002848,1.449698,7.940994,9.49E-11,0.443086,113.079201
