46,4615,12,"HORDALAND",1222,"FITJAR","VESTLAND","FITJAR","Vest-Norge","Vestlandet","fitjar"
46,4616,12,"HORDALAND",1223,"TYSNES","VESTLAND","TYSNES","Vest-Norge","Vestlandet","tysnes"
46,4617,12,"HORDALAND",1224,"KVINNHERAD","VESTLAND","KVINNHERAD","Vest-Norge","Vestlandet","kvinnherad"
46,4618,12,"HORDALAND",1227,"JONDAL","VESTLAND","ULLENSVANG","Vest-Norge","Vestlandet","ullensvang"
46,4618,12,"HORDALAND",1228,"ODDA","VESTLAND","ULLENSVANG","Vest-Norge","Vestlandet","ullensvang"
46,4618,12,"HORDALAND",1231,"ULLENSVANG","VESTLAND","ULLENSVANG","Vest-Norge","Vestlandet","ullensvang"
46,4619,12,"HORDALAND",1232,"EIDFJORD","VESTLAND","EIDFJORD","Vest-Norge","Vestlandet","eidfjord"
46,4620,12,"HORDALAND",1233,"ULVIK","VESTLAND","ULVIK","Vest-Norge","Vestlandet","ulvik"
46,4621,12,"HORDALAND",1234,"GRANVIN","VESTLAND","VOSS","Vest-Norge","Vestlandet","voss"
46,4621,12,"HORDALAND",1235,"VOSS","VESTLAND","VOSS","Vest-Norge","Vestlandet","voss"
46,4622,12,"HORDALAND",1238,"KVAM","VESTLAND","KVAM","Vest-Norge","Vestlandet","kvam"
46,4624,12,"HORDALAND",1241,"FUSA","VESTLAND","BJØRNAFJORDEN","Vest-Norge","Vestlandet","bjørnafjorden"
46,4623,12,"HORDALAND",1242,"SAMNANGER","VESTLAND","SAMNANGER","Vest-Norge","Vestlandet","samnanger"
46,4624,12,"HORDALAND",1243,"OS (HORDALAND)","VESTLAND","BJØRNAFJORDEN","Vest-Norge","Vestlandet","bjørnafjorden"
46,4625,12,"HORDALAND",1244,"AUSTEVOLL","VESTLAND","AUSTEVOLL","Vest-Norge","Vestlandet","austevoll"
46,4626,12,"HORDALAND",1245,"SUND","VESTLAND","ØYGARDEN","Vest-Norge","Vestlandet","øygarden"
46,4626,12,"HORDALAND",1246,"FJELL","VESTLAND","ØYGARDEN","Vest-Norge","Vestlandet","øygarden"
46,4627,12,"HORDALAND",1247,"ASKØY","VESTLAND","ASKØY","Vest-Norge","Vestlandet","askøy"
46,4628,12,"HORDALAND",1251,"VAKSDAL","VESTLAND","VAKSDAL","Vest-Norge","Vestlandet","vaksdal"
46,4629,12,"HORDALAND",1252,"MODALEN","VESTLAND","MODALEN","Vest-Norge","Vestlandet","modalen"
46,4630,12,"HORDALAND",1253,"OSTERØY","VESTLAND","OSTERØY","Vest-Norge","Vestlandet","osterøy"
46,4631,12,"HORDALAND",1256,"MELAND","VESTLAND","ALVER","Vest-Norge","Vestlandet","alver"
46,4626,12,"HORDALAND",1259,"ØYGARDEN","VESTLAND","ØYGARDEN","Vest-Norge","Vestlandet","øygarden"
46,4631,12,"HORDALAND",1260,"RADØY","VESTLAND","ALVER","Vest-Norge","Vestlandet","alver"
46,4631,12,"HORDALAND",1263,"LINDÅS","VESTLAND","ALVER","Vest-Norge","Vestlandet","alver"
46,4632,12,"HORDALAND",1264,"AUSTRHEIM","VESTLAND","AUSTRHEIM","Vest-Norge","Vestlandet","austrheim"
