,Category,Menn,Kvinner,kommune
15,75-79 år,-35,29,ulvik
16,80-84 år,-16,17,ulvik
17,85-89 år,-6,8,ulvik
18,90-94 år,-5,10,ulvik
19,95-99 år,-2,4,ulvik
20,100 år eller eldre,0,1,ulvik
0,0-4 år,-427,441,voss
1,5-9 år,-492,446,voss
2,10-14 år,-470,438,voss
3,15-19 år,-515,497,voss
4,20-24 år,-458,453,voss
5,25-29 år,-474,425,voss
6,30-34 år,-506,485,voss
7,35-39 år,-471,457,voss
8,40-44 år,-449,425,voss
9,45-49 år,-476,496,voss
10,50-54 år,-559,458,voss
11,55-59 år,-495,497,voss
12,60-64 år,-520,517,voss
13,65-69 år,-462,433,voss
14,70-74 år,-433,455,voss
15,75-79 år,-269,304,voss
16,80-84 år,-194,270,voss
17,85-89 år,-117,222,voss
18,90-94 år,-51,134,voss
19,95-99 år,-12,34,voss
20,100 år eller eldre,0,3,voss
0,0-4 år,-427,441,voss
1,5-9 år,-492,446,voss
2,10-14 år,-470,438,voss
3,15-19 år,-515,497,voss
4,20-24 år,-458,453,voss
5,25-29 år,-474,425,voss
6,30-34 år,-506,485,voss
7,35-39 år,-471,457,voss
8,40-44 år,-449,425,voss
9,45-49 år,-476,496,voss
10,50-54 år,-559,458,voss
11,55-59 år,-495,497,voss
12,60-64 år,-520,517,voss
13,65-69 år,-462,433,voss
14,70-74 år,-433,455,voss
15,75-79 år,-269,304,voss
16,80-84 år,-194,270,voss
17,85-89 år,-117,222,voss
18,90-94 år,-51,134,voss
19,95-99 år,-12,34,voss
20,100 år eller eldre,0,3,voss
0,0-4 år,-230,234,kvam
1,5-9 år,-263,246,kvam
2,10-14 år,-274,255,kvam
3,15-19 år,-303,248,kvam
4,20-24 år,-234,228,kvam
5,25-29 år,-232,211,kvam
6,30-34 år,-218,226,kvam
7,35-39 år,-245,219,kvam
8,40-44 år,-275,237,kvam
9,45-49 år,-252,241,kvam
10,50-54 år,-306,291,kvam
11,55-59 år,-278,228,kvam
12,60-64 år,-276,290,kvam
13,65-69 år,-272,247,kvam
14,70-74 år,-249,243,kvam
15,75-79 år,-181,167,kvam
16,80-84 år,-112,150,kvam
17,85-89 år,-62,97,kvam
18,90-94 år,-29,62,kvam
19,95-99 år,-9,33,kvam
20,100 år eller eldre,-1,3,kvam
0,0-4 år,-773,753,bjørnafjorden
1,5-9 år,-907,879,bjørnafjorden
2,10-14 år,-906,856,bjørnafjorden
3,15-19 år,-840,786,bjørnafjorden
4,20-24 år,-749,684,bjørnafjorden
5,25-29 år,-779,712,bjørnafjorden
6,30-34 år,-843,802,bjørnafjorden
7,35-39 år,-901,860,bjørnafjorden
8,40-44 år,-821,840,bjørnafjorden
9,45-49 år,-895,820,bjørnafjorden
10,50-54 år,-807,738,bjørnafjorden
11,55-59 år,-735,668,bjørnafjorden
12,60-64 år,-675,687,bjørnafjorden
13,65-69 år,-652,650,bjørnafjorden
14,70-74 år,-603,600,bjørnafjorden
15,75-79 år,-380,359,bjørnafjorden
16,80-84 år,-220,263,bjørnafjorden
17,85-89 år,-108,185,bjørnafjorden
18,90-94 år,-37,82,bjørnafjorden
19,95-99 år,-8,39,bjørnafjorden
20,100 år eller eldre,0,6,bjørnafjorden
0,0-4 år,-83,48,samnanger
1,5-9 år,-76,68,samnanger
2,10-14 år,-75,76,samnanger
3,15-19 år,-72,56,samnanger
4,20-24 år,-84,60,samnanger
5,25-29 år,-66,59,samnanger
6,30-34 år,-67,71,samnanger
7,35-39 år,-81,67,samnanger
8,40-44 år,-85,80,samnanger
9,45-49 år,-80,60,samnanger
10,50-54 år,-84,73,samnanger
11,55-59 år,-104,92,samnanger
12,60-64 år,-91,71,samnanger
13,65-69 år,-79,94,samnanger
14,70-74 år,-83,71,samnanger
15,75-79 år,-54,46,samnanger
16,80-84 år,-13,23,samnanger
17,85-89 år,-20,36,samnanger
18,90-94 år,-8,20,samnanger
19,95-99 år,-1,7,samnanger
20,100 år eller eldre,-1,0,samnanger
0,0-4 år,-773,753,bjørnafjorden
1,5-9 år,-907,879,bjørnafjorden
2,10-14 år,-906,856,bjørnafjorden
3,15-19 år,-840,786,bjørnafjorden
4,20-24 år,-749,684,bjørnafjorden
5,25-29 år,-779,712,bjørnafjorden
6,30-34 år,-843,802,bjørnafjorden
7,35-39 år,-901,860,bjørnafjorden
8,40-44 år,-821,840,bjørnafjorden
9,45-49 år,-895,820,bjørnafjorden
10,50-54 år,-807,738,bjørnafjorden
11,55-59 år,-735,668,bjørnafjorden
12,60-64 år,-675,687,bjørnafjorden
13,65-69 år,-652,650,bjørnafjorden
14,70-74 år,-603,600,bjørnafjorden
15,75-79 år,-380,359,bjørnafjorden
16,80-84 år,-220,263,bjørnafjorden
17,85-89 år,-108,185,bjørnafjorden
18,90-94 år,-37,82,bjørnafjorden
19,95-99 år,-8,39,bjørnafjorden
20,100 år eller eldre,0,6,bjørnafjorden
0,0-4 år,-195,176,austevoll
1,5-9 år,-192,194,austevoll
2,10-14 år,-177,184,austevoll
3,15-19 år,-186,166,austevoll
4,20-24 år,-166,124,austevoll
5,25-29 år,-139,137,austevoll
6,30-34 år,-154,186,austevoll
7,35-39 år,-227,179,austevoll
8,40-44 år,-156,159,austevoll
9,45-49 år,-177,141,austevoll
10,50-54 år,-169,147,austevoll
11,55-59 år,-137,120,austevoll
12,60-64 år,-159,144,austevoll
13,65-69 år,-165,135,austevoll
14,70-74 år,-128,123,austevoll
15,75-79 år,-84,77,austevoll
16,80-84 år,-44,72,austevoll
17,85-89 år,-29,39,austevoll
18,90-94 år,-13,22,austevoll
19,95-99 år,-1,12,austevoll
20,100 år eller eldre,0,1,austevoll
0,0-4 år,-1272,1206,øygarden
1,5-9 år,-1392,1250,øygarden
2,10-14 år,-1368,1351,øygarden
3,15-19 år,-1339,1300,øygarden
4,20-24 år,-1220,1064,øygarden
5,25-29 år,-1162,1156,øygarden
6,30-34 år,-1292,1266,øygarden
7,35-39 år,-1359,1218,øygarden
8,40-44 år,-1291,1319,øygarden
9,45-49 år,-1410,1355,øygarden
10,50-54 år,-1441,1278,øygarden
11,55-59 år,-1150,1075,øygarden
12,60-64 år,-1079,970,øygarden
13,65-69 år,-979,912,øygarden
14,70-74 år,-862,832,øygarden
15,75-79 år,-483,535,øygarden
16,80-84 år,-268,306,øygarden
17,85-89 år,-128,192,øygarden
18,90-94 år,-45,120,øygarden
19,95-99 år,-12,54,øygarden
20,100 år eller eldre,0,5,øygarden
0,0-4 år,-1272,1206,øygarden
1,5-9 år,-1392,1250,øygarden
2,10-14 år,-1368,1351,øygarden
3,15-19 år,-1339,1300,øygarden
4,20-24 år,-1220,1064,øygarden
5,25-29 år,-1162,1156,øygarden
6,30-34 år,-1292,1266,øygarden
7,35-39 år,-1359,1218,øygarden
8,40-44 år,-1291,1319,øygarden
9,45-49 år,-1410,1355,øygarden
10,50-54 år,-1441,1278,øygarden
11,55-59 år,-1150,1075,øygarden
12,60-64 år,-1079,970,øygarden
13,65-69 år,-979,912,øygarden
14,70-74 år,-862,832,øygarden
15,75-79 år,-483,535,øygarden
16,80-84 år,-268,306,øygarden
17,85-89 år,-128,192,øygarden
18,90-94 år,-45,120,øygarden
19,95-99 år,-12,54,øygarden
20,100 år eller eldre,0,5,øygarden
0,0-4 år,-1272,1206,askøy
1,5-9 år,-1392,1250,askøy
2,10-14 år,-1368,1351,askøy
3,15-19 år,-1339,1300,askøy
4,20-24 år,-1220,1064,askøy
5,25-29 år,-1162,1156,askøy
6,30-34 år,-1292,1266,askøy
7,35-39 år,-1359,1218,askøy
8,40-44 år,-1291,1319,askøy
9,45-49 år,-1410,1355,askøy
10,50-54 år,-1441,1278,askøy
11,55-59 år,-1150,1075,askøy
12,60-64 år,-1079,970,askøy
13,65-69 år,-979,912,askøy
14,70-74 år,-862,832,askøy
15,75-79 år,-483,535,askøy
16,80-84 år,-268,306,askøy
17,85-89 år,-128,192,askøy
18,90-94 år,-45,120,askøy
19,95-99 år,-12,54,askøy
20,100 år eller eldre,0,5,askøy
0,0-4 år,-107,110,vaksdal
1,5-9 år,-115,108,vaksdal
2,10-14 år,-138,125,vaksdal
3,15-19 år,-109,125,vaksdal
4,20-24 år,-105,96,vaksdal
5,25-29 år,-107,114,vaksdal
6,30-34 år,-113,106,vaksdal
7,35-39 år,-138,139,vaksdal
8,40-44 år,-131,98,vaksdal
9,45-49 år,-114,108,vaksdal
10,50-54 år,-115,120,vaksdal
11,55-59 år,-139,126,vaksdal
12,60-64 år,-138,117,vaksdal
13,65-69 år,-147,116,vaksdal
14,70-74 år,-103,96,vaksdal
15,75-79 år,-79,80,vaksdal
16,80-84 år,-55,65,vaksdal
17,85-89 år,-31,65,vaksdal
18,90-94 år,-16,40,vaksdal
19,95-99 år,-7,13,vaksdal
20,100 år eller eldre,0,3,vaksdal
0,0-4 år,-14,5,modalen
1,5-9 år,-10,13,modalen
2,10-14 år,-19,15,modalen
3,15-19 år,-12,19,modalen
4,20-24 år,-12,13,modalen
5,25-29 år,-10,10,modalen
6,30-34 år,-14,8,modalen
7,35-39 år,-13,11,modalen
8,40-44 år,-9,11,modalen
9,45-49 år,-11,13,modalen
10,50-54 år,-12,8,modalen
11,55-59 år,-16,16,modalen
12,60-64 år,-16,10,modalen
13,65-69 år,-9,7,modalen
14,70-74 år,-9,11,modalen
15,75-79 år,-2,4,modalen
16,80-84 år,-6,9,modalen
17,85-89 år,-4,4,modalen
18,90-94 år,-3,0,modalen
19,95-99 år,0,0,modalen
20,100 år eller eldre,0,0,modalen
0,0-4 år,-256,239,osterøy
1,5-9 år,-235,265,osterøy
2,10-14 år,-279,237,osterøy
3,15-19 år,-286,259,osterøy
4,20-24 år,-256,220,osterøy
5,25-29 år,-269,221,osterøy
6,30-34 år,-261,270,osterøy
7,35-39 år,-247,257,osterøy
8,40-44 år,-251,229,osterøy
9,45-49 år,-303,250,osterøy
10,50-54 år,-282,246,osterøy
11,55-59 år,-251,219,osterøy
12,60-64 år,-240,238,osterøy
13,65-69 år,-221,210,osterøy
14,70-74 år,-215,211,osterøy
15,75-79 år,-134,133,osterøy
16,80-84 år,-95,90,osterøy
17,85-89 år,-57,67,osterøy
18,90-94 år,-23,50,osterøy
19,95-99 år,-8,14,osterøy
20,100 år eller eldre,0,4,osterøy
0,0-4 år,-881,806,alver
1,5-9 år,-1081,955,alver
2,10-14 år,-1077,1011,alver
3,15-19 år,-962,996,alver
4,20-24 år,-914,760,alver
5,25-29 år,-852,790,alver
6,30-34 år,-898,862,alver
7,35-39 år,-939,915,alver
8,40-44 år,-1008,964,alver
9,45-49 år,-1075,981,alver
10,50-54 år,-1032,901,alver
11,55-59 år,-874,765,alver
12,60-64 år,-830,825,alver
13,65-69 år,-830,864,alver
14,70-74 år,-774,723,alver
15,75-79 år,-457,467,alver
16,80-84 år,-241,313,alver
17,85-89 år,-158,198,alver
18,90-94 år,-70,106,alver
19,95-99 år,-14,51,alver
20,100 år eller eldre,0,4,alver
0,0-4 år,-1272,1206,øygarden
1,5-9 år,-1392,1250,øygarden
2,10-14 år,-1368,1351,øygarden
3,15-19 år,-1339,1300,øygarden
4,20-24 år,-1220,1064,øygarden
5,25-29 år,-1162,1156,øygarden
6,30-34 år,-1292,1266,øygarden
7,35-39 år,-1359,1218,øygarden
8,40-44 år,-1291,1319,øygarden
9,45-49 år,-1410,1355,øygarden
10,50-54 år,-1441,1278,øygarden
11,55-59 år,-1150,1075,øygarden
12,60-64 år,-1079,970,øygarden
13,65-69 år,-979,912,øygarden
14,70-74 år,-862,832,øygarden
15,75-79 år,-483,535,øygarden
16,80-84 år,-268,306,øygarden
17,85-89 år,-128,192,øygarden
18,90-94 år,-45,120,øygarden
19,95-99 år,-12,54,øygarden
20,100 år eller eldre,0,5,øygarden
0,0-4 år,-881,806,alver
1,5-9 år,-1081,955,alver
2,10-14 år,-1077,1011,alver
3,15-19 år,-962,996,alver
4,20-24 år,-914,760,alver
5,25-29 år,-852,790,alver
6,30-34 år,-898,862,alver
7,35-39 år,-939,915,alver
8,40-44 år,-1008,964,alver
9,45-49 år,-1075,981,alver
10,50-54 år,-1032,901,alver
11,55-59 år,-874,765,alver
12,60-64 år,-830,825,alver
13,65-69 år,-830,864,alver
14,70-74 år,-774,723,alver
15,75-79 år,-457,467,alver
16,80-84 år,-241,313,alver
17,85-89 år,-158,198,alver
18,90-94 år,-70,106,alver
19,95-99 år,-14,51,alver
20,100 år eller eldre,0,4,alver
0,0-4 år,-881,806,alver
1,5-9 år,-1081,955,alver
2,10-14 år,-1077,1011,alver
3,15-19 år,-962,996,alver
4,20-24 år,-914,760,alver
5,25-29 år,-852,790,alver
6,30-34 år,-898,862,alver
7,35-39 år,-939,915,alver
8,40-44 år,-1008,964,alver
9,45-49 år,-1075,981,alver
10,50-54 år,-1032,901,alver
11,55-59 år,-874,765,alver
12,60-64 år,-830,825,alver
13,65-69 år,-830,864,alver
14,70-74 år,-774,723,alver
15,75-79 år,-457,467,alver
16,80-84 år,-241,313,alver
17,85-89 år,-158,198,alver
18,90-94 år,-70,106,alver
19,95-99 år,-14,51,alver
20,100 år eller eldre,0,4,alver
0,0-4 år,-75,75,austrheim
1,5-9 år,-92,79,austrheim
2,10-14 år,-78,84,austrheim
3,15-19 år,-115,76,austrheim
4,20-24 år,-89,73,austrheim
5,25-29 år,-62,77,austrheim
6,30-34 år,-92,63,austrheim
7,35-39 år,-90,81,austrheim
8,40-44 år,-108,100,austrheim
9,45-49 år,-108,66,austrheim
10,50-54 år,-101,88,austrheim
11,55-59 år,-106,89,austrheim
12,60-64 år,-79,79,austrheim
13,65-69 år,-93,89,austrheim
14,70-74 år,-86,95,austrheim
15,75-79 år,-77,66,austrheim
16,80-84 år,-34,38,austrheim
17,85-89 år,-16,26,austrheim
18,90-94 år,-6,12,austrheim
19,95-99 år,0,6,austrheim
20,100 år eller eldre,0,1,austrheim
0,0-4 år,-12,7,fedje
1,5-9 år,-11,16,fedje
2,10-14 år,-16,22,fedje
3,15-19 år,-18,26,fedje
4,20-24 år,-15,12,fedje
5,25-29 år,-9,8,fedje
6,30-34 år,-7,11,fedje
7,35-39 år,-7,12,fedje
8,40-44 år,-17,15,fedje
9,45-49 år,-17,18,fedje
10,50-54 år,-25,20,fedje
11,55-59 år,-21,13,fedje
12,60-64 år,-19,24,fedje
13,65-69 år,-29,16,fedje
14,70-74 år,-14,13,fedje
15,75-79 år,-12,15,fedje
16,80-84 år,-9,13,fedje
17,85-89 år,-6,8,fedje
18,90-94 år,-4,6,fedje
19,95-99 år,-1,2,fedje
20,100 år eller eldre,0,2,fedje
0,0-4 år,-40,38,masfjorden
1,5-9 år,-54,59,masfjorden
2,10-14 år,-61,46,masfjorden
3,15-19 år,-52,48,masfjorden
4,20-24 år,-46,49,masfjorden
5,25-29 år,-41,38,masfjorden
6,30-34 år,-50,36,masfjorden
7,35-39 år,-41,45,masfjorden
8,40-44 år,-43,34,masfjorden
9,45-49 år,-42,55,masfjorden
10,50-54 år,-60,44,masfjorden
11,55-59 år,-65,57,masfjorden
12,60-64 år,-63,67,masfjorden
13,65-69 år,-64,48,masfjorden
14,70-74 år,-46,51,masfjorden
15,75-79 år,-37,40,masfjorden
16,80-84 år,-22,27,masfjorden
17,85-89 år,-15,33,masfjorden
18,90-94 år,-10,14,masfjorden
19,95-99 år,-3,6,masfjorden
20,100 år eller eldre,0,1,masfjorden
0,0-4 år,-40,38,kinn
1,5-9 år,-54,59,kinn
2,10-14 år,-61,46,kinn
3,15-19 år,-52,48,kinn
4,20-24 år,-46,49,kinn
5,25-29 år,-41,38,kinn
6,30-34 år,-50,36,kinn
7,35-39 år,-41,45,kinn
8,40-44 år,-43,34,kinn
9,45-49 år,-42,55,kinn
10,50-54 år,-60,44,kinn
11,55-59 år,-65,57,kinn
12,60-64 år,-63,67,kinn
13,65-69 år,-64,48,kinn
14,70-74 år,-46,51,kinn
15,75-79 år,-37,40,kinn
16,80-84 år,-22,27,kinn
17,85-89 år,-15,33,kinn
18,90-94 år,-10,14,kinn
19,95-99 år,-3,6,kinn
20,100 år eller eldre,0,1,kinn
0,0-4 år,-58,52,gulen
1,5-9 år,-62,53,gulen
2,10-14 år,-69,61,gulen
3,15-19 år,-75,82,gulen
4,20-24 år,-78,79,gulen
5,25-29 år,-52,59,gulen
6,30-34 år,-68,57,gulen
7,35-39 år,-54,64,gulen
8,40-44 år,-55,56,gulen
9,45-49 år,-65,89,gulen
10,50-54 år,-101,65,gulen
11,55-59 år,-80,84,gulen
12,60-64 år,-88,72,gulen
13,65-69 år,-64,53,gulen
14,70-74 år,-87,77,gulen
15,75-79 år,-49,47,gulen
16,80-84 år,-33,30,gulen
17,85-89 år,-16,31,gulen
18,90-94 år,-7,11,gulen
19,95-99 år,-2,11,gulen
20,100 år eller eldre,0,1,gulen
0,0-4 år,-15,14,solund
1,5-9 år,-19,17,solund
2,10-14 år,-26,18,solund
3,15-19 år,-19,32,solund
4,20-24 år,-16,17,solund
5,25-29 år,-21,21,solund
6,30-34 år,-17,13,solund
7,35-39 år,-26,23,solund
8,40-44 år,-22,22,solund
9,45-49 år,-30,24,solund
10,50-54 år,-25,22,solund
11,55-59 år,-32,36,solund
12,60-64 år,-34,31,solund
13,65-69 år,-40,25,solund
14,70-74 år,-31,23,solund
15,75-79 år,-15,23,solund
16,80-84 år,-15,14,solund
17,85-89 år,-6,8,solund
18,90-94 år,-3,6,solund
19,95-99 år,0,1,solund
20,100 år eller eldre,0,0,solund
0,0-4 år,-18,29,hyllestad
1,5-9 år,-17,30,hyllestad
2,10-14 år,-36,34,hyllestad
3,15-19 år,-50,43,hyllestad
4,20-24 år,-47,34,hyllestad
5,25-29 år,-29,22,hyllestad
6,30-34 år,-29,22,hyllestad
7,35-39 år,-41,30,hyllestad
8,40-44 år,-42,33,hyllestad
9,45-49 år,-56,47,hyllestad
10,50-54 år,-66,45,hyllestad
11,55-59 år,-47,43,hyllestad
12,60-64 år,-47,32,hyllestad
13,65-69 år,-43,47,hyllestad
14,70-74 år,-50,50,hyllestad
15,75-79 år,-41,36,hyllestad
16,80-84 år,-23,26,hyllestad
17,85-89 år,-6,17,hyllestad
18,90-94 år,-5,10,hyllestad
19,95-99 år,-1,2,hyllestad
20,100 år eller eldre,0,2,hyllestad
0,0-4 år,-83,71,høyanger
1,5-9 år,-111,118,høyanger
2,10-14 år,-98,118,høyanger
3,15-19 år,-139,138,høyanger
4,20-24 år,-155,125,høyanger
5,25-29 år,-126,87,høyanger
6,30-34 år,-86,83,høyanger
7,35-39 år,-103,99,høyanger
8,40-44 år,-90,106,høyanger
9,45-49 år,-127,138,høyanger
10,50-54 år,-179,164,høyanger
11,55-59 år,-186,131,høyanger
12,60-64 år,-153,119,høyanger
13,65-69 år,-131,136,høyanger
14,70-74 år,-116,115,høyanger
15,75-79 år,-92,100,høyanger
16,80-84 år,-47,71,høyanger
17,85-89 år,-36,56,høyanger
18,90-94 år,-23,21,høyanger
19,95-99 år,-4,20,høyanger
20,100 år eller eldre,0,0,høyanger
0,0-4 år,-67,64,vik
1,5-9 år,-67,76,vik
2,10-14 år,-91,71,vik
3,15-19 år,-81,84,vik
4,20-24 år,-73,75,vik
5,25-29 år,-66,70,vik
6,30-34 år,-61,51,vik
7,35-39 år,-52,70,vik
8,40-44 år,-94,56,vik
9,45-49 år,-80,83,vik
10,50-54 år,-75,70,vik
11,55-59 år,-87,91,vik
12,60-64 år,-98,85,vik
13,65-69 år,-99,91,vik
14,70-74 år,-92,86,vik
15,75-79 år,-51,59,vik
16,80-84 år,-45,56,vik
17,85-89 år,-21,43,vik
18,90-94 år,-15,23,vik
19,95-99 år,-3,12,vik
20,100 år eller eldre,-1,0,vik
0,0-4 år,-366,369,sogndal
1,5-9 år,-346,324,sogndal
2,10-14 år,-386,336,sogndal
3,15-19 år,-395,372,sogndal
4,20-24 år,-455,436,sogndal
5,25-29 år,-462,451,sogndal
6,30-34 år,-441,432,sogndal
7,35-39 år,-388,351,sogndal
8,40-44 år,-336,292,sogndal
9,45-49 år,-378,355,sogndal
10,50-54 år,-382,353,sogndal
11,55-59 år,-348,337,sogndal
12,60-64 år,-318,333,sogndal
13,65-69 år,-306,287,sogndal
14,70-74 år,-285,296,sogndal
15,75-79 år,-188,212,sogndal
16,80-84 år,-125,125,sogndal
17,85-89 år,-54,108,sogndal
18,90-94 år,-29,63,sogndal
19,95-99 år,-3,21,sogndal
20,100 år eller eldre,-1,2,sogndal
0,0-4 år,-366,369,sogndal
1,5-9 år,-346,324,sogndal
2,10-14 år,-386,336,sogndal
3,15-19 år,-395,372,sogndal
4,20-24 år,-455,436,sogndal
5,25-29 år,-462,451,sogndal
6,30-34 år,-441,432,sogndal
7,35-39 år,-388,351,sogndal
8,40-44 år,-336,292,sogndal
9,45-49 år,-378,355,sogndal
10,50-54 år,-382,353,sogndal
11,55-59 år,-348,337,sogndal
12,60-64 år,-318,333,sogndal
13,65-69 år,-306,287,sogndal
14,70-74 år,-285,296,sogndal
15,75-79 år,-188,212,sogndal
16,80-84 år,-125,125,sogndal
17,85-89 år,-54,108,sogndal
18,90-94 år,-29,63,sogndal
19,95-99 år,-3,21,sogndal
20,100 år eller eldre,-1,2,sogndal
0,0-4 år,-366,369,sogndal
1,5-9 år,-346,324,sogndal
2,10-14 år,-386,336,sogndal
3,15-19 år,-395,372,sogndal
4,20-24 år,-455,436,sogndal
5,25-29 år,-462,451,sogndal
6,30-34 år,-441,432,sogndal
7,35-39 år,-388,351,sogndal
8,40-44 år,-336,292,sogndal
9,45-49 år,-378,355,sogndal
10,50-54 år,-382,353,sogndal
11,55-59 år,-348,337,sogndal
12,60-64 år,-318,333,sogndal
13,65-69 år,-306,287,sogndal
14,70-74 år,-285,296,sogndal
15,75-79 år,-188,212,sogndal
16,80-84 år,-125,125,sogndal
17,85-89 år,-54,108,sogndal
18,90-94 år,-29,63,sogndal
19,95-99 år,-3,21,sogndal
20,100 år eller eldre,-1,2,sogndal
0,0-4 år,-43,37,aurland
1,5-9 år,-34,37,aurland
2,10-14 år,-46,49,aurland
3,15-19 år,-44,46,aurland
4,20-24 år,-59,44,aurland
5,25-29 år,-85,61,aurland
6,30-34 år,-74,64,aurland
7,35-39 år,-53,48,aurland
8,40-44 år,-43,42,aurland
9,45-49 år,-62,60,aurland
10,50-54 år,-64,68,aurland
11,55-59 år,-64,67,aurland
12,60-64 år,-56,56,aurland
13,65-69 år,-55,48,aurland
14,70-74 år,-50,52,aurland
15,75-79 år,-27,31,aurland
16,80-84 år,-23,22,aurland
17,85-89 år,-9,26,aurland
18,90-94 år,-8,13,aurland
19,95-99 år,-5,5,aurland
20,100 år eller eldre,0,1,aurland
0,0-4 år,-48,42,lærdal
1,5-9 år,-62,43,lærdal
2,10-14 år,-63,58,lærdal
3,15-19 år,-73,62,lærdal
4,20-24 år,-65,60,lærdal
5,25-29 år,-55,51,lærdal
6,30-34 år,-60,51,lærdal
7,35-39 år,-56,49,lærdal
8,40-44 år,-55,61,lærdal
9,45-49 år,-80,58,lærdal
10,50-54 år,-97,81,lærdal
11,55-59 år,-75,64,lærdal
12,60-64 år,-72,78,lærdal
13,65-69 år,-68,81,lærdal
14,70-74 år,-76,73,lærdal
15,75-79 år,-48,36,lærdal
16,80-84 år,-28,28,lærdal
17,85-89 år,-16,23,lærdal
18,90-94 år,-7,14,lærdal
19,95-99 år,0,8,lærdal
20,100 år eller eldre,0,1,lærdal
0,0-4 år,-123,99,årdal
1,5-9 år,-143,129,årdal
2,10-14 år,-141,124,årdal
3,15-19 år,-143,139,årdal
4,20-24 år,-195,125,årdal
5,25-29 år,-146,138,årdal
6,30-34 år,-145,115,årdal
7,35-39 år,-151,144,årdal
8,40-44 år,-137,120,årdal
9,45-49 år,-180,165,årdal
10,50-54 år,-221,191,årdal
11,55-59 år,-215,193,årdal
12,60-64 år,-201,156,årdal
13,65-69 år,-150,162,årdal
14,70-74 år,-152,139,årdal
15,75-79 år,-113,132,årdal
16,80-84 år,-65,98,årdal
17,85-89 år,-44,90,årdal
18,90-94 år,-19,36,årdal
19,95-99 år,-3,9,årdal
20,100 år eller eldre,0,2,årdal
0,0-4 år,-123,99,luster
1,5-9 år,-143,129,luster
2,10-14 år,-141,124,luster
3,15-19 år,-143,139,luster
4,20-24 år,-195,125,luster
5,25-29 år,-146,138,luster
6,30-34 år,-145,115,luster
7,35-39 år,-151,144,luster
8,40-44 år,-137,120,luster
9,45-49 år,-180,165,luster
10,50-54 år,-221,191,luster
11,55-59 år,-215,193,luster
12,60-64 år,-201,156,luster
13,65-69 år,-150,162,luster
14,70-74 år,-152,139,luster
15,75-79 år,-113,132,luster
16,80-84 år,-65,98,luster
17,85-89 år,-44,90,luster
18,90-94 år,-19,36,luster
19,95-99 år,-3,9,luster
20,100 år eller eldre,0,2,luster
0,0-4 år,-88,57,askvoll
1,5-9 år,-85,90,askvoll
2,10-14 år,-98,85,askvoll
3,15-19 år,-88,108,askvoll
4,20-24 år,-83,64,askvoll
5,25-29 år,-68,82,askvoll
6,30-34 år,-75,63,askvoll
7,35-39 år,-78,67,askvoll
8,40-44 år,-71,75,askvoll
9,45-49 år,-84,76,askvoll
10,50-54 år,-94,104,askvoll
11,55-59 år,-100,110,askvoll
12,60-64 år,-124,100,askvoll
13,65-69 år,-113,104,askvoll
14,70-74 år,-94,97,askvoll
15,75-79 år,-83,65,askvoll
16,80-84 år,-53,62,askvoll
17,85-89 år,-38,45,askvoll
18,90-94 år,-6,19,askvoll
19,95-99 år,-3,8,askvoll
20,100 år eller eldre,0,4,askvoll
0,0-4 år,-88,57,fjaler
1,5-9 år,-85,90,fjaler
2,10-14 år,-98,85,fjaler
3,15-19 år,-88,108,fjaler
4,20-24 år,-83,64,fjaler
5,25-29 år,-68,82,fjaler
6,30-34 år,-75,63,fjaler
7,35-39 år,-78,67,fjaler
8,40-44 år,-71,75,fjaler
9,45-49 år,-84,76,fjaler
10,50-54 år,-94,104,fjaler
11,55-59 år,-100,110,fjaler
12,60-64 år,-124,100,fjaler
13,65-69 år,-113,104,fjaler
14,70-74 år,-94,97,fjaler
15,75-79 år,-83,65,fjaler
16,80-84 år,-53,62,fjaler
17,85-89 år,-38,45,fjaler
18,90-94 år,-6,19,fjaler
19,95-99 år,-3,8,fjaler
20,100 år eller eldre,0,4,fjaler
0,0-4 år,-671,593,sunnfjord
1,5-9 år,-765,722,sunnfjord
2,10-14 år,-841,716,sunnfjord
3,15-19 år,-804,713,sunnfjord
4,20-24 år,-790,650,sunnfjord
5,25-29 år,-718,696,sunnfjord
6,30-34 år,-716,681,sunnfjord
7,35-39 år,-744,660,sunnfjord
8,40-44 år,-645,652,sunnfjord
9,45-49 år,-781,717,sunnfjord
10,50-54 år,-719,678,sunnfjord
11,55-59 år,-682,677,sunnfjord
12,60-64 år,-639,674,sunnfjord
13,65-69 år,-582,585,sunnfjord
14,70-74 år,-494,478,sunnfjord
15,75-79 år,-289,309,sunnfjord
16,80-84 år,-212,238,sunnfjord
17,85-89 år,-118,171,sunnfjord
18,90-94 år,-49,111,sunnfjord
19,95-99 år,-11,37,sunnfjord
20,100 år eller eldre,0,2,sunnfjord
0,0-4 år,-671,593,sunnfjord
1,5-9 år,-765,722,sunnfjord
2,10-14 år,-841,716,sunnfjord
3,15-19 år,-804,713,sunnfjord
4,20-24 år,-790,650,sunnfjord
5,25-29 år,-718,696,sunnfjord
6,30-34 år,-716,681,sunnfjord
7,35-39 år,-744,660,sunnfjord
8,40-44 år,-645,652,sunnfjord
9,45-49 år,-781,717,sunnfjord
10,50-54 år,-719,678,sunnfjord
11,55-59 år,-682,677,sunnfjord
12,60-64 år,-639,674,sunnfjord
13,65-69 år,-582,585,sunnfjord
14,70-74 år,-494,478,sunnfjord
