,Category,Menn,Kvinner,kommune
20,100 år eller eldre,-3,6,porsgrunn
0,0-4 år,-1415,1365,skien
1,5-9 år,-1619,1503,skien
2,10-14 år,-1705,1573,skien
3,15-19 år,-1694,1593,skien
4,20-24 år,-1678,1518,skien
5,25-29 år,-1687,1589,skien
6,30-34 år,-1730,1767,skien
7,35-39 år,-1660,1613,skien
8,40-44 år,-1682,1661,skien
9,45-49 år,-2031,1983,skien
10,50-54 år,-2043,2007,skien
11,55-59 år,-1750,1781,skien
12,60-64 år,-1718,1776,skien
13,65-69 år,-1509,1595,skien
14,70-74 år,-1474,1620,skien
15,75-79 år,-931,1066,skien
16,80-84 år,-566,752,skien
17,85-89 år,-285,503,skien
18,90-94 år,-108,261,skien
19,95-99 år,-28,94,skien
20,100 år eller eldre,-1,8,skien
0,0-4 år,-342,301,notodden
1,5-9 år,-366,329,notodden
2,10-14 år,-385,360,notodden
3,15-19 år,-395,360,notodden
4,20-24 år,-389,370,notodden
5,25-29 år,-419,367,notodden
6,30-34 år,-406,410,notodden
7,35-39 år,-350,323,notodden
8,40-44 år,-404,382,notodden
9,45-49 år,-458,404,notodden
10,50-54 år,-452,442,notodden
11,55-59 år,-454,459,notodden
12,60-64 år,-461,451,notodden
13,65-69 år,-396,388,notodden
14,70-74 år,-365,365,notodden
15,75-79 år,-251,298,notodden
16,80-84 år,-147,194,notodden
17,85-89 år,-85,150,notodden
18,90-94 år,-46,77,notodden
19,95-99 år,-15,30,notodden
20,100 år eller eldre,0,3,notodden
0,0-4 år,-60,47,siljan
1,5-9 år,-65,63,siljan
2,10-14 år,-97,56,siljan
3,15-19 år,-74,72,siljan
4,20-24 år,-63,47,siljan
5,25-29 år,-62,68,siljan
6,30-34 år,-72,62,siljan
7,35-39 år,-58,82,siljan
8,40-44 år,-71,79,siljan
9,45-49 år,-93,76,siljan
10,50-54 år,-90,70,siljan
11,55-59 år,-89,83,siljan
12,60-64 år,-81,83,siljan
13,65-69 år,-61,62,siljan
14,70-74 år,-75,64,siljan
15,75-79 år,-32,45,siljan
16,80-84 år,-25,38,siljan
17,85-89 år,-19,31,siljan
18,90-94 år,-11,7,siljan
19,95-99 år,-2,2,siljan
20,100 år eller eldre,0,3,siljan
0,0-4 år,-329,330,bamble
1,5-9 år,-371,371,bamble
2,10-14 år,-453,423,bamble
3,15-19 år,-488,419,bamble
4,20-24 år,-451,364,bamble
5,25-29 år,-408,368,bamble
6,30-34 år,-404,383,bamble
7,35-39 år,-365,360,bamble
8,40-44 år,-404,402,bamble
9,45-49 år,-486,491,bamble
10,50-54 år,-519,515,bamble
11,55-59 år,-476,500,bamble
12,60-64 år,-476,495,bamble
13,65-69 år,-460,456,bamble
14,70-74 år,-435,457,bamble
15,75-79 år,-311,291,bamble
16,80-84 år,-146,193,bamble
17,85-89 år,-64,105,bamble
18,90-94 år,-25,49,bamble
19,95-99 år,-4,14,bamble
20,100 år eller eldre,0,0,bamble
0,0-4 år,-203,207,kragerø
1,5-9 år,-278,225,kragerø
2,10-14 år,-317,275,kragerø
3,15-19 år,-306,274,kragerø
4,20-24 år,-284,250,kragerø
5,25-29 år,-272,229,kragerø
6,30-34 år,-281,264,kragerø
7,35-39 år,-254,268,kragerø
8,40-44 år,-307,306,kragerø
9,45-49 år,-392,382,kragerø
10,50-54 år,-389,387,kragerø
11,55-59 år,-355,317,kragerø
12,60-64 år,-353,396,kragerø
13,65-69 år,-354,397,kragerø
14,70-74 år,-389,401,kragerø
15,75-79 år,-229,239,kragerø
16,80-84 år,-135,191,kragerø
17,85-89 år,-63,109,kragerø
18,90-94 år,-25,47,kragerø
19,95-99 år,-8,21,kragerø
20,100 år eller eldre,0,1,kragerø
0,0-4 år,-82,81,drangedal
1,5-9 år,-105,119,drangedal
2,10-14 år,-134,105,drangedal
3,15-19 år,-138,129,drangedal
4,20-24 år,-130,100,drangedal
5,25-29 år,-111,102,drangedal
6,30-34 år,-82,99,drangedal
7,35-39 år,-115,99,drangedal
8,40-44 år,-125,115,drangedal
9,45-49 år,-159,150,drangedal
10,50-54 år,-160,151,drangedal
11,55-59 år,-140,139,drangedal
12,60-64 år,-156,126,drangedal
13,65-69 år,-120,134,drangedal
14,70-74 år,-135,126,drangedal
15,75-79 år,-84,90,drangedal
16,80-84 år,-39,56,drangedal
17,85-89 år,-34,31,drangedal
18,90-94 år,-15,27,drangedal
19,95-99 år,-4,9,drangedal
20,100 år eller eldre,-1,3,drangedal
0,0-4 år,-139,155,nome
1,5-9 år,-192,161,nome
2,10-14 år,-195,151,nome
3,15-19 år,-208,189,nome
4,20-24 år,-208,185,nome
5,25-29 år,-205,154,nome
6,30-34 år,-153,173,nome
7,35-39 år,-168,167,nome
8,40-44 år,-184,184,nome
9,45-49 år,-227,231,nome
10,50-54 år,-276,250,nome
11,55-59 år,-213,224,nome
12,60-64 år,-266,209,nome
13,65-69 år,-214,183,nome
14,70-74 år,-197,207,nome
15,75-79 år,-130,154,nome
16,80-84 år,-69,86,nome
17,85-89 år,-42,71,nome
18,90-94 år,-17,57,nome
19,95-99 år,-8,12,nome
20,100 år eller eldre,0,1,nome
0,0-4 år,-270,248,midt-telemark
1,5-9 år,-328,271,midt-telemark
2,10-14 år,-314,302,midt-telemark
3,15-19 år,-317,311,midt-telemark
4,20-24 år,-510,380,midt-telemark
5,25-29 år,-419,331,midt-telemark
6,30-34 år,-337,329,midt-telemark
7,35-39 år,-310,319,midt-telemark
8,40-44 år,-300,303,midt-telemark
9,45-49 år,-344,353,midt-telemark
10,50-54 år,-321,306,midt-telemark
11,55-59 år,-314,305,midt-telemark
12,60-64 år,-293,309,midt-telemark
13,65-69 år,-291,273,midt-telemark
14,70-74 år,-266,266,midt-telemark
15,75-79 år,-184,216,midt-telemark
16,80-84 år,-108,136,midt-telemark
17,85-89 år,-67,102,midt-telemark
18,90-94 år,-17,57,midt-telemark
19,95-99 år,-3,14,midt-telemark
20,100 år eller eldre,0,0,midt-telemark
0,0-4 år,-270,248,midt-telemark
1,5-9 år,-328,271,midt-telemark
2,10-14 år,-314,302,midt-telemark
3,15-19 år,-317,311,midt-telemark
4,20-24 år,-510,380,midt-telemark
5,25-29 år,-419,331,midt-telemark
6,30-34 år,-337,329,midt-telemark
7,35-39 år,-310,319,midt-telemark
8,40-44 år,-300,303,midt-telemark
9,45-49 år,-344,353,midt-telemark
10,50-54 år,-321,306,midt-telemark
11,55-59 år,-314,305,midt-telemark
12,60-64 år,-293,309,midt-telemark
13,65-69 år,-291,273,midt-telemark
14,70-74 år,-266,266,midt-telemark
15,75-79 år,-184,216,midt-telemark
16,80-84 år,-108,136,midt-telemark
17,85-89 år,-67,102,midt-telemark
18,90-94 år,-17,57,midt-telemark
19,95-99 år,-3,14,midt-telemark
20,100 år eller eldre,0,0,midt-telemark
0,0-4 år,-91,93,tinn
1,5-9 år,-134,145,tinn
2,10-14 år,-161,156,tinn
3,15-19 år,-183,195,tinn
4,20-24 år,-153,168,tinn
5,25-29 år,-147,116,tinn
6,30-34 år,-137,130,tinn
7,35-39 år,-142,134,tinn
8,40-44 år,-157,154,tinn
9,45-49 år,-208,227,tinn
10,50-54 år,-214,228,tinn
11,55-59 år,-211,207,tinn
12,60-64 år,-221,188,tinn
13,65-69 år,-220,195,tinn
14,70-74 år,-196,200,tinn
15,75-79 år,-105,140,tinn
16,80-84 år,-64,81,tinn
17,85-89 år,-41,63,tinn
18,90-94 år,-19,43,tinn
19,95-99 år,-4,17,tinn
20,100 år eller eldre,0,3,tinn
0,0-4 år,-38,37,hjartdal
1,5-9 år,-51,40,hjartdal
2,10-14 år,-38,44,hjartdal
3,15-19 år,-49,56,hjartdal
4,20-24 år,-47,50,hjartdal
5,25-29 år,-30,39,hjartdal
6,30-34 år,-39,37,hjartdal
7,35-39 år,-45,29,hjartdal
8,40-44 år,-37,35,hjartdal
9,45-49 år,-56,54,hjartdal
10,50-54 år,-62,52,hjartdal
11,55-59 år,-51,55,hjartdal
12,60-64 år,-76,46,hjartdal
13,65-69 år,-49,44,hjartdal
14,70-74 år,-58,49,hjartdal
15,75-79 år,-33,38,hjartdal
16,80-84 år,-24,29,hjartdal
17,85-89 år,-8,24,hjartdal
18,90-94 år,-8,10,hjartdal
19,95-99 år,0,6,hjartdal
20,100 år eller eldre,0,0,hjartdal
0,0-4 år,-56,60,seljord
1,5-9 år,-85,86,seljord
2,10-14 år,-81,92,seljord
3,15-19 år,-102,82,seljord
4,20-24 år,-70,66,seljord
5,25-29 år,-68,75,seljord
6,30-34 år,-75,66,seljord
7,35-39 år,-97,77,seljord
8,40-44 år,-89,87,seljord
9,45-49 år,-97,98,seljord
10,50-54 år,-90,96,seljord
11,55-59 år,-99,85,seljord
12,60-64 år,-104,104,seljord
13,65-69 år,-117,101,seljord
14,70-74 år,-88,103,seljord
15,75-79 år,-61,69,seljord
16,80-84 år,-41,42,seljord
17,85-89 år,-18,32,seljord
18,90-94 år,-7,15,seljord
19,95-99 år,-2,4,seljord
20,100 år eller eldre,0,1,seljord
0,0-4 år,-46,46,kviteseid
1,5-9 år,-66,53,kviteseid
2,10-14 år,-55,46,kviteseid
3,15-19 år,-56,87,kviteseid
4,20-24 år,-75,52,kviteseid
5,25-29 år,-67,58,kviteseid
6,30-34 år,-79,54,kviteseid
7,35-39 år,-53,44,kviteseid
8,40-44 år,-74,59,kviteseid
9,45-49 år,-83,96,kviteseid
10,50-54 år,-95,94,kviteseid
11,55-59 år,-111,99,kviteseid
12,60-64 år,-95,86,kviteseid
13,65-69 år,-102,74,kviteseid
14,70-74 år,-85,66,kviteseid
15,75-79 år,-31,57,kviteseid
16,80-84 år,-38,37,kviteseid
17,85-89 år,-20,38,kviteseid
18,90-94 år,-3,17,kviteseid
19,95-99 år,-1,5,kviteseid
20,100 år eller eldre,0,0,kviteseid
0,0-4 år,-28,44,nissedal
1,5-9 år,-52,44,nissedal
2,10-14 år,-44,53,nissedal
3,15-19 år,-39,29,nissedal
4,20-24 år,-39,24,nissedal
5,25-29 år,-33,33,nissedal
6,30-34 år,-39,35,nissedal
7,35-39 år,-40,32,nissedal
8,40-44 år,-42,53,nissedal
9,45-49 år,-52,43,nissedal
10,50-54 år,-61,53,nissedal
11,55-59 år,-51,49,nissedal
12,60-64 år,-54,55,nissedal
13,65-69 år,-50,52,nissedal
14,70-74 år,-50,42,nissedal
15,75-79 år,-27,31,nissedal
16,80-84 år,-16,20,nissedal
17,85-89 år,-9,14,nissedal
18,90-94 år,-4,8,nissedal
19,95-99 år,0,4,nissedal
20,100 år eller eldre,0,0,nissedal
0,0-4 år,-26,16,fyresdal
1,5-9 år,-33,42,fyresdal
2,10-14 år,-45,39,fyresdal
3,15-19 år,-36,47,fyresdal
4,20-24 år,-40,34,fyresdal
5,25-29 år,-36,35,fyresdal
6,30-34 år,-32,22,fyresdal
7,35-39 år,-29,32,fyresdal
8,40-44 år,-30,42,fyresdal
9,45-49 år,-55,40,fyresdal
10,50-54 år,-41,48,fyresdal
11,55-59 år,-51,43,fyresdal
12,60-64 år,-53,51,fyresdal
13,65-69 år,-46,30,fyresdal
14,70-74 år,-43,39,fyresdal
15,75-79 år,-32,30,fyresdal
16,80-84 år,-15,22,fyresdal
17,85-89 år,-9,8,fyresdal
18,90-94 år,-4,7,fyresdal
19,95-99 år,-2,2,fyresdal
20,100 år eller eldre,0,0,fyresdal
0,0-4 år,-48,32,tokke
1,5-9 år,-56,56,tokke
2,10-14 år,-60,79,tokke
3,15-19 år,-70,62,tokke
4,20-24 år,-69,63,tokke
5,25-29 år,-66,46,tokke
6,30-34 år,-54,43,tokke
7,35-39 år,-47,55,tokke
8,40-44 år,-60,48,tokke
9,45-49 år,-84,73,tokke
10,50-54 år,-85,79,tokke
11,55-59 år,-85,81,tokke
12,60-64 år,-104,79,tokke
13,65-69 år,-78,80,tokke
14,70-74 år,-57,70,tokke
15,75-79 år,-45,36,tokke
16,80-84 år,-36,42,tokke
17,85-89 år,-16,27,tokke
18,90-94 år,-7,12,tokke
19,95-99 år,0,10,tokke
20,100 år eller eldre,0,1,tokke
0,0-4 år,-100,84,vinje
1,5-9 år,-108,89,vinje
2,10-14 år,-99,101,vinje
3,15-19 år,-110,101,vinje
4,20-24 år,-108,113,vinje
5,25-29 år,-115,112,vinje
6,30-34 år,-118,82,vinje
7,35-39 år,-105,104,vinje
8,40-44 år,-102,92,vinje
9,45-49 år,-135,125,vinje
10,50-54 år,-128,139,vinje
11,55-59 år,-142,113,vinje
12,60-64 år,-118,127,vinje
13,65-69 år,-120,109,vinje
14,70-74 år,-108,119,vinje
15,75-79 år,-71,84,vinje
16,80-84 år,-53,54,vinje
17,85-89 år,-16,35,vinje
18,90-94 år,-10,20,vinje
19,95-99 år,0,6,vinje
20,100 år eller eldre,0,1,vinje
0,0-4 år,-141,107,risør
1,5-9 år,-175,163,risør
2,10-14 år,-197,199,risør
3,15-19 år,-217,204,risør
4,20-24 år,-226,170,risør
5,25-29 år,-169,139,risør
6,30-34 år,-165,156,risør
7,35-39 år,-172,165,risør
8,40-44 år,-211,193,risør
9,45-49 år,-247,256,risør
10,50-54 år,-223,236,risør
11,55-59 år,-250,243,risør
12,60-64 år,-245,267,risør
13,65-69 år,-245,242,risør
14,70-74 år,-256,253,risør
15,75-79 år,-153,156,risør
16,80-84 år,-76,94,risør
17,85-89 år,-47,79,risør
18,90-94 år,-15,38,risør
19,95-99 år,-2,16,risør
20,100 år eller eldre,0,1,risør
0,0-4 år,-659,631,grimstad
1,5-9 år,-733,757,grimstad
2,10-14 år,-783,777,grimstad
3,15-19 år,-800,790,grimstad
4,20-24 år,-948,779,grimstad
5,25-29 år,-896,765,grimstad
6,30-34 år,-739,721,grimstad
7,35-39 år,-754,730,grimstad
8,40-44 år,-754,739,grimstad
9,45-49 år,-860,817,grimstad
10,50-54 år,-795,792,grimstad
11,55-59 år,-661,681,grimstad
12,60-64 år,-631,642,grimstad
13,65-69 år,-560,543,grimstad
14,70-74 år,-545,601,grimstad
15,75-79 år,-358,385,grimstad
16,80-84 år,-230,253,grimstad
17,85-89 år,-106,166,grimstad
18,90-94 år,-34,95,grimstad
19,95-99 år,-6,26,grimstad
20,100 år eller eldre,-1,1,grimstad
0,0-4 år,-1162,1032,arendal
1,5-9 år,-1369,1291,arendal
2,10-14 år,-1431,1467,arendal
3,15-19 år,-1421,1258,arendal
4,20-24 år,-1349,1202,arendal
5,25-29 år,-1286,1233,arendal
6,30-34 år,-1379,1309,arendal
7,35-39 år,-1409,1478,arendal
8,40-44 år,-1482,1455,arendal
9,45-49 år,-1636,1574,arendal
10,50-54 år,-1672,1581,arendal
11,55-59 år,-1376,1498,arendal
12,60-64 år,-1448,1519,arendal
13,65-69 år,-1312,1369,arendal
14,70-74 år,-1221,1189,arendal
15,75-79 år,-715,872,arendal
16,80-84 år,-491,558,arendal
17,85-89 år,-220,370,arendal
18,90-94 år,-87,197,arendal
19,95-99 år,-20,51,arendal
20,100 år eller eldre,-1,9,arendal
0,0-4 år,-47,52,gjerstad
1,5-9 år,-61,69,gjerstad
2,10-14 år,-74,60,gjerstad
3,15-19 år,-81,69,gjerstad
4,20-24 år,-96,62,gjerstad
5,25-29 år,-57,62,gjerstad
6,30-34 år,-57,61,gjerstad
7,35-39 år,-64,52,gjerstad
8,40-44 år,-81,73,gjerstad
9,45-49 år,-106,91,gjerstad
10,50-54 år,-91,88,gjerstad
11,55-59 år,-90,80,gjerstad
12,60-64 år,-81,87,gjerstad
13,65-69 år,-77,75,gjerstad
14,70-74 år,-74,73,gjerstad
15,75-79 år,-59,48,gjerstad
16,80-84 år,-31,33,gjerstad
17,85-89 år,-13,26,gjerstad
18,90-94 år,-3,15,gjerstad
19,95-99 år,-4,4,gjerstad
20,100 år eller eldre,0,1,gjerstad
0,0-4 år,-52,54,vegårshei
1,5-9 år,-70,70,vegårshei
2,10-14 år,-76,70,vegårshei
3,15-19 år,-67,63,vegårshei
4,20-24 år,-66,72,vegårshei
5,25-29 år,-63,54,vegårshei
6,30-34 år,-66,56,vegårshei
7,35-39 år,-47,58,vegårshei
8,40-44 år,-80,77,vegårshei
9,45-49 år,-73,61,vegårshei
10,50-54 år,-80,71,vegårshei
11,55-59 år,-77,72,vegårshei
12,60-64 år,-83,62,vegårshei
13,65-69 år,-49,40,vegårshei
14,70-74 år,-57,55,vegårshei
15,75-79 år,-22,31,vegårshei
16,80-84 år,-25,32,vegårshei
17,85-89 år,-9,21,vegårshei
18,90-94 år,-2,6,vegårshei
19,95-99 år,0,7,vegårshei
20,100 år eller eldre,0,1,vegårshei
0,0-4 år,-127,127,tvedestrand
1,5-9 år,-171,149,tvedestrand
2,10-14 år,-194,175,tvedestrand
3,15-19 år,-181,190,tvedestrand
4,20-24 år,-180,149,tvedestrand
5,25-29 år,-159,152,tvedestrand
6,30-34 år,-157,152,tvedestrand
7,35-39 år,-177,168,tvedestrand
8,40-44 år,-194,202,tvedestrand
9,45-49 år,-236,200,tvedestrand
10,50-54 år,-199,188,tvedestrand
11,55-59 år,-203,229,tvedestrand
12,60-64 år,-218,213,tvedestrand
